,first_downs,fourth_down_attempts,fourth_down_conversions,fumbles,fumbles_lost,interceptions,net_pass_yards,pass_attempts,pass_completions,pass_touchdowns,pass_yards,penalties,points,rush_attempts,rush_touchdowns,rush_yards,third_down_attempts,third_down_conversions,time_of_possession,times_sacked,total_yards,turnovers,yards_from_penalties,yards_lost_from_sacks,win,tie,loss
196911020nyj,-1.1872019497306143,,,-0.4131746907488214,-0.7608680431733779,-0.07929795904670069,-0.9717026639171821,-0.6207050246775269,-0.8424452025520865,-0.5880501270372046,-0.8004447165688533,-0.8270269754154672,-1.1034417209010237,-1.3405294299866095,-0.5530728163024177,-1.3650489797520196,,,,0.8049752342864736,-1.3195108765583363,-0.4842008594930006,-0.9732529126645802,0.923583867096869,0.0,0.0,1.0
196911090nwe,1.2592766417235173,,,1.0324626322509236,0.691078628726597,1.3339710317206195,1.219705711004841,1.4727548482838653,1.223624650423407,0.580770890919966,1.542344137881349,-0.3329468305930535,0.7285015851346358,0.8575923737739127,0.7596100746335852,0.6486416205121497,,,,2.4699959806265452,1.106280789324302,1.3530975566537078,0.0067057617128931934,2.4217270943721223,1.0,0.0,0.0
196911160buf,-0.7879912724348248,,,-0.7957352037054967,-1.2260912662110957,-1.068004660406554,-0.6921571349782424,-1.0592761581222045,-0.908296034519433,-0.4780434429941767,-0.7863695097331802,-1.2398583853115284,-0.47054362866738153,-0.7366152938337542,-0.04515891340430418,-0.6624744815320266,,,,-0.7040631763398224,-0.779849185343488,-1.4607260199650194,-0.9335458185460879,-0.7822550096789512,0.0,0.0,1.0
196911230mia,-0.9224622374186695,,,-0.15715342438550792,-0.5852837944784973,-0.8644473983618784,-0.9778923116635869,-1.1611312297680008,-0.9659155124908612,-0.3240340853339378,-0.8963907098320245,-1.273675426334929,-0.6821689282580057,-0.9878404331774452,-0.5160088287936364,-0.8200915235669064,,,,0.27608629133139173,-1.0419376891019139,-0.9539431349614373,-1.1228990236236476,0.324326576186768,0.0,0.0,1.0
196911300mia,-0.4995663333359529,,,0.08442150092909217,-0.23288743520975067,-0.03171314454275041,-0.47719283861617157,-0.463926091460154,-0.4892452856363194,-0.8280647104038106,-0.3676321063719074,-1.3013439144449843,-0.6988903835357694,-0.7885894623074838,-0.2722850321449839,-0.737270091988461,,,,0.6625135661504246,-0.6825583037387888,-0.15359046033632945,-1.2020199208245292,0.6231384077452361,0.0,0.0,1.0
196912070mia,0.5068170427416505,,,1.6761942646299446,0.9274420404312441,1.2118366744938138,0.3761639294870319,1.1015576681662618,0.8779077825948383,-0.3497023116106442,0.6525271557386444,-0.24071853689286948,0.10302026741935684,0.5937235184457472,0.14702472553011725,0.3864761776113918,,,,1.4796895236530385,0.43748058786377725,1.3972937384854154,0.2629406034462877,1.9249503527767213,1.0,0.0,0.0
196912140mia,-1.0344675003198769,,,-0.1143700297412404,-0.636192836999498,-0.10345640333332146,-1.1615932146892414,-0.7569111567034799,-0.8462442890117412,-0.8334496529793434,-0.9903697831655951,-0.8969583189903321,-1.094313383032269,-1.071948630813298,-0.6291015086281228,-0.9090511083111585,,,,0.7296349290222167,-1.2040447753131986,-0.4317482480883364,-0.8767532199871872,0.8809128535028294,0.0,0.0,1.0
196909280min,-0.1471530799336888,,,-0.58974108134421,0.45471521702194995,-1.2308504700422949,0.8002357105438239,0.0525221591382511,-0.10162334291943942,1.0620501336082127,0.9953170888824313,-1.0246590333444328,0.9139209480937107,1.4512972982622852,-0.42952619127314684,0.7565411168465113,,,,0.870270165515496,0.8967771117583546,-0.6357306257731414,0.2477402314790524,1.478307043819388,1.0,0.0,0.0
196910050min,1.980219608287295,,,0.028241285739650363,0.45471521702194995,1.3339710317206195,4.801660930131452,3.3126017410406834,3.4707842913091036,5.682330863415381,4.665427271284175,1.4655048965605322,2.901616519014993,0.2886251544725557,-0.8619393788755949,-0.4550532275345123,,,,0.1846733876107605,2.8011118219411344,1.2205090111585846,2.6711138193982746,0.16572262565906182,1.0,0.0,0.0
196910120chi,1.0189623195355915,,,0.23423540810093713,-0.17558721419044235,-0.009506897774240354,2.4370536701486714,1.451236171175598,1.2044181577662647,3.115508235744732,2.5087928016849403,0.4509936658585097,2.2786074594725014,0.8081169633998813,-0.14125073287151485,0.3197431557821079,,,,0.5655604864467247,1.706141746457571,-0.10537644379264831,1.3942825741505123,1.0225485652914967,1.0,0.0,0.0
196910190crd,1.649294967897364,,,-0.43524548957324494,-0.2543750180919913,-1.0476489342020867,1.7496184457644552,1.3920598091278644,1.3676733453519774,2.9871671043611996,1.9025814628318556,0.7737926938091532,2.0857713219950638,1.253395656766161,-0.21331959747192283,1.1673391992761286,,,,1.5558669434202315,1.7092753484724459,-0.900907716763388,1.2965658972182856,1.4099432720402043,1.0,0.0,0.0
196910260min,1.3845552555854193,,,-0.34254813451066596,-0.8689198885240736,-0.2049218693371292,2.0643802385154566,1.4985772608137853,1.3734352931491203,2.7561530678708412,2.1497186361882146,0.4694393245985464,1.851401247214793,0.9862284407463935,-0.2565609162321677,0.648381621725802,,,,1.418747587839284,1.6402465726590503,-0.6357306257731414,1.1753972178223244,1.029840700947943,1.0,0.0,0.0
196911020min,1.1765454816260346,,,-0.6927381425248533,-0.8058896454028345,-0.009506897774240354,1.955636623206069,1.0746593217809277,0.9355272605662664,2.47380257882707,1.9846868360399483,0.35876537215832544,2.3082745575459533,0.9565431945219748,0.7235756423333813,0.465342476136909,,,,0.870270165515496,1.4769411419409784,-0.45894589844631056,1.4246833180849827,0.6305962737575107,1.0,0.0,0.0
196911090min,0.8388672771465134,,,-1.1194402531303762,-0.8959328498617478,-0.07929795904670069,1.0101982713532445,1.0116403388210036,0.7709001806479006,1.392070185737296,1.209963993126445,1.1097671922883947,1.1258287914755105,0.6596907322777888,0.1882069338732074,0.6287702846984206,,,,2.372053583783012,0.9635420199936566,-0.559965742633071,1.9601086653390252,1.5564370687098836,1.0,0.0,0.0
196911160gnb,1.1647267444692513,,,-0.8987322648861402,-1.1998286649105796,0.1431610487592664,1.5414763695863303,1.3759208012966642,1.151600302959122,2.313376164597654,1.5587652125229674,0.5662790329837394,2.0190203513297966,0.8699612263674205,0.8677133715341973,0.7877409712082543,,,,1.155935489642469,1.3815901092026306,-0.5694363530255798,1.280279784396248,0.45968684430955153,1.0,0.0,0.0
196911230min,1.2605898347409372,,,-1.8943705229656935,-1.6462928870193574,-0.4980443266814622,1.293924172408492,0.9276150282077708,1.0635705449472181,1.7465361676537194,1.3054929432241151,0.6661930178256052,1.9291949710518452,1.044499479631363,1.0118511007350133,0.8732516831626613,,,,0.41320564691233896,1.269228094097817,-1.2839412926381883,1.5014090051576943,0.36625635621133396,1.0,0.0,0.0
196911270det,1.5642000603685249,,,-0.2807498978022798,-0.4907384297966384,0.38132304535153716,1.730503357135852,1.369465198164184,1.3619113975548345,2.2171203160600053,1.7572549522535312,0.44177083648849114,2.0056701571967435,0.9070677841479434,0.8677133715341973,0.7534211314103371,,,,0.9616830692361275,1.483387408943008,0.0006943926034501677,0.870521185793777,0.5649670528494942,1.0,0.0,0.0
196912070ram,1.2195227076507011,,,-0.7021015117230937,-0.40478809826767587,1.1674241809567938,0.7886508083446704,0.7509010434701854,0.694573079958476,1.1320543870901394,0.9475466899249959,0.03177414903949191,1.485686838236603,1.082480602746781,0.9856442408803194,0.8283953268917374,,,,1.451988643737696,0.9265666789647012,0.6178338043625696,0.2216824509637919,1.2346834207517514,1.0,0.0,0.0
196912140min,0.9480498965948917,,,-0.6412396119345317,-0.5695262336981873,0.051560280839162476,0.37191613201400897,0.3376446308227871,0.15766430795198708,1.1903912649917454,0.460947951586428,0.22042293160804957,1.7248216287680649,1.2121661481211354,0.8677133715341973,0.8874071726416001,,,,0.9845362951662849,0.6935406382221574,-0.2821611711194794,0.6863795368192699,0.6761721216102997,1.0,0.0,0.0
196912210atl,-0.6199025662050184,,,-1.6830945000310402,-1.2180104658109372,-0.2725655133396676,-0.37607743583176473,-0.5533113656021859,-0.5359855614732822,-0.24110596967073217,-0.5792113373312233,-0.7054072474591807,-0.12670956894429694,-0.6989801526090639,-0.0303755565631949,-0.9170510709680159,,,,-1.5205288548702482,-0.711483860799176,-0.8805094789949074,-0.3856642795072786,-1.4371448849790287,0.0,0.0,1.0
196912270min,1.007706379386274,,,-0.10418350720689123,0.38718281367776497,1.0199112559945487,0.49257380785487503,0.4214137667085405,0.2770189408928023,0.7870334235006431,0.6223241077370958,0.022790873679084306,1.2275445562987746,1.281667319837036,0.9294866840488326,0.9994542686629393,,,,1.1640973560460965,0.827709965308042,0.9553319201683379,0.22912753111100936,0.9743683832756913,1.0,0.0,0.0
197001040min,0.7164026483219402,,,-0.05415636320486448,0.2656244876582323,0.43017678824225913,0.4071728510400993,0.5388442617850825,0.41311066029198507,0.7026949657343219,0.5076111720263606,0.6907872294789877,1.0128112750052174,1.0027202442044036,0.4929552756120756,0.6934480780260974,,,,1.0530959729567586,0.6156482452809717,0.4603346836532111,0.8852872614190915,0.7600316816594317,1.0,0.0,0.0
197001110kan,-0.8680960464974667,,,-1.284971244313553,-1.081646959058256,-0.4980443266814622,-0.7565820633190907,-0.9198530626915585,-0.9371057735051471,-0.09302004884357935,-0.8074090116177539,-0.7133885421063121,-0.48043266135853213,-0.911153547097697,-0.4835778397234529,-0.8528513706467368,,,,-0.2723911309923965,-0.9189214271465243,-0.9672019895109496,-0.7717704311805128,-0.5076605263658972,0.0,0.0,1.0
196909280nor,-0.24170297718795475,,,-1.2077234484280706,-1.4361920766152265,-0.4980443266814622,-1.5445484945648498,-0.5284821227849547,-0.4473402107480081,-1.2480902312953714,-1.9604763466089057,-1.0246590333444328,-0.8661049363134078,-0.5277191166989564,-0.42952619127314684,-0.023455242197066142,,,,-2.3291814647066027,-0.9887559863351735,-1.1660848077536343,-0.5600509644940216,-3.1157384197417537,0.0,0.0,1.0
196910050ram,-0.5253526689507526,,,-0.8987322648861402,-0.4907384297966384,0.6011648883597869,-0.8479097089890844,-1.0449303733833597,-1.0235349904622892,-0.8630668371447742,-0.823316927676822,-1.716371236095812,-0.8364378382399559,-0.7503584633820962,-0.42952619127314684,-0.3666536401762402,,,,-0.04385887169081801,-0.7255334170856497,0.15980064719759823,-2.149575575924909,-0.025695935322652404,0.0,0.0,1.0
196910120nor,-0.840518993131639,,,-2.4436881825957912,-2.066494507827619,-0.4980443266814622,-0.36082893208245154,-0.3348140288105527,-0.4089272254337226,-0.4780434429941767,-0.3703689521455106,-0.6557458585436972,-1.0441075247541196,-1.1379158446453392,-1.2943525664780429,-1.184783154550837,,,,-0.04385887169081801,-0.8401337193439457,-1.5196542624072966,-0.31684501301825735,-0.14419313973990408,0.0,0.0,1.0
196910190nor,-0.8090023607135505,,,-0.7442366731151752,-0.4907384297966384,-0.8644473983618784,-0.9328656584495435,-1.2063204516953614,-1.2540129023480018,-0.28553174591887803,-0.8746327859318799,-0.9554878130692948,-0.7474365440195999,-0.7132519056015729,-0.8619393788755949,-0.3276538222240613,,,,-0.15812500134160726,-0.7591077243878848,-0.900907716763388,-0.2994731593414171,0.17939538001489855,0.0,0.0,1.0
196910260phi,-0.3173428949913674,,,-0.21895166109389375,0.2656244876582322,-0.20492186933712903,-0.7918387823451813,-0.9416407232636786,-0.7930570785765768,-1.0940808736351324,-0.8980328172961862,-0.8586481046841016,-0.8779717755427886,-0.5277191166989564,0.08936963384979087,-0.3895335333748518,,,,-1.0494008126177632,-0.7018971047448762,0.0006943926034504032,-0.6799167548642198,-0.884344908869199,0.0,0.0,1.0
196911020crd,1.4601951733888323,,,0.955214836365441,1.5577444716436362,0.8454336028133979,1.3255466647076635,1.8493316976785361,1.7421999521662601,0.42034447669055036,1.41952818379091,1.1888200154599806,0.20191059433086328,0.40406777867862825,0.002886996329301081,0.34054305868993645,,,,0.6417379062139175,1.0140633586008296,1.485686102148831,1.1337047689979078,0.9222817000153607,1.0,0.0,0.0
196911090dal,-0.8765380016094545,,,-0.7663074719395988,-0.4907384297966384,0.13007522477068015,-0.5736233578738873,-0.14114593483615082,-0.24978771484596893,-0.6980568110802324,-0.7335874840994064,-0.7479741522438811,-1.0441075247541196,-1.4677519138055464,-0.8001660663609593,-1.4363629325788605,,,,-1.3497574962712664,-1.1046353098240311,-0.18114132693271873,-0.9025246512660163,-1.1937398074355619,0.0,0.0,1.0
196911160nyg,1.542926333486315,,,0.7234714487089933,0.8092603345789205,1.9751764071613482,1.6179367241007436,1.5695888952710662,1.5837463877448328,1.2545618306835113,1.5238704289095282,0.842963914084291,0.8694203009835327,0.6535063059810347,0.3271968870311372,0.5732419724712705,,,,-0.6151895199447642,1.3191418976204732,1.883451738634201,0.7330663935757783,-0.2649691365497952,1.0,0.0,0.0
196911230nor,1.029467863674954,,,0.440229530462224,0.45471521702194995,0.4790305311329815,0.9333333646985436,0.9347879205771931,0.7178536771186492,0.9764893793525247,0.9725100407690723,0.6047074886921495,0.7952525557999026,0.5992207862650841,0.050932906062906534,0.5878307932607894,,,,0.21006586086649134,0.8937927288870449,0.6017624655146757,0.7428380612690008,0.4695616113443226,1.0,0.0,0.0
196911300nor,1.365645276134566,,,0.4608289426983528,0.5492605817038089,0.381323045351537,1.1884843995781222,1.1757971041897821,1.2812441283948355,1.1390548124383322,1.1792331248685588,0.6354502532588776,0.7774522969558315,0.5508448294549201,0.08936963384979067,0.6379816702718873,,,,0.1846733876107605,1.0810329102330216,0.5840839927819926,0.7662900637327351,0.20400633785540465,1.0,0.0,0.0
196912070atl,-0.37923010046688693,,,-1.376264093996396,-0.9204900874414512,-0.2315693654593413,0.10282459815478157,-0.11767101435440493,-0.08067080547528356,-0.05801792210261599,-0.16311508583538564,-0.3706765871067652,-0.3105210996651254,-0.9909888683830655,-0.42952619127314684,-0.9641781237102289,,,,-1.9967709057224885,-0.4330096341905388,-0.6839446423168226,-0.06495313470407305,-1.7484629841580805,0.0,0.0,1.0
196912140was,-0.6750566729366736,,,-0.7957352037054968,-0.4907384297966384,-0.3759099694546567,-0.624900341655379,-0.7598079016988237,-1.0139317441337177,-0.5422140086859428,-0.74189576591213,-0.7249170788188352,-0.6782133151815453,-0.7214978073305781,-0.5015950558735548,-0.6145191498278659,,,,-0.9579879088971319,-0.7125513515954522,-0.547338262109726,-0.5861087450092821,-0.9189825532373189,0.0,0.0,1.0
196912210nor,1.511106656525745,,,-0.4946668710236162,-0.3452840225937787,0.009283003337575639,1.5909795478296365,1.4578573025935269,1.7156063469486775,0.8843470286156295,1.4683703545198272,1.1462531106752805,1.078231029731291,0.5987979195097504,0.7014006070717173,0.7469411616582827,,,,-0.7470350541572134,1.3918173597346961,-0.18696939486657052,1.386264795530432,-0.4611205740392992,1.0,0.0,0.0
196909210nwe,-0.1471530799336888,,,-1.8257058155119308,-1.4361920766152265,0.9675679600402033,-0.4401211515788802,-0.5930381541097552,-0.7930570785765768,-2.0181370195965664,-0.4825796288632372,0.9121351343594291,-1.8154520746638712,-0.6761453478210496,-0.42952619127314684,-0.4706531547153838,,,,-0.04385887169081801,-0.5214016286880597,-0.10537644379264831,0.8470691833300429,-0.3811875485744074,0.0,0.0,1.0
196909280nwe,-1.2344768983577472,,,-0.8987322648861402,-1.4361920766152265,-1.2308504700422949,-1.2556982663992886,-1.2385984673577617,-0.908296034519433,-1.2480902312953714,-1.0983699279239325,-1.1630014738947088,-1.6374494862231592,-1.5667027345536084,-0.8619393788755949,-1.3234491739363616,,,,0.6417379062139175,-1.4775979006557178,-1.6964389897341274,-1.5763044045891792,0.767323817315878,0.0,0.0,1.0
196910050nwe,-1.5654015387476778,,,-1.2077234484280706,-1.1210408610090306,-0.25377561222785133,-1.6861417436656148,-1.2170797902494948,-1.2540129023480013,-0.4780434429941767,-1.604686396040504,-0.5635175648435132,-1.5978933554585566,-1.3193256826834532,-1.2943525664780429,-1.333849125390276,,,,-0.043858871690818105,-1.7551455076875286,-0.8125153530999726,-0.7598272817776852,0.16572262565906173,0.0,0.0,1.0
196910110buf,-1.1635644754170478,,,-1.2077234484280706,-1.4361920766152265,-1.0476489342020867,-0.881892088773268,-1.2224594595265614,-1.0235349904622892,-0.6705551400694754,-1.0162645547158398,-0.5404604914184673,-1.1182752699377496,-1.1337928937808368,-0.6457327850743709,-1.0530504361345883,,,,-1.1865201681987105,-1.1015656588706837,-1.5638504442390042,-0.16266981163629973,-1.0921707750779175,0.0,0.0,1.0
196910190nwe,-1.3952117236899995,,,-1.2077234484280706,-0.4907384297966384,-0.20492186933712903,-1.3695392386763037,-1.0449303733833597,-1.0926783640280031,-0.4780434429941767,-1.430075635684627,-0.6373001998036603,-1.1627759170479275,-1.3688010930574843,-0.9484220163960845,-1.4919283874897746,,,,-0.5923362940146063,-1.6366058200391034,-0.42358895298094423,-0.872744330677147,-0.7093336531144889,0.0,0.0,1.0
196910260nyj,-1.5496432225386338,,,-0.8987322648861402,-0.6483140375997365,-0.3759099694546569,-1.4765837349964825,-0.9050589721796252,-1.0619479757765746,-0.6063845743777092,-1.4445809182847233,-0.42517512429323734,-1.410001734326694,-1.6079322431986345,-0.8619393788755949,-1.475981795260439,,,,-0.2723911309923965,-1.6960547268355948,-0.6357306257731414,-0.6729680133934837,-0.11684763102823058,0.0,0.0,1.0
196911020nwe,-0.05260318267942268,,,-0.06004190955804408,0.04952079695684074,0.44413500049675114,0.05747798097523801,0.6888601821970001,0.6721239326968811,0.5120167133930735,0.024127817220991846,0.7540294880162565,-0.21342877869746438,-0.31568164366739476,-0.5530728163024177,-0.2864254432460436,,,,-0.3703335278359302,-0.11160322641620625,0.34921285504777416,0.9475777653174757,-0.2093014938153171,1.0,0.0,0.0
196911090nwe,-1.269933109828097,,,-0.9759800607716228,-0.7271018415012854,-0.8644473983618784,-1.08578636747837,-1.1256254125393605,-1.0379398599551464,-0.574299291531826,-1.2738701631562306,-0.22919000018034666,-0.8957720343868598,-1.1152396148905752,-0.8619393788755949,-0.9308510065510944,,,,-1.6435846868018673,-1.1673713011830646,-1.0334962622585113,-0.3320453849854927,-1.495517028575101,0.0,0.0,1.0
196911160cin,0.1785187883865606,,,0.16557070064717483,0.03451359621368849,0.8861450552223329,-0.13899950849125275,0.9347879205771931,0.5129844221091272,-0.39248268873848835,-0.16236867335167568,1.004363428059613,-0.3584679248343408,0.25289291364686667,-0.23734255233872553,0.13947733058092562,,,,-1.0087728554085937,-0.015847170288180355,0.660690707956953,1.046845500613706,-0.18673059773584047,1.0,0.0,0.0
196911230nwe,-0.10933312103198256,,,-0.7133375547609823,-0.774374523842215,-0.2782024836732122,-0.08755396131797456,0.29137947504001344,0.16342625574912978,0.36900802413713735,-0.16236867335167568,0.7737926938091532,0.17817691587210158,0.3727333521084083,-0.170078278711678,0.39670279654107427,,,,-0.775162101455869,0.14954732843980814,-0.6357306257731414,0.9539060834426105,-0.5179150921327748,1.0,0.0,0.0
196911300mia,0.024755824164976747,,,-0.58974108134421,-0.14693710368078808,-0.03171314454275058,0.18314658673557957,0.32248374467832663,0.25456979363120696,0.9220416266443588,0.06827278411469383,1.2894326994965448,0.45003541458155244,0.4393002678843776,-0.1150438730168211,0.4851969289125635,,,,-0.9579879088971319,0.3664251447732288,-0.10537644379264831,1.3374292348444894,-0.7242493851390381,1.0,0.0,0.0
196912070sdg,-1.4235766928662794,,,-1.0532278566571054,-0.5695262336981874,-0.8644473983618784,-1.0680872113407742,-1.3999885456697636,-1.1483771927337167,0.16366221392348557,-1.1469489404053872,-0.47128927114332936,-0.5793229882700388,-1.010104367845759,-0.7898705142751868,-0.9239177055818182,,,,-0.8437217792463428,-1.1525986059700812,-0.9451038985950957,-0.4927350314962654,-0.7640246705378358,0.0,0.0,1.0
196912140oti,-1.3326633301217927,,,-0.9225008174662888,-0.9271016514052175,-1.2308504700422949,-1.2243299158292724,-1.5762761696721037,-1.369251858290858,-0.18187160133987107,-1.3150017972345156,-0.6202734378897805,-0.6652815032008097,-1.033890622833274,-0.4960512970581389,-0.7970516311151578,,,,-1.0283055271437715,-1.1858629965895264,-1.4108636609754006,-0.48588651225828033,-0.8776137067247871,0.0,0.0,1.0
196909280det,-0.9035522579678165,,,-1.2077234484280706,-1.4361920766152265,-1.2308504700422949,-0.28720044255005367,-0.8512622794089578,-0.7930570785765768,1.0620501336082127,-0.22805297191814985,-0.47128927114332936,0.02390800589015143,-0.9235223996912049,-0.42952619127314684,-0.3354537858144971,,,,0.41320564691233896,-0.35487306446897315,-1.6964389897341274,0.2998557925095733,0.3297956779291026,0.0,0.0,1.0
196910050nyg,-0.4308027716964867,,,1.2642060199073712,1.8728956872498326,-1.5972535417227112,0.3839515581875739,0.7626385037110581,0.0136156130234168,1.0620501336082127,0.4246847450861871,0.08208049105777399,0.2909118885512192,0.6844284374648041,-0.42952619127314684,0.25214347133166454,,,,0.41320564691233896,0.37301791784348565,-0.10537644379264831,0.18259578019090125,0.35714118664077604,1.0,0.0,0.0
196910120nyg,0.0419467145748431,,,-0.38374695898292316,0.1395640014157537,-1.7193878989495168,0.2678450939249462,0.5474517326283892,0.512984422109127,2.0887791846764725,0.4753163918978442,0.8199068406592452,0.30080092124236973,0.4617890907816645,-1.0060771080764108,0.22961024318151668,,,,0.5655604864467247,0.28796300601115665,-1.1660848077536343,1.0555314274521266,1.4418463655371565,1.0,0.0,0.0
196910190was,-1.2108394240441809,,,-0.8987322648861402,-0.01801160638734422,-0.8644473983618784,-1.0900341649513932,-0.8835402950713582,-1.1675836853908597,-0.4780434429941767,-1.0121592860554351,-0.817145372519019,-1.1776094660846537,-0.8245715789431427,-1.078145972676819,-0.946450933731966,,,,-0.04385887169081801,-1.17811507951978,-0.6357306257731414,-0.6317098609109879,0.27510466050575566,0.0,0.0,1.0
196910270dal,-1.3384817853374398,,,-0.8369340281777543,-0.11255697106920313,-0.7911667840257953,-1.3610436437302578,-0.39937006013535337,-0.6086747490680069,-1.0940808736351324,-1.4547072476470546,-1.0246590333444328,-1.5781152900762552,-1.418276503431515,-1.2943525664780429,-1.4045687952768937,,,,-0.7751621014558692,-1.5861100618565418,-0.6357306257731414,-0.9040136672954596,-0.9280977228078766,0.0,0.0,1.0
196911020nyg,-0.9823438390130381,,,-0.6927381425248533,-0.17558721419044224,-1.4751191844959057,-1.2967603086385104,-1.2063204516953616,-1.0619479757765746,-0.6063845743777092,-1.2981596693969581,-0.9324307396442487,-0.9847733286072158,-0.6514076426340341,-0.42952619127314684,-0.5937192469200372,,,,-0.12003629145801077,-1.126634474989686,-1.1660848077536345,-0.7294265378432145,-0.299151022439387,0.0,0.0,1.0
196911090crd,-0.8495237452510931,,,-0.7663074719395988,-0.22060881641989888,-1.8589700214944371,-1.1319053114711906,-0.8973737303552441,-0.7930570785765768,-0.8080634951232601,-1.0010164139771942,-0.7479741522438811,-0.9762970148719438,-0.768028252801393,-0.6766194413316886,-0.6667665249891974,,,,0.8049752342864736,-1.0601253710004963,-1.4691443403139164,-0.48187762294824027,0.6188767700239363,0.0,0.0,1.0
196911160nyg,-1.3053893212984466,,,-0.8214844690006577,-0.7271018415012854,-1.5972535417227112,-1.1686184182023178,-1.06913888513016,-1.0811544684337173,-0.8630668371447742,-1.0983699279239325,-0.851730982656588,-0.9476894560154008,-0.9235223996912049,-0.6457327850743709,-0.8216515162849937,,,,0.41320564691233896,-1.1633423843067965,-1.5638504442390042,-0.6284526383465803,0.206740888726572,0.0,0.0,1.0
196911230cle,-1.0821465083369854,,,-0.9330646186130214,-0.5957888349987038,-1.6379649941316465,-0.8356382940670178,-0.6504212930651334,-0.6650137941956255,-0.9058472142726182,-0.7672115893179585,-0.594260329410241,-1.2484808670379,-1.1049322377293187,-1.006077108076411,-0.8820290122257742,,,,0.41320564691233885,-0.9839809737410776,-1.5196542624072966,-0.28499661461071685,0.2690278807920505,0.0,0.0,1.0
196911300gnb,-0.9886471654966557,,,-1.0223287383029123,-1.0580106178877913,-0.8644473983618784,-0.43757247309506636,-0.3606364413404731,-0.4127685239651511,-0.1700247276736989,-0.5055691333615032,-0.720305664133826,-0.7415031244049096,-1.032368302514073,-0.7754567413551052,-0.8606513342371725,,,,-0.36380403471302797,-0.7212359057509634,-1.2191202259516838,-0.5001180693089224,-0.5507297025867829,0.0,0.0,1.0
196912070nyg,0.5318870912560395,,,0.6462236528235108,1.2282682007826133,-0.9643755088201741,0.6465426747017208,1.1499746916598619,1.1345763662857458,0.43201185227087147,0.8796231539073917,0.35876537215832566,-0.22421681436053792,0.4033181512487185,-0.9012496686576357,0.28192515049514655,,,,1.8675018424678385,0.5544412656657455,-0.008948410705286014,0.6646647197232196,1.6970711135127756,1.0,0.0,0.0
196912140pit,0.9322915803858479,,,-0.17775283662163652,0.2971396092188518,-1.2919176486556974,1.371564470665412,1.3544021241883977,1.617357749894833,1.126220699299979,1.4024228977058912,0.6815644001089693,0.632083516395917,0.4947726976976851,0.07495586092970911,0.5026089688467689,,,,0.337028227145146,1.12687303113634,-0.7683191712682645,1.0685603177097567,0.512099069340259,1.0,0.0,0.0
196912210nyg,0.7619805475111763,,,0.408538127022026,0.818351235029099,-0.7235231400232569,0.9636125364293221,1.4727548482838653,1.4939929701354928,0.8843470286156292,1.1525804575656242,0.7418675152206279,-0.003477007716112044,0.38186727402361414,-0.6956266144131149,0.36614293919187973,,,,1.5734463479818912,0.7984302177530376,-0.06457996825568744,0.9953980878015255,1.4741000424791304,1.0,0.0,0.0
196909210den,-0.9035522579678165,,,-0.58974108134421,0.45471521702194995,1.700374103401036,-1.0433083927481404,-0.5930381541097552,-1.1387739464051456,-2.0181370195965664,-1.1476331518487881,-0.1946043900427777,-0.7474365440195999,-0.4287682959508944,-1.2943525664780429,-0.2522541741831822,,,,-1.415052427500289,-0.7899960871059412,1.485686102148831,0.2737980119943128,-0.9280977228078766,0.0,0.0,1.0
196909280sdg,-0.6199025662050186,,,-0.2807498978022798,0.9274420404312441,-1.2308504700422949,-0.9456090508686124,-1.4968225926569643,-1.3116323803194299,-0.09302004884357935,-1.003948748734626,0.08208049105777399,0.053575103963603404,-0.23086665445477023,0.002886996329301177,-0.38225356735711175,,,,-0.2723911309923965,-0.7953679762742988,-0.3705535347828949,0.19562467044853146,-0.5999516182677951,0.0,0.0,1.0
196910050nwe,1.8699113948239843,,,1.2642060199073712,1.4001688638405383,0.4790305311329815,2.3775845055263494,1.817053682016135,1.7806129374805448,0.292003345307018,2.24331876164544,0.7276785469590612,1.9028242172087764,1.154444836018099,1.588402017538277,1.2072056798494668,,,,-0.19621371122520354,2.126939731312252,1.132116647495169,1.6114307451110164,-0.3629572094332916,1.0,0.0,0.0
196910120cin,1.9565821339737284,,,0.6462236528235108,0.691078628726597,0.784366424199995,1.579706546843537,1.9246470675574696,1.9150583860805444,-0.4780434429941767,1.3688965369792532,1.1196487951848426,0.9287544971304367,1.055494015270037,0.8677133715341973,0.6993413838499822,,,,-1.3007862978494997,1.3601025525292,0.9553319201683379,2.3323626726998885,-1.0511525120104073,1.0,0.0,0.0
196910200nyj,1.7060249062499238,,,0.2754342325731946,0.2656244876582323,0.08820058800720382,1.6667863950405075,1.1628858979248222,1.6500087874119753,0.6000220606274959,1.5027282953084444,0.35876537215832593,1.2936598034338964,1.1742350001677113,0.7812307340137075,1.4158980390246818,,,,-0.5923362940146064,1.7852875802047068,0.21283606539564737,1.2431474471620014,-0.7202718565991583,1.0,0.0,0.0
196910260nyj,1.8226364461968518,,,0.5432265916428671,0.45471521702194995,0.601164888359787,1.9754596780801763,1.1176966759974618,1.3196571137091209,0.5486856080740831,1.8505813931333968,0.12819463790786578,1.6259313018565582,1.7811333674224925,0.8677133715341973,1.62667038849068,,,,-0.2723911309923965,2.089336507133748,0.6901548291780913,0.8036395491379421,-0.3903027181449653,1.0,0.0,0.0
