p:completions,p:first downs,p:interceptions,p:passes,p:passing yards ,p:penalties ,p:penalty yards ,p:plays ,p:punts ,p:rushes,p:rushing yards,p:sack yards,p:time of possession,p:turnovers
0.33356643357949084,0.15227839627556058,-0.000947996119357174,0.3970463732175818,0.3909109626862188,0.2901359866120419,0.11496398362338042,-0.2658083868471152,-0.27446022669142395,-0.6970795288285031,-0.3603978677690899,0.6175127560776319,-0.05731058416003775,0.6389563830892685
0.7112631680653749,0.5904700398068489,-0.000947996119357174,0.4431517654275504,0.5163570991343176,-0.7787418689112422,-0.7147462177939208,-0.18430087109090448,-0.6152461139794344,-0.7632700439928712,-0.15227879869566352,-0.07886894204311826,-0.2135144145902529,-0.0007743611788172532
1.2568251178783192,0.2553823124005695,-0.000947996119357174,0.4585202294975389,1.0599570237427447,1.4561845562738067,1.8483712833996533,-0.1679993679396635,-0.6834032914370369,-0.4985079833353957,-2.68092548793779,-1.3279345275612895,-1.6643982690251309,1.0654435459346592
-0.8499759072053195,-0.6164522724800238,0.3296416408008197,-0.4065208915007566,-1.1980261298583068,-0.04960426760007161,0.14286450463394734,0.7016139067828371,0.13849208378698988,1.027280730196198,0.5179487695207612,-0.21972205628719613,0.756087810270653,0.669531749543258
0.9570658047942844,-1.0334166391620463,0.2062418224112607,0.787844459568739,-0.4587223936966916,-0.001376155803399207,0.27048746086811604,-0.4707415693198712,1.5560468250270354,-1.4913657108009304,-1.1534801774167522,-0.9489512904887722,-0.8872265018600233,-0.7623585805455861
0.10275176250478424,1.6086212115413159,1.0867985511663862,0.18957210827272566,1.3655309458599083,-0.4872297264958012,-0.13342059896651215,1.5029047050626323,-0.5130103477930313,1.6940528314843268,0.4928903154319572,-1.5490080825202577,0.8071968221864952,1.0654435459346592
0.907105919280278,0.3842622075568311,0.2407734588330304,1.4574703940468454,0.9902647257160238,-1.6208880581114058,-1.9214372750568751,0.5655682738662213,-1.4785703617757295,-0.774301796520266,-1.068002702618738,0.6433046708228449,0.2795804357019925,0.3546316078590083
-1.0028989346013293,-0.9739336106283876,-0.000947996119357174,-0.7000255234708865,-0.7771979331155044,0.03599719578832389,0.4621332692727563,-0.5943463734336835,0.3127400714048413,0.4307050180105537,0.7630448762484232,-1.3279345275612895,-0.16940670168121413,-0.16480788535012122
0.6180732874977797,0.4505974477107893,0.4096230045718303,0.4997664749794956,0.03449871660691587,-0.5729685919121076,-0.4429298605948752,0.3438198854118289,-0.3075365039870239,-0.2350843338301401,-0.343985536770468,0.944571574149282,0.4063718308845488,0.07370409556807997
-0.08609660473815753,-1.0076406601307941,-0.4360466150336543,0.38167790914759225,0.3040636374529196,-0.535815083565042,-0.503355083674863,-0.13539636163717925,0.8842117900878139,-0.4985079833353957,-1.159054795338362,0.042721513184314296,-0.4397406517650457,0.42571280166657344
0.04446522940511061,0.08354245219222038,-0.645538542659057,0.01454237858673568,0.35409913347210425,0.2685424945812685,0.3862492724095044,0.7195269147390636,0.1496288774892124,0.6598260320410615,0.33101992837484795,0.5511906895899414,1.5619643727414083,-0.1192430175247589
-1.628358270555518,-0.5178970585370001,2.537127280880711,-1.0783261775013933,-2.0239271639396805,0.3630140222159024,0.6196603163326307,-0.004984336427244421,0.6797402577150073,0.8666713919297147,0.7400317099566506,1.04860618824762,-0.8968449643249381,2.3982159298265047
0.17269560222439292,-0.5178970585370001,-0.7261123609765195,-0.2842888672186109,0.06550154036145021,0.5654530100044033,0.6945280096664636,-1.580796307713962,-0.2290221083863553,-1.21557189761606,-0.8382045638501633,-0.2409895490130285,-0.997634792214862,-0.0007743611788172532
0.7799353016082635,0.4194112698721753,0.6582923355689723,0.7938321728427601,0.16809055249169355,-0.3105557007894729,-0.2271053061329128,0.8249103694541611,0.12209062397098915,0.02800747819935784,0.40302071742297774,-0.1723227630030456,-0.37790904148645743,0.9685146452879796
1.4666566370371437,0.7709018930256158,1.4493807335949669,2.149051277196364,1.6228563539585719,-0.001376155803399207,-0.001301140142101107,2.114211073234204,-2.046546840589081,0.494349744130139,-0.3916157281301035,-0.3331035302459319,0.8182143337372157,1.0654435459346592
0.3650411614533149,0.3842622075568311,-0.1822390873336477,0.38167790914759225,0.4930369840253761,0.545209111225553,1.0622605033944077,0.647075789622432,0.08336495496098796,0.01860541638623697,-0.35909712358738066,1.0071548966928134,0.14553404516822674,-0.5338833147355555
1.4666566370371437,0.6420219978693542,-0.7261123609765195,1.1501011126470584,0.7302588446163317,0.2415506295428018,0.6064483704501897,0.3210457265975938,0.6797402577150073,-0.8294605591572406,0.6489796172370267,1.3802165206860726,-0.5528537703524432,-0.0007743611788172532
-0.0965881806960989,0.17805437530681234,0.07156844036635912,0.17420364420273626,-0.06021264338675164,-1.6289856176229458,-1.6660063213296803,0.97310585264727,0.6456616689862064,0.7260165472054303,0.018118689108203998,-1.974574675816272,0.2301240505187589,-0.2673288379571864
2.0961511945136166,1.5441812639631851,1.4493807335949669,1.5343127143967914,0.5613890455515835,1.9420381269662088,1.7955234998698892,0.15803069508517467,-4.091262164317148,-0.994936847068163,-0.2615413099592122,-1.3279345275612895,0.2795804357019925,3.1978793601616124
-0.6841164343408077,-0.4212371371698039,-0.7261123609765195,-0.7901674761890934,-0.027644896424264383,-0.3657663338227007,-0.2523281119084821,-0.6977982203550255,-0.17222446050502008,0.1427126323194288,-0.15422991496822694,-0.3192864330609964,-0.7254614513137306,-1.0669922682922937
-1.3922978115018405,-2.2255556693574663,0.5429252775235146,-1.308853138551233,-2.0379996471950763,0.8488675929083044,0.2431198586830593,-1.2072201938313352,1.8724908632230457,-0.14687087152468548,-0.02090363634306338,1.1176916741722978,-0.11154122434858428,1.198720784323844
0.4497808134213017,0.3148653409342285,-0.2240754929984841,0.31665748423609896,0.3721064136328547,0.2976106569303865,0.6003505492736783,0.28342687317165044,-0.42126030121549,0.04883666129303993,0.4848857358522097,1.2824339867619134,0.4935273266698301,-0.6569084578640336
