,attendance,away_first_downs,away_fourth_down_attempts,away_fourth_down_conversions,away_fumbles,away_fumbles_lost,away_interceptions,away_net_pass_yards,away_pass_attempts,away_pass_completions,away_pass_touchdowns,away_pass_yards,away_penalties,away_points,away_rush_attempts,away_rush_touchdowns,away_rush_yards,away_third_down_attempts,away_third_down_conversions,away_time_of_possession,away_times_sacked,away_total_yards,away_turnovers,away_yards_from_penalties,away_yards_lost_from_sacks,date,duration,home_first_downs,home_fourth_down_attempts,home_fourth_down_conversions,home_fumbles,home_fumbles_lost,home_interceptions,home_net_pass_yards,home_pass_attempts,home_pass_completions,home_pass_touchdowns,home_pass_yards,home_penalties,home_points,home_rush_attempts,home_rush_touchdowns,home_rush_yards,home_third_down_attempts,home_third_down_conversions,home_time_of_possession,home_times_sacked,home_total_yards,home_turnovers,home_yards_from_penalties,home_yards_lost_from_sacks,losing_abbr,losing_name,stadium,time,winner,winning_abbr,winning_name
197610180nwe,,20,,,3,1,1,193,46,25,1,222,4,7,25,0,116,,,,4,309,2,30,29,"Monday Oct 18, 1976",,29,,,1,0,1,145,25,14,1,182,10,41,47,4,330,,,,3,475,1,76,37,NYJ,New York Jets,Schaefer Stadium,9:00pm,Home,NWE,New England Patriots
197610230sfo,,7,,,4,1,2,-39,29,8,0,46,10,0,28,0,83,,,,8,44,3,83,85,"Saturday Oct 23, 1976",,14,,,4,3,1,76,20,11,0,107,9,15,47,1,169,,,,4,245,4,88,31,ATL,Atlanta Falcons,Candlestick Park,10:00pm,Home,SFO,San Francisco 49ers
197610240nyj,,18,,,0,0,1,281,27,16,2,297,6,20,42,0,136,,,,1,417,1,42,16,"Sunday Oct 24, 1976",,15,,,2,0,2,154,37,17,0,206,2,0,19,0,123,,,,6,277,2,18,52,NYJ,New York Jets,Shea Stadium,1:00pm,Away,CLT,Baltimore Colts
197610240nyg,,18,,,1,0,0,101,19,12,0,120,15,27,47,3,230,,,,3,331,0,120,19,"Sunday Oct 24, 1976",,10,,,2,1,1,63,26,11,0,97,6,0,29,0,88,,,,5,151,2,41,34,NYG,New York Giants,Giants Stadium,1:00pm,Away,PIT,Pittsburgh Steelers
197610240cle,,19,,,0,0,1,232,36,24,2,246,9,17,27,0,78,,,,2,310,1,50,14,"Sunday Oct 24, 1976",,22,,,1,0,2,237,28,23,2,246,8,21,34,1,137,,,,1,374,2,78,9,SDG,San Diego Chargers,Cleveland Municipal Stadium,1:00pm,Home,CLE,Cleveland Browns
197610240buf,,18,,,5,3,1,93,21,8,1,122,8,26,41,2,184,,,,3,277,4,57,29,"Sunday Oct 24, 1976",,21,,,6,4,1,100,29,11,1,100,6,22,42,2,209,,,,0,309,5,68,0,BUF,Buffalo Bills,Rich Stadium,1:00pm,Away,NWE,New England Patriots
197610240phi,,27,,,2,1,1,249,33,23,2,249,8,31,43,2,242,,,,0,491,2,60,0,"Sunday Oct 24, 1976",,17,,,0,0,0,121,25,11,1,142,6,12,31,0,161,,,,3,282,0,45,21,PHI,Philadelphia Eagles,Veterans Stadium,1:00pm,Away,MIN,Minnesota Vikings
197610240nor,,14,,,4,3,2,57,15,5,1,92,6,16,42,1,122,,,,5,179,5,59,35,"Sunday Oct 24, 1976",,20,,,7,5,0,214,40,24,1,292,8,10,31,0,114,,,,9,328,5,103,78,NOR,New Orleans Saints,Louisiana Superdome,2:00pm,Away,RAM,Los Angeles Rams
197610240kan,,24,,,3,3,2,203,25,16,2,203,6,35,38,2,192,,,,0,395,5,64,0,"Sunday Oct 24, 1976",,29,,,2,1,1,298,39,25,1,334,4,26,42,2,169,,,,3,467,2,35,36,KAN,Kansas City Chiefs,Arrowhead Stadium,2:00pm,Away,DEN,Denver Broncos
197610240dal,,8,,,1,0,0,17,16,6,0,54,8,21,28,2,93,,,,4,110,0,83,37,"Sunday Oct 24, 1976",,29,,,1,1,2,288,31,19,3,307,9,31,55,1,241,,,,2,529,3,86,19,CHI,Chicago Bears,Texas Stadium,2:00pm,Home,DAL,Dallas Cowboys
197610240oti,,18,,,3,1,0,166,24,16,2,187,9,27,40,0,162,,,,3,328,1,84,21,"Sunday Oct 24, 1976",,12,,,1,1,3,148,42,23,0,198,7,7,9,0,28,,,,6,176,4,50,50,OTI,Houston Oilers,Houston Astrodome,4:00pm,Away,CIN,Cincinnati Bengals
197610240tam,,19,,,0,0,1,90,15,8,0,132,2,23,42,2,200,,,,6,290,1,20,42,"Sunday Oct 24, 1976",,20,,,1,0,1,191,28,19,3,203,8,20,30,0,143,,,,1,334,1,58,12,TAM,Tampa Bay Buccaneers,Tampa Stadium,4:00pm,Away,MIA,Miami Dolphins
197610240sea,,22,,,4,1,0,217,31,19,3,235,5,41,38,0,152,,,,2,369,1,55,18,"Sunday Oct 24, 1976",,20,,,3,2,6,242,38,18,0,249,5,14,30,2,97,,,,2,339,8,30,7,SEA,Seattle Seahawks,Seattle Kingdome,4:00pm,Away,DET,Detroit Lions
197610240rai,,21,,,3,2,2,264,34,22,1,303,13,14,30,1,108,,,,4,372,4,151,39,"Sunday Oct 24, 1976",,15,,,3,1,1,161,21,13,3,220,13,18,33,0,115,,,,5,276,2,119,59,GNB,Green Bay Packers,Oakland-Alameda County Coliseum,4:00pm,Home,RAI,Oakland Raiders
197610250was,,15,,,9,8,2,206,31,17,1,215,3,10,32,0,100,,,,1,306,10,40,9,"Monday Oct 25, 1976",,15,,,4,2,1,23,18,9,0,85,1,20,39,1,117,,,,8,140,3,15,62,CRD,St. Louis Cardinals,Robert F. Kennedy Memorial Stadium,9:00pm,Home,WAS,Washington Redskins
197610310pit,,7,,,5,4,1,90,28,10,0,122,1,0,26,0,44,,,,5,134,5,5,32,"Sunday Oct 31, 1976",,20,,,5,2,1,106,25,11,1,124,6,23,52,2,255,,,,2,361,3,49,18,SDG,San Diego Chargers,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197610310nyg,,14,,,2,0,0,95,23,13,1,113,7,10,39,0,150,,,,2,245,0,44,18,"Sunday Oct 31, 1976",,14,,,1,0,0,177,28,17,0,215,6,0,30,0,114,,,,6,291,0,50,38,NYG,New York Giants,Giants Stadium,1:00pm,Away,PHI,Philadelphia Eagles
197610310mia,,11,,,1,0,1,96,31,10,0,112,11,3,27,0,130,,,,1,226,1,80,16,"Sunday Oct 31, 1976",,18,,,0,0,0,100,22,12,1,132,5,10,37,0,157,,,,3,257,0,33,32,NWE,New England Patriots,Orange Bowl,1:00pm,Home,MIA,Miami Dolphins
197610310det,,11,,,4,3,2,76,26,11,0,102,9,6,25,0,87,,,,4,163,5,69,26,"Sunday Oct 31, 1976",,21,,,3,2,1,187,20,12,2,211,8,27,43,1,222,,,,4,409,3,68,24,GNB,Green Bay Packers,Pontiac Silverdome,1:00pm,Home,DET,Detroit Lions
197610310cin,,19,,,4,1,1,137,27,12,0,171,7,6,31,0,182,,,,3,319,2,52,34,"Sunday Oct 31, 1976",,24,,,2,1,2,182,24,15,1,182,6,21,41,2,203,,,,0,385,3,52,0,CLE,Cleveland Browns,Riverfront Stadium,1:00pm,Home,CIN,Cincinnati Bengals
197610310chi,,23,,,1,0,2,248,46,24,0,272,5,13,38,1,106,,,,3,354,2,47,24,"Sunday Oct 31, 1976",,7,,,4,1,0,38,13,4,0,59,8,14,33,2,135,,,,2,173,1,66,21,MIN,Minnesota Vikings,Soldier Field,1:00pm,Home,CHI,Chicago Bears
197610310buf,,16,,,5,2,2,79,20,6,1,87,4,19,33,0,155,,,,1,234,4,35,8,"Sunday Oct 31, 1976",,17,,,3,2,3,87,30,10,2,116,7,14,48,0,224,,,,3,311,5,68,29,BUF,Buffalo Bills,Rich Stadium,1:00pm,Away,NYJ,New York Jets
197610310tam,,22,,,3,1,2,182,30,17,2,183,10,28,43,1,136,,,,1,318,3,85,1,"Sunday Oct 31, 1976",,16,,,2,1,0,182,36,20,2,212,7,19,21,1,14,,,,4,196,1,49,30,TAM,Tampa Bay Buccaneers,Tampa Stadium,1:00pm,Away,KAN,Kansas City Chiefs
197610310atl,,18,,,2,0,2,115,21,12,1,127,9,20,42,2,138,,,,2,253,2,61,12,"Sunday Oct 31, 1976",,18,,,2,2,1,150,21,14,2,162,6,23,38,1,105,,,,1,255,3,64,12,NOR,New Orleans Saints,Atlanta-Fulton County Stadium,1:00pm,Home,ATL,Atlanta Falcons
197610310crd,,23,,,3,1,1,117,17,8,0,125,5,20,54,3,265,,,,1,382,2,35,8,"Sunday Oct 31, 1976",,17,,,2,0,1,225,31,16,3,271,5,23,34,0,148,,,,4,373,1,35,46,SFO,San Francisco 49ers,Civic Center Busch Memorial Stadium,2:00pm,Home,CRD,St. Louis Cardinals
197610310was,,18,,,2,0,0,118,25,13,0,152,5,20,49,2,135,,,,4,253,0,35,34,"Sunday Oct 31, 1976",,10,,,3,1,2,58,24,12,1,110,2,7,23,0,88,,,,7,146,3,15,52,WAS,Washington Redskins,Robert F. Kennedy Memorial Stadium,4:00pm,Away,DAL,Dallas Cowboys
197610310ram,,9,,,1,0,2,144,32,13,0,186,5,6,19,0,50,,,,5,194,2,50,42,"Sunday Oct 31, 1976",,25,,,2,1,0,223,28,16,3,234,3,45,46,2,206,,,,1,429,1,31,11,SEA,Seattle Seahawks,Los Angeles Memorial Coliseum,4:00pm,Home,RAM,Los Angeles Rams
197610310rai,,16,,,2,1,1,134,30,13,0,196,7,6,29,0,131,,,,10,265,2,55,62,"Sunday Oct 31, 1976",,20,,,0,0,2,222,27,16,1,245,4,19,45,1,160,,,,2,382,2,35,23,DEN,Denver Broncos,Oakland-Alameda County Coliseum,4:00pm,Home,RAI,Oakland Raiders
197611010clt,,12,,,3,2,1,107,31,11,1,170,4,14,14,1,83,,,,6,190,3,32,63,"Monday Nov 1, 1976",,25,,,3,1,0,190,30,19,0,197,8,38,53,5,268,,,,1,458,1,114,7,OTI,Houston Oilers,Memorial Stadium (Baltimore),9:00pm,Home,CLT,Baltimore Colts
197611070nyj,,18,,,0,0,0,181,21,16,2,181,3,27,42,1,142,,,,0,323,0,31,0,"Sunday Nov 7, 1976",,16,,,4,3,1,154,24,12,0,183,5,7,28,1,116,,,,2,270,4,43,29,NYJ,New York Jets,Shea Stadium,1:00pm,Away,MIA,Miami Dolphins
197611070nwe,,20,,,5,4,4,224,34,15,0,241,5,10,42,1,149,,,,3,373,8,45,17,"Sunday Nov 7, 1976",,16,,,4,3,2,126,18,8,0,137,6,20,39,1,172,,,,2,298,5,60,11,BUF,Buffalo Bills,Schaefer Stadium,1:00pm,Home,NWE,New England Patriots
197611070phi,,20,,,5,2,0,132,25,14,0,139,6,17,47,2,185,,,,1,317,2,51,7,"Sunday Nov 7, 1976",,14,,,4,3,1,143,28,15,1,169,2,14,32,1,127,,,,3,270,4,57,26,PHI,Philadelphia Eagles,Veterans Stadium,1:00pm,Away,CRD,St. Louis Cardinals
197611070oti,,13,,,2,1,0,62,19,9,2,68,5,21,44,0,200,,,,1,262,1,40,6,"Sunday Nov 7, 1976",,11,,,4,2,1,63,21,13,1,102,4,7,31,0,125,,,,4,188,3,30,39,OTI,Houston Oilers,Houston Astrodome,2:00pm,Away,CLE,Cleveland Browns
197611070kan,,26,,,3,0,1,121,17,8,1,152,10,45,54,5,330,,,,2,451,1,62,31,"Sunday Nov 7, 1976",,14,,,4,2,4,223,35,15,0,244,5,0,22,0,34,,,,2,257,6,31,21,KAN,Kansas City Chiefs,Arrowhead Stadium,2:00pm,Away,PIT,Pittsburgh Steelers
197611070gnb,,21,,,1,1,2,161,35,15,0,173,8,27,33,2,136,,,,2,297,3,56,12,"Sunday Nov 7, 1976",,19,,,3,2,1,123,25,10,1,138,5,32,47,2,175,,,,2,298,3,35,15,NOR,New Orleans Saints,Milwaukee County Stadium,2:00pm,Home,GNB,Green Bay Packers
197611070dal,,18,,,3,2,1,83,16,9,0,96,3,3,53,0,186,,,,4,269,3,35,13,"Sunday Nov 7, 1976",,12,,,0,0,1,161,25,13,0,161,4,9,30,0,96,,,,0,257,1,25,0,NYG,New York Giants,Texas Stadium,2:00pm,Home,DAL,Dallas Cowboys
197611070chi,,13,,,2,2,0,204,17,11,3,234,5,28,27,1,118,,,,3,322,2,55,30,"Sunday Nov 7, 1976",,20,,,1,1,1,184,18,10,1,204,6,27,55,3,181,,,,2,365,2,51,20,CHI,Chicago Bears,Soldier Field,2:00pm,Away,RAI,Oakland Raiders
197611070min,,26,,,1,1,0,191,27,19,1,213,7,23,39,2,208,,,,4,399,1,56,22,"Sunday Nov 7, 1976",,19,,,5,3,1,347,25,17,2,347,4,31,34,2,83,,,,0,430,4,36,0,DET,Detroit Lions,Metropolitan Stadium,4:00pm,Home,MIN,Minnesota Vikings
197611070den,,17,,,3,2,2,122,37,16,0,131,9,13,33,1,112,,,,2,234,4,75,9,"Sunday Nov 7, 1976",,18,,,2,1,2,222,21,10,2,228,15,48,40,1,193,,,,1,415,3,160,6,TAM,Tampa Bay Buccaneers,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
197611070sfo,,23,,,0,0,2,283,32,20,3,302,10,24,35,0,120,,,,2,403,2,132,19,"Sunday Nov 7, 1976",,19,,,3,0,2,112,21,8,1,138,7,21,41,2,273,,,,3,385,2,64,26,SFO,San Francisco 49ers,Candlestick Park,4:00pm,Away,WAS,Washington Redskins
197611070sea,,12,,,3,2,4,90,32,10,1,108,5,13,33,0,148,,,,2,238,6,25,18,"Sunday Nov 7, 1976",,19,,,5,4,0,153,28,15,2,180,6,30,39,1,196,,,,3,349,4,39,27,ATL,Atlanta Falcons,Seattle Kingdome,4:00pm,Home,SEA,Seattle Seahawks
197611070sdg,,26,,,1,0,1,300,26,19,3,300,12,37,39,2,181,,,,0,481,1,110,0,"Sunday Nov 7, 1976",,23,,,1,1,0,230,36,22,2,261,6,21,21,1,63,,,,5,293,1,50,31,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,CLT,Baltimore Colts
197611080cin,,21,,,4,3,1,160,28,16,1,193,4,12,41,0,182,,,,2,342,4,57,33,"Monday Nov 8, 1976",,15,,,1,1,1,132,26,11,2,132,6,20,31,1,167,,,,0,299,2,55,0,RAM,Los Angeles Rams,Riverfront Stadium,9:00pm,Home,CIN,Cincinnati Bengals
197611140nyj,,18,,,4,4,2,171,40,18,0,202,6,0,28,0,106,,,,4,277,6,53,31,"Sunday Nov 14, 1976",,24,,,4,1,0,133,22,10,1,144,3,34,47,2,211,,,,1,344,1,20,11,TAM,Tampa Bay Buccaneers,Shea Stadium,1:00pm,Home,NYJ,New York Jets
197611140nyg,,20,,,4,3,1,141,30,12,0,153,6,9,36,0,174,,,,2,315,4,45,12,"Sunday Nov 14, 1976",,10,,,2,1,2,24,14,3,0,26,5,12,49,0,144,,,,2,168,3,33,2,WAS,Washington Redskins,Giants Stadium,1:00pm,Home,NYG,New York Giants
197611140cle,,12,,,1,0,4,21,24,14,0,73,4,3,26,0,143,,,,6,164,4,28,52,"Sunday Nov 14, 1976",,18,,,2,0,0,205,25,17,2,205,10,24,37,0,131,,,,0,336,0,71,0,PHI,Philadelphia Eagles,Cleveland Municipal Stadium,1:00pm,Home,CLE,Cleveland Browns
197611140cin,,20,,,1,1,2,111,25,12,2,125,13,27,48,1,141,,,,2,252,3,77,14,"Sunday Nov 14, 1976",,15,,,4,3,0,215,30,14,3,253,11,31,28,1,85,,,,5,300,3,83,38,OTI,Houston Oilers,Riverfront Stadium,1:00pm,Home,CIN,Cincinnati Bengals
197611140atl,,21,,,3,2,2,143,31,14,2,175,5,16,32,0,159,,,,3,302,4,30,32,"Sunday Nov 14, 1976",,15,,,3,0,0,90,15,7,2,97,11,21,52,1,199,,,,1,289,0,90,7,SFO,San Francisco 49ers,Atlanta-Fulton County Stadium,1:00pm,Home,ATL,Atlanta Falcons
197611140nor,,26,,,5,3,0,284,38,27,2,310,6,16,39,0,171,,,,3,455,3,72,26,"Sunday Nov 14, 1976",,6,,,0,0,0,104,19,8,1,132,3,17,24,0,79,,,,3,183,0,14,28,DET,Detroit Lions,Louisiana Superdome,2:00pm,Home,NOR,New Orleans Saints
197611140min,,15,,,1,1,3,278,29,17,2,278,3,21,23,1,108,,,,0,386,4,29,0,"Sunday Nov 14, 1976",,29,,,1,0,0,244,31,26,2,274,6,27,43,1,180,,,,2,424,0,46,30,SEA,Seattle Seahawks,Metropolitan Stadium,2:00pm,Home,MIN,Minnesota Vikings
197611140clt,,19,,,2,2,0,121,17,12,1,137,3,21,51,2,205,,,,1,326,2,24,16,"Sunday Nov 14, 1976",,13,,,1,1,2,95,25,10,1,139,7,14,29,1,107,,,,5,202,3,58,44,CLT,Baltimore Colts,Memorial Stadium (Baltimore),2:00pm,Away,NWE,New England Patriots
197611140chi,,16,,,5,3,1,179,28,15,1,205,6,13,33,0,82,,,,3,261,4,54,26,"Sunday Nov 14, 1976",,16,,,0,0,2,47,19,9,1,79,12,24,45,2,202,,,,3,249,2,96,32,GNB,Green Bay Packers,Soldier Field,2:00pm,Home,CHI,Chicago Bears
197611140sdg,,13,,,3,1,1,194,34,19,1,224,7,17,33,0,61,,,,4,255,2,75,30,"Sunday Nov 14, 1976",,8,,,1,1,5,95,29,13,0,130,5,0,22,0,33,,,,6,128,6,27,35,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,DEN,Denver Broncos
197611140ram,,23,,,1,0,2,324,33,20,1,324,6,30,36,2,93,,,,0,417,2,57,0,"Sunday Nov 14, 1976",,15,,,0,0,1,161,17,10,1,172,5,28,32,2,122,,,,1,283,1,40,11,RAM,Los Angeles Rams,Los Angeles Memorial Coliseum,4:00pm,Away,CRD,St. Louis Cardinals
197611140rai,,17,,,3,1,0,174,29,16,1,217,7,10,34,0,115,,,,5,289,1,57,43,"Sunday Nov 14, 1976",,20,,,0,0,4,128,18,10,2,138,3,21,40,1,211,,,,1,339,4,25,10,KAN,Kansas City Chiefs,Oakland-Alameda County Coliseum,4:00pm,Home,RAI,Oakland Raiders
197611140pit,,14,,,0,0,0,108,21,9,0,144,5,3,32,0,116,,,,5,224,0,33,36,"Sunday Nov 14, 1976",,19,,,1,0,0,96,8,4,0,102,4,14,48,2,258,,,,1,354,0,28,6,MIA,Miami Dolphins,Three Rivers Stadium,4:00pm,Home,PIT,Pittsburgh Steelers
197611150dal,,19,,,4,0,1,103,28,10,1,132,4,10,42,0,147,,,,5,250,1,21,29,"Monday Nov 15, 1976",,14,,,3,1,0,165,34,15,1,202,7,17,26,1,63,,,,3,228,1,65,37,BUF,Buffalo Bills,Texas Stadium,9:00pm,Home,DAL,Dallas Cowboys
197611210phi,,23,,,2,2,0,133,18,14,1,133,4,26,47,2,250,,,,0,383,2,49,0,"Sunday Nov 21, 1976",,14,,,5,0,1,110,25,12,1,146,4,7,33,0,97,,,,4,207,1,32,36,PHI,Philadelphia Eagles,Veterans Stadium,1:00pm,Away,RAI,Oakland Raiders
197611210nyj,,13,,,3,2,1,83,22,10,3,83,7,38,41,0,154,,,,0,237,3,89,0,"Sunday Nov 21, 1976",,20,,,4,3,7,184,42,18,2,214,5,24,30,0,103,,,,3,287,10,49,30,NYJ,New York Jets,Shea Stadium,1:00pm,Away,NWE,New England Patriots
197611210tam,,21,,,0,0,0,133,23,12,1,142,10,24,41,1,149,,,,1,282,0,70,9,"Sunday Nov 21, 1976",,18,,,1,1,1,125,32,18,1,157,7,7,28,0,102,,,,3,227,2,57,32,TAM,Tampa Bay Buccaneers,Tampa Stadium,1:00pm,Away,CLE,Cleveland Browns
197611210buf,,20,,,1,1,3,198,29,19,2,200,8,34,35,2,184,,,,1,382,4,65,2,"Sunday Nov 21, 1976",,14,,,1,0,3,71,30,8,0,83,4,13,38,0,148,,,,2,219,3,81,12,BUF,Buffalo Bills,Rich Stadium,1:00pm,Away,SDG,San Diego Chargers
197611210atl,,15,,,1,1,3,125,28,13,0,157,8,10,36,1,182,,,,4,307,4,70,32,"Sunday Nov 21, 1976",,13,,,1,1,1,89,20,8,0,99,4,17,43,2,141,,,,1,230,2,39,10,DAL,Dallas Cowboys,Atlanta-Fulton County Stadium,1:00pm,Home,ATL,Atlanta Falcons
197611210pit,,12,,,3,2,2,124,23,9,2,134,10,16,33,0,101,,,,1,225,4,77,10,"Sunday Nov 21, 1976",,17,,,3,1,1,105,13,8,0,132,10,32,48,3,143,,,,2,248,2,84,27,OTI,Houston Oilers,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197611210kan,,21,,,7,5,1,104,17,9,0,123,2,27,41,4,269,,,,2,373,6,10,19,"Sunday Nov 21, 1976",,16,,,3,0,0,125,25,12,1,179,5,24,39,2,126,,,,6,251,0,50,54,KAN,Kansas City Chiefs,Arrowhead Stadium,2:00pm,Away,CIN,Cincinnati Bengals
197611210gnb,,17,,,4,2,0,151,43,23,2,180,2,17,30,0,100,,,,3,251,2,25,29,"Sunday Nov 21, 1976",,13,,,0,0,4,82,27,12,0,100,4,10,38,1,146,,,,4,228,4,25,18,GNB,Green Bay Packers,Milwaukee County Stadium,2:00pm,Away,MIN,Minnesota Vikings
197611210det,,11,,,1,0,1,110,29,8,1,133,11,10,29,0,111,,,,3,221,1,79,23,"Sunday Nov 21, 1976",,23,,,2,2,2,146,26,15,2,187,4,14,41,0,203,,,,6,349,4,32,41,CHI,Chicago Bears,Pontiac Silverdome,2:00pm,Home,DET,Detroit Lions
197611210den,,13,,,2,1,2,122,24,11,0,137,7,13,38,1,121,,,,2,243,3,55,15,"Sunday Nov 21, 1976",,15,,,4,1,0,103,16,10,2,128,9,14,44,0,136,,,,4,239,1,93,25,NYG,New York Giants,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
197611210crd,,20,,,3,2,1,110,20,9,0,110,6,16,56,1,247,,,,0,357,3,76,0,"Sunday Nov 21, 1976",,16,,,5,3,1,155,31,9,1,181,3,10,31,0,152,,,,4,307,4,18,26,CRD,St. Louis Cardinals,Civic Center Busch Memorial Stadium,4:00pm,Away,WAS,Washington Redskins
197611210sfo,,8,,,4,2,0,26,8,3,1,61,2,23,47,1,120,,,,5,146,2,20,35,"Sunday Nov 21, 1976",,7,,,3,2,4,18,28,9,0,65,3,3,29,0,70,,,,4,88,6,25,47,SFO,San Francisco 49ers,Candlestick Park,4:00pm,Away,RAM,Los Angeles Rams
197611210sea,,28,,,1,0,2,141,24,14,0,149,7,51,52,4,258,,,,1,399,2,58,8,"Sunday Nov 21, 1976",,18,,,2,2,3,164,34,17,1,172,4,27,24,3,105,,,,1,269,5,35,8,SEA,Seattle Seahawks,Seattle Kingdome,4:00pm,Away,NOR,New Orleans Saints
197611220mia,,20,,,2,2,0,177,20,13,1,234,6,17,44,1,163,,,,5,340,2,36,57,"Monday Nov 22, 1976",,16,,,0,0,2,251,28,17,1,286,9,16,26,1,87,,,,3,338,2,75,35,MIA,Miami Dolphins,Orange Bowl,9:00pm,Away,CLT,Baltimore Colts
197611250det,,19,,,4,2,1,15,21,4,0,29,8,14,41,2,307,,,,2,322,3,75,14,"Thursday Nov 25, 1976",,17,,,3,2,1,111,20,8,2,143,6,27,41,1,193,,,,4,304,3,48,32,BUF,Buffalo Bills,Pontiac Silverdome,12:30pm,Home,DET,Detroit Lions
197611250dal,,24,,,3,0,2,249,46,20,1,259,5,14,31,1,128,,,,1,377,2,59,10,"Thursday Nov 25, 1976",,16,,,1,1,2,126,22,11,1,126,9,19,41,1,169,,,,0,295,3,56,0,CRD,St. Louis Cardinals,Texas Stadium,3:30pm,Home,DAL,Dallas Cowboys
197611280nyg,,15,,,1,0,3,116,32,14,0,137,9,16,35,2,128,,,,3,244,3,60,21,"Sunday Nov 28, 1976",,20,,,2,2,2,115,21,15,2,169,6,28,45,2,164,,,,5,279,4,57,54,SEA,Seattle Seahawks,Giants Stadium,1:00pm,Home,NYG,New York Giants
197611280nwe,,12,,,0,0,3,145,34,15,1,204,6,14,13,1,44,,,,9,189,3,52,59,"Sunday Nov 28, 1976",,25,,,1,1,1,82,14,8,1,84,3,38,62,3,332,,,,1,414,2,25,2,DEN,Denver Broncos,Schaefer Stadium,1:00pm,Home,NWE,New England Patriots
197611280cle,,23,,,3,0,0,190,33,22,2,209,8,13,33,0,134,,,,2,324,0,70,19,"Sunday Nov 28, 1976",,18,,,4,2,3,178,23,15,2,191,3,17,30,0,133,,,,1,311,5,49,13,MIA,Miami Dolphins,Cleveland Municipal Stadium,1:00pm,Home,CLE,Cleveland Browns
197611280was,,13,,,4,2,2,106,35,14,0,143,4,0,32,0,88,,,,5,194,4,19,37,"Sunday Nov 28, 1976",,8,,,0,0,0,119,18,10,3,119,6,24,38,0,87,,,,0,206,0,55,0,PHI,Philadelphia Eagles,Robert F. Kennedy Memorial Stadium,1:00pm,Home,WAS,Washington Redskins
197611280oti,,15,,,1,1,2,165,19,10,2,181,7,14,36,0,118,,,,2,283,3,53,16,"Sunday Nov 28, 1976",,17,,,1,1,1,200,26,18,2,212,8,20,40,0,159,,,,3,359,2,94,12,ATL,Atlanta Falcons,Houston Astrodome,2:00pm,Home,OTI,Houston Oilers
197611280gnb,,16,,,4,3,0,72,12,7,1,97,4,16,53,0,201,,,,3,273,3,40,25,"Sunday Nov 28, 1976",,11,,,5,2,2,177,25,9,1,189,5,10,31,0,82,,,,1,259,4,40,12,GNB,Green Bay Packers,Lambeau Field,2:00pm,Away,CHI,Chicago Bears
197611280clt,,14,,,3,3,1,96,23,9,1,111,2,16,32,1,159,,,,3,255,4,10,15,"Sunday Nov 28, 1976",,19,,,2,1,0,189,35,23,3,189,5,33,41,0,198,,,,0,387,1,30,0,NYJ,New York Jets,Memorial Stadium (Baltimore),2:00pm,Home,CLT,Baltimore Colts
197611280cin,,20,,,3,1,1,143,15,10,0,163,6,7,49,1,204,,,,2,347,2,40,20,"Sunday Nov 28, 1976",,9,,,3,1,1,115,26,10,0,145,4,3,30,0,110,,,,4,225,2,25,30,CIN,Cincinnati Bengals,Riverfront Stadium,4:00pm,Away,PIT,Pittsburgh Steelers
197611280sdg,,20,,,1,1,1,191,27,14,0,195,3,23,38,2,177,,,,2,368,2,15,4,"Sunday Nov 28, 1976",,24,,,1,1,3,190,32,18,3,218,4,20,37,0,210,,,,3,400,4,27,28,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,KAN,Kansas City Chiefs
197611280ram,,18,,,3,2,2,146,30,11,0,169,7,14,23,2,116,,,,3,262,4,65,23,"Sunday Nov 28, 1976",,25,,,2,2,1,150,27,17,2,160,12,33,49,2,323,,,,2,473,3,107,10,NOR,New Orleans Saints,Los Angeles Memorial Coliseum,4:00pm,Home,RAM,Los Angeles Rams
197611280rai,,16,,,1,1,2,107,30,13,1,151,3,16,29,1,111,,,,5,218,3,18,44,"Sunday Nov 28, 1976",,28,,,3,2,1,307,31,19,3,317,10,49,42,4,179,,,,1,486,3,55,10,TAM,Tampa Bay Buccaneers,Oakland-Alameda County Coliseum,4:00pm,Home,RAI,Oakland Raiders
197611290sfo,,16,,,1,0,0,169,37,16,2,200,8,16,30,0,113,,,,3,282,0,78,31,"Monday Nov 29, 1976",,17,,,0,0,1,14,8,3,0,32,9,20,54,2,317,,,,2,331,1,73,18,MIN,Minnesota Vikings,Candlestick Park,9:00pm,Home,SFO,San Francisco 49ers
197612040crd,,12,,,4,4,1,217,23,13,1,241,4,17,20,1,62,,,,3,279,5,20,24,"Saturday Dec 4, 1976",,20,,,2,1,0,198,22,13,2,206,4,24,51,1,177,,,,1,375,1,29,8,CLT,Baltimore Colts,Civic Center Busch Memorial Stadium,1:00pm,Home,CRD,St. Louis Cardinals
