,attendance,away_first_downs,away_fourth_down_attempts,away_fourth_down_conversions,away_fumbles,away_fumbles_lost,away_interceptions,away_net_pass_yards,away_pass_attempts,away_pass_completions,away_pass_touchdowns,away_pass_yards,away_penalties,away_points,away_rush_attempts,away_rush_touchdowns,away_rush_yards,away_third_down_attempts,away_third_down_conversions,away_time_of_possession,away_times_sacked,away_total_yards,away_turnovers,away_yards_from_penalties,away_yards_lost_from_sacks,date,duration,home_first_downs,home_fourth_down_attempts,home_fourth_down_conversions,home_fumbles,home_fumbles_lost,home_interceptions,home_net_pass_yards,home_pass_attempts,home_pass_completions,home_pass_touchdowns,home_pass_yards,home_penalties,home_points,home_rush_attempts,home_rush_touchdowns,home_rush_yards,home_third_down_attempts,home_third_down_conversions,home_time_of_possession,home_times_sacked,home_total_yards,home_turnovers,home_yards_from_penalties,home_yards_lost_from_sacks,losing_abbr,losing_name,stadium,time,winner,winning_abbr,winning_name
197609120oti,,8,,,0,0,2,58,26,9,0,105,9,0,26,0,52,,,,6,110,2,80,47,"Sunday Sep 12, 1976",,21,,,3,3,1,182,29,19,2,205,8,20,42,0,190,,,,2,372,4,60,23,TAM,Tampa Bay Buccaneers,Houston Astrodome,2:00pm,Home,OTI,Houston Oilers
197609120sea,,25,,,3,1,1,175,23,15,2,180,7,30,47,1,281,,,,2,456,2,45,5,"Sunday Sep 12, 1976",,17,,,2,1,2,279,37,17,2,292,1,24,22,1,73,,,,2,352,3,15,13,SEA,Seattle Seahawks,Seattle Kingdome,4:00pm,Away,CRD,St. Louis Cardinals
197609120rai,,24,,,5,2,1,242,27,15,1,253,8,28,42,3,196,,,,2,438,3,69,11,"Sunday Sep 12, 1976",,28,,,1,0,4,324,38,21,3,342,9,31,36,1,116,,,,2,440,4,77,18,PIT,Pittsburgh Steelers,Oakland-Alameda County Coliseum,4:00pm,Home,RAI,Oakland Raiders
197609130buf,,25,,,2,2,1,197,21,13,1,199,6,30,48,2,204,,,,1,401,3,35,2,"Monday Sep 13, 1976",,16,,,2,0,0,275,30,13,3,282,6,21,30,0,108,,,,1,383,0,26,7,BUF,Buffalo Bills,Rich Stadium,9:00pm,Away,MIA,Miami Dolphins
197609190phi,,11,,,5,2,0,132,31,17,1,140,11,7,28,0,82,,,,1,214,2,93,8,"Sunday Sep 19, 1976",,17,,,2,1,1,89,14,10,1,108,4,20,50,1,211,,,,2,300,2,35,19,NYG,New York Giants,Veterans Stadium,1:00pm,Home,PHI,Philadelphia Eagles
197609190nwe,,17,,,1,1,3,146,32,17,1,198,7,14,22,1,108,,,,5,254,4,68,52,"Sunday Sep 19, 1976",,23,,,3,2,0,152,27,16,3,166,9,30,51,1,278,,,,2,430,2,70,14,MIA,Miami Dolphins,Schaefer Stadium,1:00pm,Home,NWE,New England Patriots
197609190det,,13,,,3,2,3,59,16,5,0,59,1,10,42,1,177,,,,0,236,5,10,0,"Sunday Sep 19, 1976",,15,,,1,0,0,97,20,8,1,124,10,24,41,1,198,,,,5,295,0,85,27,ATL,Atlanta Falcons,Pontiac Silverdome,1:00pm,Home,DET,Detroit Lions
197609190was,,11,,,1,1,2,103,20,9,0,128,2,7,27,1,102,,,,3,205,3,20,25,"Sunday Sep 19, 1976",,28,,,2,2,1,155,25,17,3,184,7,31,54,1,273,,,,3,428,3,55,29,SEA,Seattle Seahawks,Robert F. Kennedy Memorial Stadium,1:00pm,Home,WAS,Washington Redskins
197609190tam,,16,,,5,2,0,131,22,14,0,154,8,23,41,1,195,,,,4,326,2,50,23,"Sunday Sep 19, 1976",,5,,,3,1,3,-4,18,3,0,13,4,0,33,0,129,,,,2,125,4,38,17,TAM,Tampa Bay Buccaneers,Tampa Stadium,1:00pm,Away,SDG,San Diego Chargers
197609190buf,,11,,,2,0,1,52,24,9,0,80,8,13,39,1,208,,,,3,260,1,51,28,"Sunday Sep 19, 1976",,13,,,3,2,0,79,30,11,0,111,7,3,33,0,89,,,,3,168,2,58,32,BUF,Buffalo Bills,Rich Stadium,1:00pm,Away,OTI,Houston Oilers
197609190pit,,16,,,6,4,0,185,34,15,2,193,6,14,36,0,145,,,,1,330,4,52,8,"Sunday Sep 19, 1976",,16,,,2,1,0,77,23,7,2,77,5,31,45,2,221,,,,0,298,1,27,0,CLE,Cleveland Browns,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197609190nor,,22,,,5,4,0,225,22,15,0,239,6,24,41,2,198,,,,2,423,4,30,14,"Sunday Sep 19, 1976",,11,,,1,0,1,94,29,16,0,135,5,6,20,1,69,,,,5,163,1,36,41,NOR,New Orleans Saints,Louisiana Superdome,2:00pm,Away,DAL,Dallas Cowboys
197609190crd,,7,,,4,4,3,69,26,10,0,104,7,0,24,0,62,,,,3,131,7,59,35,"Sunday Sep 19, 1976",,22,,,1,0,0,212,30,16,0,216,10,29,46,2,208,,,,1,420,0,75,4,GNB,Green Bay Packers,Civic Center Busch Memorial Stadium,2:00pm,Home,CRD,St. Louis Cardinals
197609190clt,,14,,,3,1,2,177,29,15,2,215,6,27,25,0,126,,,,7,303,3,64,38,"Sunday Sep 19, 1976",,21,,,2,2,3,270,29,14,3,301,2,28,43,1,129,,,,4,399,5,20,31,CIN,Cincinnati Bengals,Memorial Stadium (Baltimore),2:00pm,Home,CLT,Baltimore Colts
197609190min,,25,,,1,1,2,133,22,11,0,136,5,10,65,1,261,,,,1,394,3,55,3,"Sunday Sep 19, 1976",,20,,,2,1,2,289,43,27,1,294,5,10,26,0,74,,,,2,363,3,41,5,MIN,Minnesota Vikings,Metropolitan Stadium,4:00pm,Away,RAM,Los Angeles Rams
197609190den,,11,,,1,0,2,93,26,15,0,113,8,3,26,0,92,,,,2,185,2,52,20,"Sunday Sep 19, 1976",,31,,,1,1,0,292,28,16,1,292,12,46,44,4,251,,,,0,543,1,103,0,NYJ,New York Jets,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
197609190sfo,,15,,,1,1,1,92,16,8,0,92,3,19,43,2,167,,,,0,259,2,13,0,"Sunday Sep 19, 1976",,16,,,4,1,2,112,29,19,1,173,10,12,35,0,78,,,,6,190,3,72,61,SFO,San Francisco 49ers,Candlestick Park,4:00pm,Away,CHI,Chicago Bears
197609200kan,,25,,,3,1,1,235,29,23,3,235,11,24,47,0,211,,,,0,446,2,104,0,"Monday Sep 20, 1976",,18,,,1,1,0,165,21,12,1,190,8,21,25,2,115,,,,3,280,1,67,25,KAN,Kansas City Chiefs,Arrowhead Stadium,9:00pm,Away,RAI,Oakland Raiders
197609260pit,,18,,,4,2,2,257,32,13,2,257,4,30,40,1,142,,,,0,399,4,52,0,"Sunday Sep 26, 1976",,24,,,7,6,0,247,39,20,1,291,8,27,37,2,169,,,,3,416,6,70,44,PIT,Pittsburgh Steelers,Three Rivers Stadium,1:00pm,Away,NWE,New England Patriots
197609260mia,,10,,,4,4,1,159,26,16,0,171,6,0,20,0,65,,,,1,224,5,54,12,"Sunday Sep 26, 1976",,23,,,3,1,0,123,24,12,1,127,3,16,47,0,211,,,,1,334,1,25,4,NYJ,New York Jets,Orange Bowl,1:00pm,Home,MIA,Miami Dolphins
197609260tam,,14,,,3,2,0,186,22,12,2,188,4,14,35,0,109,,,,1,295,2,30,2,"Sunday Sep 26, 1976",,15,,,2,1,1,168,28,13,0,170,10,9,40,0,170,,,,1,338,2,59,2,TAM,Tampa Bay Buccaneers,Tampa Stadium,1:00pm,Away,BUF,Buffalo Bills
197609260cin,,7,,,2,1,3,-35,23,5,0,45,5,7,25,1,71,,,,6,36,4,47,80,"Sunday Sep 26, 1976",,19,,,2,1,0,64,24,11,1,86,5,28,48,1,222,,,,3,286,1,53,22,GNB,Green Bay Packers,Riverfront Stadium,1:00pm,Home,CIN,Cincinnati Bengals
197609260oti,,13,,,1,0,1,128,22,13,2,170,6,14,36,0,106,,,,5,234,1,68,42,"Sunday Sep 26, 1976",,17,,,0,0,1,189,36,16,1,216,2,13,32,0,79,,,,2,268,1,15,27,OTI,Houston Oilers,Houston Astrodome,2:00pm,Away,RAI,Oakland Raiders
197609260kan,,19,,,1,0,2,126,21,12,1,126,10,27,44,2,299,,,,0,425,2,95,0,"Sunday Sep 26, 1976",,18,,,1,0,0,105,20,10,1,149,8,17,44,1,165,,,,5,270,0,80,44,KAN,Kansas City Chiefs,Arrowhead Stadium,2:00pm,Away,NOR,New Orleans Saints
197609260det,,10,,,1,0,0,52,20,10,0,72,6,10,35,1,116,,,,2,168,0,36,20,"Sunday Sep 26, 1976",,14,,,3,2,0,150,24,13,1,198,5,9,33,0,101,,,,7,251,2,39,48,DET,Detroit Lions,Pontiac Silverdome,2:00pm,Away,MIN,Minnesota Vikings
197609260chi,,19,,,0,0,0,133,32,14,0,164,2,10,43,1,137,,,,5,270,0,25,31,"Sunday Sep 26, 1976",,10,,,3,3,3,110,22,10,0,110,4,0,32,0,116,,,,0,226,6,30,0,CHI,Chicago Bears,Soldier Field,2:00pm,Away,ATL,Atlanta Falcons
197609260den,,17,,,2,2,2,144,37,20,1,158,13,13,33,1,83,,,,2,227,4,121,14,"Sunday Sep 26, 1976",,18,,,3,1,2,171,21,11,2,177,8,44,32,1,55,,,,1,226,3,63,6,CLE,Cleveland Browns,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
197609260dal,,25,,,2,1,0,216,31,13,0,237,7,27,39,3,184,,,,2,400,1,55,21,"Sunday Sep 26, 1976",,21,,,4,3,0,365,29,23,3,378,8,30,32,0,92,,,,2,457,3,65,13,CLT,Baltimore Colts,Texas Stadium,4:00pm,Home,DAL,Dallas Cowboys
197609260sea,,19,,,0,0,1,239,29,16,3,239,11,37,32,0,142,,,,0,381,1,106,0,"Sunday Sep 26, 1976",,29,,,3,1,2,291,44,21,1,305,4,21,35,2,130,,,,1,421,3,45,14,SEA,Seattle Seahawks,Seattle Kingdome,4:00pm,Away,SFO,San Francisco 49ers
197609260sdg,,22,,,4,4,1,240,33,20,2,240,5,24,28,1,124,,,,0,364,5,20,0,"Sunday Sep 26, 1976",,24,,,2,0,0,245,18,15,4,259,5,43,45,2,206,,,,2,451,0,54,14,CRD,St. Louis Cardinals,San Diego Stadium,4:00pm,Home,SDG,San Diego Chargers
197609260ram,,20,,,3,1,4,119,26,14,1,160,3,10,42,0,168,,,,4,287,5,35,41,"Sunday Sep 26, 1976",,18,,,2,1,1,179,23,14,1,179,7,24,44,2,189,,,,0,368,2,53,0,NYG,New York Giants,Los Angeles Memorial Coliseum,4:00pm,Home,RAM,Los Angeles Rams
197609270phi,,11,,,2,1,3,90,33,11,0,96,6,20,37,1,140,,,,1,230,4,50,6,"Monday Sep 27, 1976",,19,,,3,1,5,166,37,14,1,184,15,17,56,1,252,,,,3,418,6,109,18,PHI,Philadelphia Eagles,Veterans Stadium,9:00pm,Away,WAS,Washington Redskins
197610030cle,,25,,,0,0,2,265,27,19,4,265,5,45,36,1,133,,,,0,398,2,66,0,"Sunday Oct 3, 1976",,26,,,3,2,0,290,42,26,2,290,7,24,27,1,127,,,,0,417,2,95,0,CLE,Cleveland Browns,Cleveland Municipal Stadium,1:00pm,Away,CIN,Cincinnati Bengals
197610030buf,,22,,,5,3,3,341,33,18,2,363,7,17,33,0,161,,,,3,502,6,48,22,"Sunday Oct 3, 1976",,25,,,0,0,0,180,24,14,3,184,5,50,44,3,266,,,,1,446,0,38,4,KAN,Kansas City Chiefs,Rich Stadium,1:00pm,Home,BUF,Buffalo Bills
197610030atl,,14,,,2,1,0,53,22,10,2,97,11,14,34,0,157,,,,4,210,1,75,44,"Sunday Oct 3, 1976",,18,,,0,0,2,162,32,18,1,212,9,13,30,0,126,,,,6,288,2,95,50,ATL,Atlanta Falcons,Atlanta-Fulton County Stadium,1:00pm,Away,PHI,Philadelphia Eagles
197610030nwe,,25,,,4,3,1,207,44,24,1,246,8,17,24,1,114,,,,4,321,4,85,39,"Sunday Oct 3, 1976",,27,,,3,0,1,172,17,11,3,172,10,48,52,4,296,,,,0,468,1,124,0,RAI,Oakland Raiders,Schaefer Stadium,1:00pm,Home,NWE,New England Patriots
197610030gnb,,20,,,2,1,1,61,17,12,1,122,7,14,39,1,155,,,,8,216,2,56,61,"Sunday Oct 3, 1976",,15,,,3,1,0,35,11,4,2,51,10,24,48,1,212,,,,2,247,1,98,16,DET,Detroit Lions,Lambeau Field,2:00pm,Home,GNB,Green Bay Packers
197610030crd,,23,,,1,0,1,207,28,18,0,215,10,21,33,3,137,,,,1,344,1,65,8,"Sunday Oct 3, 1976",,25,,,0,0,0,117,22,16,1,117,9,27,45,1,187,,,,0,304,0,80,0,NYG,New York Giants,Civic Center Busch Memorial Stadium,2:00pm,Home,CRD,St. Louis Cardinals
197610030clt,,6,,,2,0,1,13,15,4,0,87,12,17,24,1,76,,,,8,89,1,94,74,"Sunday Oct 3, 1976",,31,,,2,2,0,220,33,19,2,245,11,42,50,3,238,,,,3,458,2,124,25,TAM,Tampa Bay Buccaneers,Memorial Stadium (Baltimore),2:00pm,Home,CLT,Baltimore Colts
197610030chi,,10,,,3,2,3,48,21,10,1,83,7,7,24,0,71,,,,4,119,5,51,35,"Sunday Oct 3, 1976",,25,,,1,0,0,132,20,10,1,132,13,33,57,2,260,,,,0,392,0,147,0,WAS,Washington Redskins,Soldier Field,2:00pm,Home,CHI,Chicago Bears
197610030nor,,14,,,1,0,1,168,29,18,2,194,9,31,25,1,87,,,,4,255,1,67,26,"Sunday Oct 3, 1976",,22,,,3,2,1,270,44,22,2,291,8,26,32,0,105,,,,4,375,3,65,21,NOR,New Orleans Saints,Louisiana Superdome,2:00pm,Away,OTI,Houston Oilers
197610030mia,,23,,,1,0,1,426,29,17,2,436,8,31,41,2,167,,,,1,593,1,76,10,"Sunday Oct 3, 1976",,21,,,0,0,2,100,11,6,1,100,3,28,42,3,219,,,,0,319,2,28,0,MIA,Miami Dolphins,Orange Bowl,4:00pm,Away,RAM,Los Angeles Rams
197610030den,,12,,,2,1,2,152,27,14,0,153,5,0,27,0,88,,,,1,240,3,38,1,"Sunday Oct 3, 1976",,17,,,1,1,1,170,17,10,0,186,7,26,44,1,141,,,,2,311,2,56,16,SDG,San Diego Chargers,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
197610030sfo,,19,,,3,2,0,91,26,14,0,164,4,6,35,1,170,,,,7,261,2,57,73,"Sunday Oct 3, 1976",,16,,,1,0,2,121,23,12,0,121,3,17,38,1,126,,,,0,247,2,15,0,NYJ,New York Jets,Candlestick Park,4:00pm,Home,SFO,San Francisco 49ers
197610030sea,,25,,,0,0,1,200,20,14,2,200,5,28,45,2,211,,,,0,411,1,45,0,"Sunday Oct 3, 1976",,19,,,1,0,1,140,41,19,2,147,6,13,24,0,103,,,,1,243,1,84,7,SEA,Seattle Seahawks,Seattle Kingdome,4:00pm,Away,DAL,Dallas Cowboys
197610040min,,12,,,4,2,4,52,22,10,1,90,7,6,40,0,173,,,,5,225,6,64,38,"Monday Oct 4, 1976",,11,,,2,2,2,26,11,4,0,41,4,17,40,2,152,,,,2,178,4,33,15,PIT,Pittsburgh Steelers,Metropolitan Stadium,9:00pm,Home,MIN,Minnesota Vikings
197610100nyg,,18,,,1,0,0,168,15,13,1,178,5,24,42,2,163,,,,2,331,0,55,10,"Sunday Oct 10, 1976",,18,,,2,0,1,153,16,12,1,190,5,14,33,1,138,,,,5,291,1,49,37,NYG,New York Giants,Giants Stadium,1:00pm,Away,DAL,Dallas Cowboys
197610100det,,10,,,0,0,5,103,25,11,1,131,7,10,22,0,96,,,,4,199,5,48,28,"Sunday Oct 10, 1976",,20,,,1,0,0,133,18,15,3,146,7,30,48,1,196,,,,2,329,0,37,13,NWE,New England Patriots,Pontiac Silverdome,1:00pm,Home,DET,Detroit Lions
197610100was,,20,,,0,0,0,324,29,15,2,332,9,33,39,1,119,,,,1,443,0,59,8,"Sunday Oct 10, 1976",,26,,,3,2,2,264,38,20,2,270,6,30,39,2,174,,,,1,438,4,62,6,WAS,Washington Redskins,Robert F. Kennedy Memorial Stadium,1:00pm,Away,KAN,Kansas City Chiefs
197610100cle,,13,,,2,2,1,85,23,13,0,134,8,16,25,2,111,,,,4,196,3,63,49,"Sunday Oct 10, 1976",,15,,,4,2,0,179,25,10,0,179,10,18,48,1,147,,,,1,326,2,84,0,PIT,Pittsburgh Steelers,Cleveland Municipal Stadium,1:00pm,Home,CLE,Cleveland Browns
197610100cin,,12,,,3,1,2,86,23,12,0,122,7,0,33,0,114,,,,4,200,3,54,36,"Sunday Oct 10, 1976",,17,,,4,3,0,89,15,10,1,98,5,21,39,1,188,,,,2,277,3,37,9,TAM,Tampa Bay Buccaneers,Riverfront Stadium,1:00pm,Home,CIN,Cincinnati Bengals
197610100nyj,,11,,,6,4,1,80,24,11,0,104,5,14,33,1,125,,,,3,205,5,49,24,"Sunday Oct 10, 1976",,20,,,3,3,1,63,22,7,1,79,6,17,51,1,207,,,,3,270,4,55,16,BUF,Buffalo Bills,Shea Stadium,1:00pm,Home,NYJ,New York Jets
197610100nor,,12,,,6,5,2,68,31,11,0,117,9,0,29,0,100,,,,5,168,7,59,49,"Sunday Oct 10, 1976",,20,,,2,1,1,168,31,19,1,182,9,30,39,2,144,,,,3,312,2,70,14,ATL,Atlanta Falcons,Louisiana Superdome,2:00pm,Home,NOR,New Orleans Saints
197610100min,,19,,,3,1,1,94,20,13,0,116,11,19,40,3,235,,,,2,329,2,90,22,"Sunday Oct 10, 1976",,16,,,3,2,0,176,30,18,0,210,7,20,40,2,111,,,,4,287,2,67,34,CHI,Chicago Bears,Metropolitan Stadium,2:00pm,Home,MIN,Minnesota Vikings
197610100gnb,,17,,,1,1,1,169,33,18,0,202,7,20,23,1,58,,,,4,227,2,69,33,"Sunday Oct 10, 1976",,24,,,2,1,2,193,24,16,1,215,10,27,44,3,187,,,,3,380,3,74,22,SEA,Seattle Seahawks,Milwaukee County Stadium,2:00pm,Home,GNB,Green Bay Packers
197610100crd,,14,,,3,2,2,117,24,12,1,123,11,14,24,1,58,,,,1,175,4,90,6,"Sunday Oct 10, 1976",,29,,,2,1,0,186,17,13,1,191,15,33,59,4,198,,,,1,384,1,139,5,PHI,Philadelphia Eagles,Civic Center Busch Memorial Stadium,2:00pm,Home,CRD,St. Louis Cardinals
197610100oti,,8,,,0,0,1,67,23,6,0,95,2,3,26,0,87,,,,6,154,1,10,28,"Sunday Oct 10, 1976",,18,,,0,0,0,217,40,24,0,217,6,17,31,2,95,,,,0,312,0,40,0,DEN,Denver Broncos,Houston Astrodome,2:00pm,Home,OTI,Houston Oilers
197610100clt,,14,,,1,1,1,180,31,13,1,209,4,14,28,1,88,,,,3,268,2,54,29,"Sunday Oct 10, 1976",,22,,,3,1,0,163,14,11,1,177,8,28,49,3,169,,,,2,332,1,56,14,MIA,Miami Dolphins,Memorial Stadium (Baltimore),4:00pm,Home,CLT,Baltimore Colts
197610100sdg,,22,,,1,0,1,323,26,20,3,339,9,27,38,1,153,,,,1,476,1,64,16,"Sunday Oct 10, 1976",,22,,,1,0,1,229,31,16,0,249,3,17,38,1,154,,,,3,383,1,20,20,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,RAI,Oakland Raiders
197610110ram,,15,,,2,0,2,162,21,11,2,183,4,16,37,0,108,,,,2,270,2,35,21,"Monday Oct 11, 1976",,13,,,4,3,0,104,27,16,0,201,7,0,28,0,92,,,,10,196,3,65,97,RAM,Los Angeles Rams,Los Angeles Memorial Coliseum,9:00pm,Away,SFO,San Francisco 49ers
197610170pit,,11,,,2,1,2,96,31,13,0,129,6,6,24,0,75,,,,5,171,3,40,33,"Sunday Oct 17, 1976",,16,,,1,1,1,52,12,5,0,58,9,23,55,2,201,,,,1,253,2,45,6,CIN,Cincinnati Bengals,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197610170mia,,21,,,2,1,1,267,33,20,0,267,10,20,39,2,186,,,,0,453,2,85,0,"Sunday Oct 17, 1976",,27,,,3,3,2,262,35,25,1,306,7,17,37,1,179,,,,4,441,5,50,44,MIA,Miami Dolphins,Orange Bowl,1:00pm,Away,KAN,Kansas City Chiefs
197610170was,,13,,,3,1,2,144,28,11,1,201,10,7,34,0,103,,,,5,247,3,105,57,"Sunday Oct 17, 1976",,14,,,2,1,1,98,20,9,1,129,5,20,40,1,109,,,,3,207,2,41,31,DET,Detroit Lions,Robert F. Kennedy Memorial Stadium,1:00pm,Home,WAS,Washington Redskins
197610170buf,,24,,,2,2,0,202,22,13,2,207,5,31,40,2,213,,,,1,415,2,50,5,"Sunday Oct 17, 1976",,17,,,3,2,0,199,28,13,1,239,14,13,32,0,145,,,,5,344,2,106,40,BUF,Buffalo Bills,Rich Stadium,1:00pm,Away,CLT,Baltimore Colts
197610170tam,,14,,,1,1,1,163,29,12,1,173,15,13,29,0,90,,,,1,253,2,120,10,"Sunday Oct 17, 1976",,18,,,2,1,0,140,31,19,1,171,20,10,33,0,145,,,,4,285,1,190,31,TAM,Tampa Bay Buccaneers,Tampa Stadium,1:00pm,Away,SEA,Seattle Seahawks
197610170atl,,23,,,4,1,2,111,18,12,0,134,6,20,57,3,321,,,,2,432,3,59,23,"Sunday Oct 17, 1976",,13,,,0,0,1,169,28,15,1,180,4,17,26,1,89,,,,1,258,1,22,11,ATL,Atlanta Falcons,Atlanta-Fulton County Stadium,1:00pm,Away,CLE,Cleveland Browns
197610170min,,12,,,2,1,2,122,24,15,0,149,3,7,28,1,87,,,,4,209,3,35,27,"Sunday Oct 17, 1976",,23,,,4,2,1,252,30,21,2,288,7,24,40,0,109,,,,3,361,3,37,36,NYG,New York Giants,Metropolitan Stadium,2:00pm,Home,MIN,Minnesota Vikings
197610170gnb,,16,,,1,1,0,143,32,19,0,172,4,13,33,1,96,,,,4,239,1,40,29,"Sunday Oct 17, 1976",,17,,,1,1,1,226,20,12,2,226,4,28,40,2,130,,,,0,356,2,20,0,PHI,Philadelphia Eagles,Lambeau Field,2:00pm,Home,GNB,Green Bay Packers
197610170ram,,14,,,1,1,3,152,31,14,0,152,13,12,41,1,173,,,,0,325,4,98,0,"Sunday Oct 17, 1976",,17,,,2,2,2,94,22,8,1,127,5,20,46,1,185,,,,3,279,4,34,33,CHI,Chicago Bears,Los Angeles Memorial Coliseum,4:00pm,Home,RAM,Los Angeles Rams
197610170den,,20,,,1,0,1,158,20,16,1,175,11,17,43,1,131,,,,2,289,1,111,17,"Sunday Oct 17, 1976",,16,,,0,0,0,173,29,15,1,186,14,10,27,0,88,,,,3,261,0,132,13,DEN,Denver Broncos,Mile High Stadium,4:00pm,Away,RAI,Oakland Raiders
197610170crd,,23,,,1,0,1,229,42,21,2,250,9,17,30,0,151,,,,4,380,1,60,21,"Sunday Oct 17, 1976",,26,,,4,2,2,346,34,22,3,346,2,21,40,0,90,,,,0,436,4,15,0,DAL,Dallas Cowboys,Civic Center Busch Memorial Stadium,4:00pm,Home,CRD,St. Louis Cardinals
197610170sfo,,9,,,3,2,1,0,19,7,0,51,10,3,25,0,95,,,,7,95,3,80,51,"Sunday Oct 17, 1976",,18,,,3,2,0,176,17,11,2,208,9,33,45,1,133,,,,3,309,2,66,32,NOR,New Orleans Saints,Candlestick Park,4:00pm,Home,SFO,San Francisco 49ers
197610170sdg,,16,,,1,0,1,329,39,25,3,329,9,27,23,0,51,,,,0,380,1,80,0,"Sunday Oct 17, 1976",,24,,,5,2,0,245,24,19,2,279,6,30,41,2,223,,,,8,468,2,55,34,OTI,Houston Oilers,San Diego Stadium,4:00pm,Home,SDG,San Diego Chargers
