,attendance,away_first_downs,away_fourth_down_attempts,away_fourth_down_conversions,away_fumbles,away_fumbles_lost,away_interceptions,away_net_pass_yards,away_pass_attempts,away_pass_completions,away_pass_touchdowns,away_pass_yards,away_penalties,away_points,away_rush_attempts,away_rush_touchdowns,away_rush_yards,away_third_down_attempts,away_third_down_conversions,away_time_of_possession,away_times_sacked,away_total_yards,away_turnovers,away_yards_from_penalties,away_yards_lost_from_sacks,date,duration,home_first_downs,home_fourth_down_attempts,home_fourth_down_conversions,home_fumbles,home_fumbles_lost,home_interceptions,home_net_pass_yards,home_pass_attempts,home_pass_completions,home_pass_touchdowns,home_pass_yards,home_penalties,home_points,home_rush_attempts,home_rush_touchdowns,home_rush_yards,home_third_down_attempts,home_third_down_conversions,home_time_of_possession,home_times_sacked,home_total_yards,home_turnovers,home_yards_from_penalties,home_yards_lost_from_sacks,losing_abbr,losing_name,stadium,time,winner,winning_abbr,winning_name
197509210sdg,,24,,,3,2,0,238,29,22,2,246,4,37,45,1,205,,,,1,443,2,31,8,"Sunday Sep 21, 1975",,9,,,2,1,3,58,23,12,0,86,8,0,23,0,88,,,,4,146,4,54,28,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,PIT,Pittsburgh Steelers
197509220mia,,17,,,2,2,3,102,15,8,0,108,7,31,45,3,159,,,,1,261,5,51,6,"Monday Sep 22, 1975",,21,,,1,1,4,164,32,15,0,191,4,21,33,3,118,,,,3,282,5,37,27,MIA,Miami Dolphins,Orange Bowl,9:00pm,Away,RAI,Oakland Raiders
197509280nwe,,17,,,1,0,3,47,15,9,0,89,9,22,43,2,210,,,,4,257,3,78,42,"Sunday Sep 28, 1975",,12,,,4,1,3,109,19,9,2,127,8,14,33,0,78,,,,2,187,4,56,18,NWE,New England Patriots,Schaefer Stadium,1:00pm,Away,MIA,Miami Dolphins
197509280cle,,26,,,0,0,2,215,32,19,3,235,8,42,38,3,137,,,,2,352,2,56,20,"Sunday Sep 28, 1975",,14,,,2,0,4,120,29,14,1,156,6,10,23,0,130,,,,5,250,4,80,36,CLE,Cleveland Browns,Cleveland Municipal Stadium,1:00pm,Away,MIN,Minnesota Vikings
197509280was,,17,,,3,3,0,65,25,16,1,133,1,13,33,1,96,,,,8,161,3,5,68,"Sunday Sep 28, 1975",,25,,,1,1,1,249,30,20,4,253,6,49,37,1,168,,,,1,417,2,53,4,NYG,New York Giants,Robert F. Kennedy Memorial Stadium,1:00pm,Home,WAS,Washington Redskins
197509280atl,,20,,,1,1,0,173,27,14,0,193,4,17,44,2,184,,,,3,357,1,40,20,"Sunday Sep 28, 1975",,13,,,2,1,1,94,22,7,1,104,6,14,37,1,156,,,,1,250,2,53,10,ATL,Atlanta Falcons,Atlanta Stadium,1:00pm,Away,DET,Detroit Lions
197509280oti,,12,,,3,2,1,144,26,13,1,188,5,17,25,1,60,,,,6,204,3,55,44,"Sunday Sep 28, 1975",,24,,,0,0,1,151,25,13,1,162,13,33,56,2,251,,,,1,402,1,130,11,SDG,San Diego Chargers,Houston Astrodome,2:00pm,Home,OTI,Houston Oilers
197509280nor,,17,,,2,1,1,202,26,18,3,218,6,21,33,0,92,,,,3,294,2,58,16,"Sunday Sep 28, 1975",,12,,,1,0,2,122,32,13,0,157,3,0,24,0,67,,,,4,189,2,18,35,NOR,New Orleans Saints,Louisiana Superdome,2:00pm,Away,CIN,Cincinnati Bengals
197509280kan,,24,,,2,0,2,127,15,8,1,127,10,30,47,3,291,,,,0,418,2,85,0,"Sunday Sep 28, 1975",,25,,,1,0,1,208,33,20,1,233,7,24,35,2,131,,,,3,339,1,52,25,KAN,Kansas City Chiefs,Arrowhead Stadium,2:00pm,Away,NYJ,New York Jets
197509280dal,,19,,,2,1,2,314,32,15,4,314,4,31,32,0,118,,,,0,432,3,50,0,"Sunday Sep 28, 1975",,28,,,2,1,1,288,34,23,3,307,6,37,44,1,160,,,,3,448,2,30,19,CRD,St. Louis Cardinals,Texas Stadium,2:00pm,Home,DAL,Dallas Cowboys
197509280clt,,18,,,2,1,2,143,28,15,1,196,8,31,34,3,143,,,,5,286,3,83,53,"Sunday Sep 28, 1975",,20,,,0,0,1,252,43,21,1,307,4,20,29,1,77,,,,6,329,1,20,55,CLT,Baltimore Colts,Memorial Stadium (Baltimore),2:00pm,Away,RAI,Oakland Raiders
197509280chi,,21,,,2,0,2,199,41,24,1,238,5,13,29,0,128,,,,5,327,2,30,39,"Sunday Sep 28, 1975",,14,,,0,0,2,161,28,19,1,181,9,15,33,0,133,,,,2,294,2,75,20,PHI,Philadelphia Eagles,Soldier Field,2:00pm,Home,CHI,Chicago Bears
197509280sfo,,15,,,2,1,1,183,26,15,1,193,3,23,33,0,115,,,,1,298,2,25,10,"Sunday Sep 28, 1975",,14,,,3,2,0,107,23,13,1,135,6,14,35,1,129,,,,4,236,2,45,28,SFO,San Francisco 49ers,Candlestick Park,4:00pm,Away,RAM,Los Angeles Rams
197509280pit,,21,,,3,1,0,124,20,9,2,129,7,30,46,1,310,,,,1,434,1,47,5,"Sunday Sep 28, 1975",,19,,,3,3,2,231,29,14,1,269,3,21,30,2,122,,,,4,353,5,30,38,PIT,Pittsburgh Steelers,Three Rivers Stadium,4:00pm,Away,BUF,Buffalo Bills
197509290den,,22,,,1,1,2,242,36,23,1,273,4,13,27,1,71,,,,4,313,3,35,31,"Monday Sep 29, 1975",,18,,,4,1,1,175,23,14,1,184,5,23,38,0,162,,,,1,337,2,25,9,GNB,Green Bay Packers,Mile High Stadium,9:00pm,Home,DEN,Denver Broncos
197510050nyj,,15,,,3,2,3,248,32,13,1,249,3,7,24,0,72,,,,1,320,5,25,1,"Sunday Oct 5, 1975",,24,,,0,0,1,207,24,17,4,219,8,36,46,1,173,,,,1,380,1,49,12,NWE,New England Patriots,Shea Stadium,1:00pm,Home,NYJ,New York Jets
197510050cle,,23,,,1,0,0,367,23,18,3,372,10,42,40,3,134,,,,1,501,0,90,5,"Sunday Oct 5, 1975",,19,,,2,0,2,99,31,16,0,136,7,6,31,1,122,,,,4,221,2,90,37,CLE,Cleveland Browns,Cleveland Municipal Stadium,1:00pm,Away,PIT,Pittsburgh Steelers
197510050buf,,13,,,3,1,3,258,36,15,2,266,4,14,15,0,47,,,,1,305,4,31,8,"Sunday Oct 5, 1975",,29,,,3,1,0,143,18,9,2,143,6,38,60,3,293,,,,0,436,1,46,0,DEN,Denver Broncos,Rich Stadium,1:00pm,Home,BUF,Buffalo Bills
197510050atl,,14,,,1,1,2,125,31,15,0,146,8,7,31,1,120,,,,3,245,3,65,21,"Sunday Oct 5, 1975",,13,,,3,1,1,94,23,11,1,119,7,14,39,0,137,,,,2,231,2,62,25,NOR,New Orleans Saints,Atlanta Stadium,1:00pm,Home,ATL,Atlanta Falcons
197510050oti,,18,,,2,1,1,176,28,19,3,210,7,21,37,0,86,,,,7,262,2,107,34,"Sunday Oct 5, 1975",,13,,,3,3,2,93,23,11,0,93,5,19,34,1,83,,,,1,176,5,49,0,OTI,Houston Oilers,Houston Astrodome,2:00pm,Away,CIN,Cincinnati Bengals
197510050min,,10,,,6,1,1,89,27,15,0,113,9,3,31,0,103,,,,2,192,2,95,24,"Sunday Oct 5, 1975",,23,,,4,1,1,215,31,19,3,250,5,28,38,1,140,,,,5,355,2,48,35,CHI,Chicago Bears,Metropolitan Stadium,2:00pm,Home,MIN,Minnesota Vikings
197510050kan,,15,,,3,2,0,108,20,12,1,124,5,20,36,1,107,,,,2,215,2,41,16,"Sunday Oct 5, 1975",,13,,,4,3,1,123,27,17,0,184,11,3,30,0,89,,,,6,212,4,124,61,KAN,Kansas City Chiefs,Arrowhead Stadium,2:00pm,Away,SFO,San Francisco 49ers
197510050gnb,,25,,,1,0,0,133,13,7,1,133,6,31,58,3,281,,,,0,414,0,45,0,"Sunday Oct 5, 1975",,10,,,0,0,0,101,19,13,0,123,6,7,23,1,104,,,,2,205,0,45,22,GNB,Green Bay Packers,Lambeau Field,2:00pm,Away,MIA,Miami Dolphins
197510050crd,,19,,,3,1,0,138,24,17,0,168,3,14,33,2,126,,,,4,264,1,40,30,"Sunday Oct 5, 1975",,18,,,2,1,1,125,20,8,1,125,7,26,46,2,254,,,,0,379,2,35,0,NYG,New York Giants,Civic Center Busch Memorial Stadium,2:00pm,Home,CRD,St. Louis Cardinals
197510050sdg,,17,,,3,1,1,72,23,10,0,96,3,6,51,0,192,,,,3,264,2,25,24,"Sunday Oct 5, 1975",,5,,,0,0,2,-22,13,3,0,29,2,0,29,0,115,,,,5,93,2,12,51,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,RAI,Oakland Raiders
197510050ram,,13,,,1,1,2,151,25,14,2,155,4,13,28,0,88,,,,1,239,3,51,4,"Sunday Oct 5, 1975",,21,,,2,1,1,271,22,16,2,294,9,24,38,1,153,,,,3,424,2,116,23,CLT,Baltimore Colts,Los Angeles Memorial Coliseum,4:00pm,Home,RAM,Los Angeles Rams
197510050phi,,10,,,3,3,3,127,34,17,1,135,8,10,18,0,66,,,,2,193,6,50,8,"Sunday Oct 5, 1975",,21,,,4,1,1,182,20,11,2,182,6,26,53,1,213,,,,0,395,2,59,0,WAS,Washington Redskins,Veterans Stadium,4:00pm,Home,PHI,Philadelphia Eagles
197510060det,,14,,,2,0,2,250,20,12,3,258,12,36,26,1,94,,,,3,344,2,96,8,"Monday Oct 6, 1975",,16,,,5,3,0,27,23,9,1,111,4,10,40,0,183,,,,11,210,3,74,84,DET,Detroit Lions,Pontiac Silverdome,9:00pm,Away,DAL,Dallas Cowboys
197510120nyg,,14,,,1,1,0,66,22,8,1,87,6,13,49,0,196,,,,3,262,1,45,21,"Sunday Oct 12, 1975",,10,,,4,2,3,77,23,8,0,99,4,7,29,1,96,,,,3,173,5,45,22,NYG,New York Giants,Shea Stadium,1:00pm,Away,DAL,Dallas Cowboys
197510120det,,16,,,5,2,3,193,37,21,1,227,9,7,23,0,45,,,,4,238,5,61,34,"Sunday Oct 12, 1975",,21,,,1,1,0,193,35,20,3,218,9,27,33,1,127,,,,3,320,1,82,25,CHI,Chicago Bears,Pontiac Silverdome,1:00pm,Home,DET,Detroit Lions
197510120cle,,20,,,0,0,0,119,21,12,3,124,7,40,46,0,250,,,,1,369,0,65,5,"Sunday Oct 12, 1975",,15,,,2,1,4,144,30,17,0,173,6,10,27,1,102,,,,3,246,5,59,29,CLE,Cleveland Browns,Cleveland Municipal Stadium,1:00pm,Away,OTI,Houston Oilers
197510120cin,,12,,,2,2,1,42,20,6,0,59,9,10,31,1,208,,,,2,250,3,86,17,"Sunday Oct 12, 1975",,26,,,1,0,0,272,33,17,1,281,5,27,43,2,174,,,,1,446,0,22,9,NWE,New England Patriots,Riverfront Stadium,1:00pm,Home,CIN,Cincinnati Bengals
197510120pit,,17,,,2,1,3,153,36,12,0,170,5,9,36,0,124,,,,2,277,4,32,17,"Sunday Oct 12, 1975",,14,,,4,2,0,190,26,16,2,191,13,20,39,0,137,,,,1,327,2,99,1,DEN,Denver Broncos,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197510120nor,,8,,,4,3,0,63,20,11,0,66,6,19,27,0,98,,,,1,161,3,61,3,"Sunday Oct 12, 1975",,26,,,4,3,0,169,39,17,1,189,9,20,45,1,223,,,,2,392,3,80,20,GNB,Green Bay Packers,Louisiana Superdome,2:00pm,Home,NOR,New Orleans Saints
197510120min,,17,,,1,0,2,190,21,12,1,195,9,21,32,2,115,,,,1,305,2,91,5,"Sunday Oct 12, 1975",,25,,,2,1,1,233,28,18,2,244,7,29,42,1,174,,,,1,407,2,73,11,NYJ,New York Jets,Metropolitan Stadium,2:00pm,Home,MIN,Minnesota Vikings
197510120clt,,26,,,3,1,1,246,26,14,2,253,5,38,43,3,178,,,,1,424,2,35,7,"Sunday Oct 12, 1975",,19,,,0,0,1,153,23,11,2,155,8,31,36,2,196,,,,1,349,1,62,2,CLT,Baltimore Colts,Memorial Stadium (Baltimore),2:00pm,Away,BUF,Buffalo Bills
197510120kan,,23,,,3,3,3,269,42,20,1,285,4,10,27,0,91,,,,2,360,6,48,16,"Sunday Oct 12, 1975",,25,,,1,0,1,146,16,10,3,170,7,42,52,2,224,,,,3,370,1,51,24,RAI,Oakland Raiders,Arrowhead Stadium,3:00pm,Home,KAN,Kansas City Chiefs
197510120mia,,13,,,2,1,1,169,26,18,2,192,6,16,24,0,100,,,,4,269,2,48,23,"Sunday Oct 12, 1975",,18,,,3,1,0,132,21,15,1,137,5,24,45,2,207,,,,1,339,1,40,5,PHI,Philadelphia Eagles,Orange Bowl,4:00pm,Home,MIA,Miami Dolphins
197510120sfo,,14,,,2,0,0,95,22,10,1,105,1,17,38,1,140,,,,1,235,0,5,10,"Sunday Oct 12, 1975",,19,,,5,1,4,231,41,22,0,262,5,3,31,0,107,,,,6,338,5,53,31,SFO,San Francisco 49ers,Candlestick Park,4:00pm,Away,ATL,Atlanta Falcons
197510120sdg,,24,,,4,1,1,199,26,15,0,226,4,13,46,1,224,,,,4,423,2,29,27,"Sunday Oct 12, 1975",,16,,,2,1,0,144,26,17,0,180,5,10,35,1,128,,,,4,272,1,45,36,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,RAM,Los Angeles Rams
197510130was,,13,,,2,2,3,220,41,20,1,220,9,17,19,0,68,,,,0,288,5,69,0,"Monday Oct 13, 1975",,21,,,2,2,0,189,30,16,1,198,4,27,39,2,158,,,,1,347,2,35,9,CRD,St. Louis Cardinals,Robert F. Kennedy Memorial Stadium,9:00pm,Home,WAS,Washington Redskins
197510190pit,,16,,,1,1,0,46,22,8,0,46,7,3,30,0,196,,,,0,242,1,109,0,"Sunday Oct 19, 1975",,25,,,0,0,0,146,23,12,0,166,4,34,47,4,157,,,,2,303,0,38,20,CHI,Chicago Bears,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197510190nyj,,22,,,1,0,2,176,18,13,3,179,4,43,51,3,261,,,,1,437,2,30,3,"Sunday Oct 19, 1975",,12,,,4,2,6,60,33,8,0,96,2,0,22,0,116,,,,4,176,8,13,36,NYJ,New York Jets,Shea Stadium,1:00pm,Away,MIA,Miami Dolphins
197510190nwe,,10,,,4,3,0,13,24,12,0,70,4,10,32,1,117,,,,6,130,3,20,57,"Sunday Oct 19, 1975",,18,,,2,1,1,41,14,6,0,74,4,21,51,3,241,,,,5,282,2,25,33,CLT,Baltimore Colts,Schaefer Stadium,1:00pm,Home,NWE,New England Patriots
197510190oti,,17,,,2,1,2,197,29,12,1,224,6,10,30,0,58,,,,3,255,3,53,27,"Sunday Oct 19, 1975",,14,,,1,0,1,107,17,10,0,135,8,13,41,2,121,,,,3,228,1,64,28,WAS,Washington Redskins,Houston Astrodome,2:00pm,Home,OTI,Houston Oilers
197510190dal,,14,,,3,1,2,149,28,15,1,174,6,19,32,1,142,,,,3,291,3,47,25,"Sunday Oct 19, 1975",,20,,,4,4,1,168,31,16,0,201,4,17,38,2,206,,,,4,374,5,34,33,DAL,Dallas Cowboys,Texas Stadium,2:00pm,Away,GNB,Green Bay Packers
197510190crd,,16,,,2,2,1,148,40,16,2,160,7,20,29,0,102,,,,1,250,3,50,12,"Sunday Oct 19, 1975",,22,,,4,2,2,125,20,9,1,125,9,31,53,3,278,,,,0,403,4,61,0,PHI,Philadelphia Eagles,Civic Center Busch Memorial Stadium,2:00pm,Home,CRD,St. Louis Cardinals
197510190min,,21,,,2,2,1,186,37,22,2,212,13,19,27,0,104,,,,3,290,3,96,26,"Sunday Oct 19, 1975",,20,,,3,3,0,121,24,15,2,148,5,25,35,0,158,,,,4,279,3,57,27,DET,Detroit Lions,Metropolitan Stadium,4:00pm,Home,MIN,Minnesota Vikings
197510190den,,17,,,2,1,1,127,33,14,0,139,7,15,45,0,144,,,,2,271,2,70,12,"Sunday Oct 19, 1975",,18,,,6,5,1,217,35,20,0,234,7,16,26,1,108,,,,2,325,6,63,17,CLE,Cleveland Browns,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
197510190sfo,,18,,,4,3,2,114,33,19,1,160,7,21,29,0,127,,,,7,241,5,56,46,"Sunday Oct 19, 1975",,15,,,5,3,2,178,23,13,3,185,5,35,31,1,89,,,,1,267,5,40,7,NOR,New Orleans Saints,Candlestick Park,4:00pm,Home,SFO,San Francisco 49ers
197510190cin,,18,,,1,0,4,91,24,8,0,113,8,10,48,1,188,,,,1,279,4,57,22,"Sunday Oct 19, 1975",,10,,,1,1,4,75,19,4,0,75,7,14,33,1,109,,,,0,184,5,58,0,RAI,Oakland Raiders,Riverfront Stadium,4:00pm,Home,CIN,Cincinnati Bengals
197510190sdg,,15,,,2,1,0,219,23,14,1,224,3,12,34,0,137,,,,1,356,1,20,5,"Sunday Oct 19, 1975",,16,,,4,1,1,61,21,10,1,93,4,10,39,0,155,,,,5,216,2,30,32,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,KAN,Kansas City Chiefs
197510190ram,,18,,,5,3,3,163,36,15,1,175,5,7,16,0,63,,,,1,226,6,36,12,"Sunday Oct 19, 1975",,25,,,1,0,1,166,25,14,2,200,9,22,53,0,218,,,,3,384,1,107,34,ATL,Atlanta Falcons,Los Angeles Memorial Coliseum,4:00pm,Home,RAM,Los Angeles Rams
197510200buf,,16,,,9,2,1,214,21,15,1,220,3,17,41,1,135,,,,1,349,3,20,6,"Monday Oct 20, 1975",,18,,,1,1,2,138,19,11,1,147,5,14,47,1,171,,,,1,309,3,30,9,BUF,Buffalo Bills,Rich Stadium,9:00pm,Away,NYG,New York Giants
197510250nyg,,14,,,1,0,0,189,22,12,2,206,8,20,39,0,125,,,,2,314,0,92,17,"Saturday Oct 25, 1975",,22,,,2,1,3,199,41,19,2,231,4,13,30,0,82,,,,4,281,4,30,32,NYG,New York Giants,Shea Stadium,1:00pm,Away,CRD,St. Louis Cardinals
197510260nyj,,24,,,0,0,0,188,25,17,2,209,8,45,36,3,212,,,,2,400,0,104,21,"Sunday Oct 26, 1975",,17,,,4,2,1,259,28,19,3,333,7,28,28,0,82,,,,7,341,3,55,74,NYJ,New York Jets,Shea Stadium,1:00pm,Away,CLT,Baltimore Colts
197510260nwe,,14,,,3,2,2,212,42,22,1,224,5,16,17,0,31,,,,1,243,4,33,12,"Sunday Oct 26, 1975",,20,,,3,1,0,151,27,16,2,162,6,24,42,1,155,,,,1,306,1,51,11,SFO,San Francisco 49ers,Schaefer Stadium,1:00pm,Home,NWE,New England Patriots
197510260cle,,23,,,2,1,0,205,33,15,2,207,8,23,43,1,190,,,,1,395,1,94,2,"Sunday Oct 26, 1975",,12,,,4,4,0,100,20,11,1,117,8,7,27,0,100,,,,3,200,4,66,17,CLE,Cleveland Browns,Cleveland Municipal Stadium,1:00pm,Away,WAS,Washington Redskins
197510260atl,,17,,,2,2,0,170,26,18,1,193,8,21,32,1,130,,,,3,300,2,74,23,"Sunday Oct 26, 1975",,17,,,3,2,5,130,25,10,2,130,9,14,40,0,176,,,,0,306,7,88,0,ATL,Atlanta Falcons,Atlanta Stadium,1:00pm,Away,CIN,Cincinnati Bengals
197510260phi,,21,,,0,0,1,300,50,27,1,314,6,20,25,0,78,,,,2,378,1,55,14,"Sunday Oct 26, 1975",,13,,,3,1,0,156,23,9,2,166,6,17,34,0,111,,,,1,267,1,73,10,PHI,Philadelphia Eagles,Veterans Stadium,1:00pm,Away,DAL,Dallas Cowboys
197510260oti,,22,,,2,1,1,179,40,24,0,192,9,8,37,0,157,,,,3,336,2,106,13,"Sunday Oct 26, 1975",,14,,,4,4,1,212,16,9,2,212,7,24,31,0,88,,,,0,300,5,68,0,DET,Detroit Lions,Houston Astrodome,2:00pm,Home,OTI,Houston Oilers
197510260kan,,22,,,1,1,3,201,32,17,1,230,9,13,38,1,151,,,,4,352,4,79,29,"Sunday Oct 26, 1975",,17,,,3,0,1,106,23,10,1,113,4,26,37,1,197,,,,2,303,1,26,7,DEN,Denver Broncos,Arrowhead Stadium,2:00pm,Home,KAN,Kansas City Chiefs
197510260gnb,,23,,,3,3,0,84,23,12,0,84,5,16,59,0,248,,,,0,332,3,52,0,"Sunday Oct 26, 1975",,11,,,2,1,1,98,22,14,1,128,1,13,21,1,63,,,,4,161,2,5,30,GNB,Green Bay Packers,Milwaukee County Stadium,2:00pm,Away,PIT,Pittsburgh Steelers
197510260buf,,25,,,2,0,2,148,21,13,2,151,3,35,45,3,229,,,,1,377,2,13,3,"Sunday Oct 26, 1975",,21,,,2,2,2,217,29,20,2,221,6,30,33,1,128,,,,1,345,4,37,4,BUF,Buffalo Bills,Rich Stadium,4:00pm,Away,MIA,Miami Dolphins
197510260ram,,17,,,2,2,1,77,20,11,1,106,4,14,29,1,96,,,,3,173,3,22,29,"Sunday Oct 26, 1975",,27,,,0,0,0,118,22,13,1,146,6,38,53,4,223,,,,2,341,0,112,28,NOR,New Orleans Saints,Los Angeles Memorial Coliseum,4:00pm,Home,RAM,Los Angeles Rams
197510260rai,,12,,,2,0,1,17,28,8,0,58,3,0,32,0,140,,,,4,157,1,20,41,"Sunday Oct 26, 1975",,23,,,0,0,1,177,24,14,1,193,11,25,50,2,177,,,,1,354,1,100,16,SDG,San Diego Chargers,Oakland-Alameda County Coliseum,4:00pm,Home,RAI,Oakland Raiders
197510270chi,,18,,,3,1,0,181,30,16,1,234,6,13,40,0,150,,,,4,331,1,46,53,"Monday Oct 27, 1975",,11,,,2,1,2,79,22,10,0,97,4,9,31,1,137,,,,2,216,3,48,18,CHI,Chicago Bears,Soldier Field,9:00pm,Away,MIN,Minnesota Vikings
197511010nyg,,18,,,0,0,1,167,25,13,1,179,9,24,31,2,182,,,,2,349,1,65,12,"Saturday Nov 1, 1975",,22,,,1,1,1,183,26,18,2,191,4,35,37,3,165,,,,1,348,2,25,8,SDG,San Diego Chargers,Shea Stadium,1:00pm,Home,NYG,New York Giants
197511020cin,,20,,,2,2,2,130,24,13,2,164,11,30,47,2,239,,,,3,369,4,85,34,"Sunday Nov 2, 1975",,17,,,0,0,3,298,43,19,3,331,11,24,20,0,69,,,,4,367,3,90,33,CIN,Cincinnati Bengals,Riverfront Stadium,1:00pm,Away,PIT,Pittsburgh Steelers
197511020nyj,,22,,,2,1,2,287,29,15,3,296,6,24,33,0,148,,,,1,435,3,47,9,"Sunday Nov 2, 1975",,25,,,2,0,1,167,31,16,2,208,6,23,41,0,199,,,,4,366,1,50,41,NYJ,New York Jets,Shea Stadium,1:00pm,Away,BUF,Buffalo Bills
197511020nor,,19,,,4,3,3,210,37,14,1,241,10,7,25,0,95,,,,5,305,6,84,31,"Sunday Nov 2, 1975",,19,,,1,0,3,177,19,8,1,199,8,23,50,1,175,,,,3,352,3,60,22,ATL,Atlanta Falcons,Louisiana Superdome,2:00pm,Home,NOR,New Orleans Saints
197511020kan,,13,,,3,1,1,181,19,11,2,198,12,17,40,0,144,,,,2,325,2,99,17,"Sunday Nov 2, 1975",,22,,,2,1,3,208,36,17,0,220,9,13,36,1,137,,,,2,345,4,66,12,KAN,Kansas City Chiefs,Arrowhead Stadium,2:00pm,Away,OTI,Houston Oilers
197511020gnb,,23,,,1,1,1,266,30,24,3,285,5,28,37,1,101,,,,2,367,2,30,19,"Sunday Nov 2, 1975",,15,,,0,0,3,113,21,14,1,143,4,17,30,1,132,,,,3,245,3,20,30,GNB,Green Bay Packers,Lambeau Field,2:00pm,Away,MIN,Minnesota Vikings
