,attendance,away_first_downs,away_fourth_down_attempts,away_fourth_down_conversions,away_fumbles,away_fumbles_lost,away_interceptions,away_net_pass_yards,away_pass_attempts,away_pass_completions,away_pass_touchdowns,away_pass_yards,away_penalties,away_points,away_rush_attempts,away_rush_touchdowns,away_rush_yards,away_third_down_attempts,away_third_down_conversions,away_time_of_possession,away_times_sacked,away_total_yards,away_turnovers,away_yards_from_penalties,away_yards_lost_from_sacks,date,duration,home_first_downs,home_fourth_down_attempts,home_fourth_down_conversions,home_fumbles,home_fumbles_lost,home_interceptions,home_net_pass_yards,home_pass_attempts,home_pass_completions,home_pass_touchdowns,home_pass_yards,home_penalties,home_points,home_rush_attempts,home_rush_touchdowns,home_rush_yards,home_third_down_attempts,home_third_down_conversions,home_time_of_possession,home_times_sacked,home_total_yards,home_turnovers,home_yards_from_penalties,home_yards_lost_from_sacks,losing_abbr,losing_name,stadium,time,winner,winning_abbr,winning_name
197809090tam,,11,,,3,2,0,47,14,9,1,69,8,15,46,0,149,,,,2,196,2,80,22,"Saturday Sep 9, 1978",,10,,,6,5,1,-31,14,6,0,63,5,7,29,1,140,,,,7,109,6,45,94,TAM,Tampa Bay Buccaneers,Tampa Stadium,8:00pm,Away,DET,Detroit Lions
197809100pit,,18,,,2,2,1,154,22,11,0,174,7,10,28,1,93,,,,4,247,3,52,20,"Sunday Sep 10, 1978",,26,,,2,1,0,185,33,17,2,213,8,21,40,1,151,,,,2,336,1,65,28,SEA,Seattle Seahawks,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197809100nyg,,32,,,2,1,1,212,28,18,2,212,6,34,49,3,189,,,,0,401,2,60,0,"Sunday Sep 10, 1978",,22,,,2,1,3,243,37,15,1,261,5,24,24,2,100,,,,3,343,4,37,18,NYG,New York Giants,Giants Stadium,1:00pm,Away,DAL,Dallas Cowboys
197809100gnb,,25,,,1,0,1,295,53,33,1,303,4,17,23,1,100,,,,1,395,1,40,8,"Sunday Sep 10, 1978",,20,,,2,2,0,156,15,10,4,161,3,28,37,0,220,,,,1,376,2,20,5,NOR,New Orleans Saints,Milwaukee County Stadium,1:00pm,Home,GNB,Green Bay Packers
197809100was,,18,,,1,1,1,185,35,21,1,222,6,30,27,3,128,,,,4,313,2,48,37,"Sunday Sep 10, 1978",,19,,,2,2,1,199,24,14,3,226,7,35,35,1,117,,,,3,316,3,58,27,PHI,Philadelphia Eagles,Robert F. Kennedy Memorial Stadium,1:00pm,Home,WAS,Washington Redskins
197809100kan,,15,,,3,1,0,47,13,7,0,47,6,20,41,2,179,,,,0,226,1,50,0,"Sunday Sep 10, 1978",,19,,,1,1,1,34,14,9,0,60,7,17,41,2,261,,,,3,295,2,98,26,KAN,Kansas City Chiefs,Arrowhead Stadium,2:00pm,Away,OTI,Houston Oilers
197809100crd,,21,,,3,2,2,172,21,13,1,172,7,16,52,1,269,,,,0,441,4,71,0,"Sunday Sep 10, 1978",,9,,,3,2,1,136,28,12,1,150,7,6,20,0,57,,,,2,193,3,48,14,CRD,St. Louis Cardinals,Civic Center Busch Memorial Stadium,2:00pm,Away,NWE,New England Patriots
197809100cle,,14,,,2,0,1,162,26,15,1,169,9,10,36,0,115,,,,1,277,1,51,7,"Sunday Sep 10, 1978",,20,,,2,0,1,186,32,16,1,219,11,13,37,0,169,,,,4,355,1,90,33,CIN,Cincinnati Bengals,Cleveland Municipal Stadium,2:00pm,Home,CLE,Cleveland Browns
197809100clt,,20,,,2,1,1,148,22,14,3,163,6,42,42,2,292,,,,2,440,2,45,15,"Sunday Sep 10, 1978",,18,,,4,1,6,151,37,17,0,204,4,0,26,0,96,,,,4,247,7,35,53,CLT,Baltimore Colts,Memorial Stadium (Baltimore),4:00pm,Away,MIA,Miami Dolphins
197809100buf,,18,,,1,0,2,171,26,14,3,196,4,21,39,0,117,,,,3,288,2,40,25,"Sunday Sep 10, 1978",,17,,,1,0,1,213,32,20,2,222,9,20,25,0,101,,,,1,314,1,76,9,BUF,Buffalo Bills,Rich Stadium,4:00pm,Away,NYJ,New York Jets
197809100sfo,,11,,,1,0,1,101,22,7,0,115,8,16,37,1,111,,,,3,212,1,101,14,"Sunday Sep 10, 1978",,19,,,2,1,3,112,32,12,1,112,10,13,41,0,195,,,,0,307,4,91,0,SFO,San Francisco 49ers,Candlestick Park,4:00pm,Away,CHI,Chicago Bears
197809100sdg,,18,,,3,1,3,280,35,15,2,307,4,21,18,0,84,,,,4,364,4,36,27,"Sunday Sep 10, 1978",,24,,,0,0,0,175,29,17,1,175,6,20,53,2,197,,,,0,372,0,55,0,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,RAI,Oakland Raiders
197809100ram,,7,,,5,2,1,3,15,5,0,38,10,0,28,0,70,,,,4,73,3,76,35,"Sunday Sep 10, 1978",,23,,,3,2,2,216,36,19,0,237,9,10,46,1,142,,,,2,358,4,78,21,ATL,Atlanta Falcons,Los Angeles Memorial Coliseum,4:00pm,Home,RAM,Los Angeles Rams
197809110min,,18,,,4,3,3,129,32,15,0,171,6,9,29,1,102,,,,6,231,6,50,42,"Monday Sep 11, 1978",,13,,,1,0,3,105,34,15,0,120,7,12,36,0,101,,,,2,206,3,35,15,DEN,Denver Broncos,Metropolitan Stadium,9:00pm,Home,MIN,Minnesota Vikings
197809170det,,15,,,1,1,1,141,12,9,1,151,5,19,45,1,185,,,,1,326,2,35,10,"Sunday Sep 17, 1978",,15,,,3,2,0,94,27,13,0,144,7,0,27,0,143,,,,6,237,2,47,50,DET,Detroit Lions,Pontiac Silverdome,1:00pm,Away,CHI,Chicago Bears
197809170cin,,26,,,3,3,1,235,20,14,2,242,6,28,49,2,212,,,,1,447,4,56,7,"Sunday Sep 17, 1978",,9,,,1,0,2,123,36,17,0,123,7,3,19,0,56,,,,0,179,2,99,0,CIN,Cincinnati Bengals,Riverfront Stadium,1:00pm,Away,PIT,Pittsburgh Steelers
197809170atl,,17,,,5,3,0,198,35,20,2,219,13,24,34,1,110,,,,3,308,3,133,21,"Sunday Sep 17, 1978",,17,,,3,0,4,147,28,11,0,188,14,16,30,2,87,,,,6,234,4,113,41,ATL,Atlanta Falcons,Atlanta-Fulton County Stadium,1:00pm,Away,CLE,Cleveland Browns
197809170nyj,,28,,,1,1,1,181,26,19,0,191,4,24,40,3,153,,,,2,334,2,35,10,"Sunday Sep 17, 1978",,17,,,0,0,3,201,24,13,0,220,14,17,32,2,177,,,,2,378,3,100,19,NYJ,New York Jets,Shea Stadium,1:00pm,Away,SEA,Seattle Seahawks
197809170nyg,,19,,,2,1,1,150,28,15,0,171,8,10,37,1,215,,,,2,365,2,67,21,"Sunday Sep 17, 1978",,16,,,1,0,0,167,25,15,2,175,6,26,39,1,172,,,,1,339,0,60,8,KAN,Kansas City Chiefs,Giants Stadium,1:00pm,Home,NYG,New York Giants
197809170nor,,22,,,2,2,1,166,23,14,3,182,5,24,42,0,207,,,,5,373,3,35,16,"Sunday Sep 17, 1978",,14,,,2,1,3,220,32,17,1,239,10,17,21,1,88,,,,3,308,4,96,19,NOR,New Orleans Saints,Louisiana Superdome,2:00pm,Away,PHI,Philadelphia Eagles
197809170min,,10,,,2,1,0,63,19,5,1,63,11,16,40,1,92,,,,0,155,1,96,0,"Sunday Sep 17, 1978",,15,,,3,2,3,146,37,25,1,189,8,10,28,0,73,,,,4,219,5,61,43,MIN,Minnesota Vikings,Metropolitan Stadium,2:00pm,Away,TAM,Tampa Bay Buccaneers
197809170gnb,,28,,,1,0,4,72,16,6,1,72,7,28,58,3,348,,,,0,420,4,56,0,"Sunday Sep 17, 1978",,13,,,4,2,1,117,33,12,0,126,3,3,27,0,79,,,,2,196,3,29,9,GNB,Green Bay Packers,Lambeau Field,2:00pm,Away,RAI,Oakland Raiders
197809170crd,,16,,,1,0,0,47,14,6,2,61,9,28,46,1,255,,,,1,302,0,56,14,"Sunday Sep 17, 1978",,19,,,0,0,1,196,41,17,0,217,3,10,26,1,132,,,,2,328,1,40,21,CRD,St. Louis Cardinals,Civic Center Busch Memorial Stadium,2:00pm,Away,WAS,Washington Redskins
197809170oti,,18,,,2,2,1,321,32,20,2,321,7,19,26,0,61,,,,0,382,3,58,0,"Sunday Sep 17, 1978",,23,,,1,1,1,179,24,15,1,179,9,20,50,1,151,,,,0,330,2,66,0,SFO,San Francisco 49ers,Houston Astrodome,2:00pm,Home,OTI,Houston Oilers
197809170mia,,17,,,2,1,0,221,24,14,2,245,5,24,36,1,128,,,,3,349,1,47,24,"Sunday Sep 17, 1978",,18,,,4,1,0,88,14,7,1,97,4,31,46,3,285,,,,1,373,1,25,9,BUF,Buffalo Bills,Orange Bowl,4:00pm,Home,MIA,Miami Dolphins
197809170den,,18,,,1,0,2,214,33,19,1,230,9,14,27,1,101,,,,2,315,2,53,16,"Sunday Sep 17, 1978",,21,,,0,0,0,177,31,18,1,201,10,27,34,2,137,,,,3,314,0,85,24,SDG,San Diego Chargers,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
197809170ram,,21,,,3,1,4,223,46,22,2,246,6,14,29,0,96,,,,3,319,5,34,23,"Sunday Sep 17, 1978",,16,,,0,0,2,219,25,14,2,227,9,27,36,1,98,,,,1,317,2,84,8,DAL,Dallas Cowboys,Los Angeles Memorial Coliseum,4:00pm,Home,RAM,Los Angeles Rams
197809180nwe,,15,,,4,3,1,265,16,11,3,275,4,34,36,1,96,,,,1,361,4,37,10,"Monday Sep 18, 1978",,23,,,4,1,3,223,33,11,1,229,5,27,48,3,206,,,,1,429,4,55,6,NWE,New England Patriots,Schaefer Stadium,9:00pm,Away,CLT,Baltimore Colts
197809240pit,,19,,,1,0,2,102,32,14,0,139,8,9,32,0,97,,,,5,199,2,68,37,"Sunday Sep 24, 1978",,18,,,1,1,2,200,32,14,1,208,11,15,37,0,139,,,,1,339,3,119,8,CLE,Cleveland Browns,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197809240phi,,9,,,0,0,3,61,17,6,0,76,2,3,23,0,82,,,,2,143,3,15,15,"Sunday Sep 24, 1978",,20,,,1,1,0,115,19,13,1,128,5,17,50,1,222,,,,2,337,1,40,13,MIA,Miami Dolphins,Veterans Stadium,1:00pm,Home,PHI,Philadelphia Eagles
197809240oti,,26,,,4,3,0,213,26,17,0,220,1,10,50,1,175,,,,1,388,3,14,7,"Sunday Sep 24, 1978",,10,,,2,1,1,120,20,10,0,120,5,6,23,0,112,,,,0,232,2,29,0,OTI,Houston Oilers,Houston Astrodome,1:00pm,Away,RAM,Los Angeles Rams
197809240was,,11,,,2,1,2,113,23,10,0,153,9,3,25,0,102,,,,6,215,3,74,40,"Sunday Sep 24, 1978",,26,,,3,1,0,171,30,21,2,209,11,23,45,0,256,,,,3,427,1,102,38,NYJ,New York Jets,Robert F. Kennedy Memorial Stadium,1:00pm,Home,WAS,Washington Redskins
197809240cin,,12,,,4,1,1,180,25,14,0,208,5,20,29,2,74,,,,4,254,2,52,28,"Sunday Sep 24, 1978",,14,,,3,1,0,117,17,9,1,117,5,18,46,0,166,,,,0,283,1,31,0,CIN,Cincinnati Bengals,Riverfront Stadium,1:00pm,Away,NOR,New Orleans Saints
197809240buf,,16,,,1,0,3,125,27,10,1,134,6,17,35,0,182,,,,1,307,3,60,9,"Sunday Sep 24, 1978",,12,,,2,1,0,118,14,9,2,154,5,24,41,0,129,,,,5,247,1,51,36,CLT,Baltimore Colts,Rich Stadium,1:00pm,Home,BUF,Buffalo Bills
197809240kan,,25,,,1,0,1,129,21,12,1,138,6,23,58,2,228,,,,2,357,1,31,9,"Sunday Sep 24, 1978",,13,,,1,1,1,89,10,7,0,89,6,17,41,2,155,,,,0,244,2,40,0,KAN,Kansas City Chiefs,Arrowhead Stadium,2:00pm,Away,DEN,Denver Broncos
197809240nyg,,13,,,2,1,4,87,33,11,0,112,6,10,29,1,104,,,,3,191,5,29,25,"Sunday Sep 24, 1978",,22,,,1,1,2,126,26,12,1,154,10,27,52,2,256,,,,3,382,3,95,28,SFO,San Francisco 49ers,Giants Stadium,4:00pm,Home,NYG,New York Giants
197809240dal,,16,,,1,0,0,195,30,15,1,204,2,12,36,0,115,,,,1,310,0,15,9,"Sunday Sep 24, 1978",,21,,,2,2,0,173,26,16,1,182,4,21,37,2,216,,,,2,389,2,33,9,CRD,St. Louis Cardinals,Texas Stadium,4:00pm,Home,DAL,Dallas Cowboys
197809240tam,,13,,,1,0,3,69,24,12,1,81,6,9,40,0,148,,,,1,217,3,55,12,"Sunday Sep 24, 1978",,10,,,2,1,0,82,24,7,1,95,9,14,34,0,94,,,,1,176,1,73,13,ATL,Atlanta Falcons,Tampa Stadium,4:00pm,Home,TAM,Tampa Bay Buccaneers
197809240sea,,15,,,2,0,0,129,26,16,0,155,13,16,30,1,132,,,,2,261,0,100,26,"Sunday Sep 24, 1978",,21,,,3,0,1,158,17,12,3,189,5,28,36,1,87,,,,6,245,1,40,31,DET,Detroit Lions,Seattle Kingdome,4:00pm,Home,SEA,Seattle Seahawks
197809240sdg,,9,,,1,1,1,9,14,7,0,92,11,24,33,1,118,,,,10,127,2,105,83,"Sunday Sep 24, 1978",,20,,,9,6,5,154,37,22,0,214,7,3,30,0,91,,,,8,245,11,51,60,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,GNB,Green Bay Packers
197809240rai,,22,,,1,1,3,197,25,14,1,219,8,21,41,2,207,,,,3,404,4,77,22,"Sunday Sep 24, 1978",,14,,,0,0,3,153,21,13,1,180,4,14,34,1,83,,,,3,236,3,45,27,RAI,Oakland Raiders,Oakland-Alameda County Coliseum,9:00pm,Away,NWE,New England Patriots
197809250chi,,17,,,1,1,1,142,20,14,1,152,13,24,39,1,153,,,,1,295,2,86,10,"Monday Sep 25, 1978",,23,,,3,1,2,188,37,22,0,207,5,20,36,2,90,,,,2,278,3,64,19,CHI,Chicago Bears,Soldier Field,9:00pm,Away,MIN,Minnesota Vikings
197810010mia,,19,,,2,1,0,211,33,21,1,211,8,10,36,0,140,,,,0,351,1,70,0,"Sunday Oct 1, 1978",,16,,,0,0,1,144,21,12,2,144,3,24,34,1,123,,,,0,267,1,15,0,CRD,St. Louis Cardinals,Orange Bowl,1:00pm,Home,MIA,Miami Dolphins
197810010cle,,20,,,3,3,1,215,29,14,1,215,7,16,46,1,164,,,,0,379,4,68,0,"Sunday Oct 1, 1978",,11,,,2,1,3,104,32,12,1,106,6,13,23,0,78,,,,1,182,4,45,2,CLE,Cleveland Browns,Cleveland Municipal Stadium,1:00pm,Away,OTI,Houston Oilers
197810010tam,,19,,,1,0,1,208,31,20,1,213,5,24,37,1,111,,,,1,319,1,35,5,"Sunday Oct 1, 1978",,18,,,1,0,3,283,35,16,1,311,3,7,24,0,87,,,,2,370,3,25,28,TAM,Tampa Bay Buccaneers,Tampa Stadium,1:00pm,Away,MIN,Minnesota Vikings
197810010buf,,15,,,2,2,0,70,21,9,0,83,4,13,38,1,238,,,,1,308,2,63,13,"Sunday Oct 1, 1978",,17,,,3,2,1,176,18,15,2,210,6,28,39,2,117,,,,3,293,3,72,34,KAN,Kansas City Chiefs,Rich Stadium,1:00pm,Home,BUF,Buffalo Bills
197810010atl,,8,,,3,1,0,59,21,7,0,86,10,20,25,1,87,,,,3,146,1,63,27,"Sunday Oct 1, 1978",,22,,,3,3,0,198,26,14,1,226,8,23,51,2,152,,,,3,350,3,68,28,NYG,New York Giants,Atlanta-Fulton County Stadium,1:00pm,Home,ATL,Atlanta Falcons
197810010nyj,,20,,,1,1,1,189,26,17,3,189,2,28,39,1,138,,,,0,327,2,7,0,"Sunday Oct 1, 1978",,18,,,0,0,1,142,23,9,0,192,4,17,36,2,155,,,,5,297,1,17,50,NYJ,New York Jets,Shea Stadium,1:00pm,Away,PIT,Pittsburgh Steelers
197810010nwe,,18,,,3,2,1,162,20,14,3,173,6,23,38,0,160,,,,3,322,3,63,11,"Sunday Oct 1, 1978",,19,,,0,0,1,198,29,17,3,231,5,28,32,1,101,,,,3,299,1,39,33,SDG,San Diego Chargers,Schaefer Stadium,1:00pm,Home,NWE,New England Patriots
197810010nor,,15,,,1,0,1,157,21,10,1,167,9,26,33,0,124,,,,1,281,1,74,10,"Sunday Oct 1, 1978",,19,,,2,0,1,172,28,17,3,208,6,20,31,0,143,,,,4,315,1,50,36,NOR,New Orleans Saints,Louisiana Superdome,2:00pm,Away,RAM,Los Angeles Rams
197810010gnb,,14,,,0,0,1,101,25,14,2,151,9,14,31,0,126,,,,6,227,1,73,50,"Sunday Oct 1, 1978",,16,,,3,2,2,261,20,15,2,261,11,35,32,3,221,,,,0,482,4,92,0,DET,Detroit Lions,Milwaukee County Stadium,2:00pm,Home,GNB,Green Bay Packers
197810010clt,,21,,,4,2,0,117,19,12,1,141,10,17,43,1,245,,,,3,362,2,91,24,"Sunday Oct 1, 1978",,13,,,2,0,1,145,24,13,1,145,6,14,32,1,89,,,,0,234,1,55,0,CLT,Baltimore Colts,Memorial Stadium (Baltimore),2:00pm,Away,PHI,Philadelphia Eagles
197810010den,,19,,,3,2,3,231,39,25,0,233,4,7,25,1,92,,,,1,323,5,20,2,"Sunday Oct 1, 1978",,24,,,2,0,3,169,23,16,2,181,9,28,41,2,204,,,,1,373,3,91,12,SEA,Seattle Seahawks,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
197810010chi,,26,,,1,0,0,255,43,25,0,278,8,25,39,2,156,,,,2,411,0,49,23,"Sunday Oct 1, 1978",,17,,,0,0,2,122,18,12,0,136,9,19,37,1,156,,,,2,278,2,87,14,CHI,Chicago Bears,Soldier Field,4:00pm,Away,RAI,Oakland Raiders
197810010sfo,,18,,,5,3,5,219,35,17,1,235,13,12,32,0,103,,,,2,322,8,133,16,"Sunday Oct 1, 1978",,11,,,2,0,2,66,17,8,2,66,8,28,42,1,113,,,,0,179,2,62,0,CIN,Cincinnati Bengals,Candlestick Park,4:00pm,Home,SFO,San Francisco 49ers
197810020was,,19,,,1,1,1,200,30,13,0,212,8,5,33,0,109,,,,1,309,2,44,12,"Monday Oct 2, 1978",,16,,,1,0,1,124,22,11,0,156,7,9,36,0,127,,,,3,251,1,59,32,DAL,Dallas Cowboys,Robert F. Kennedy Memorial Stadium,9:00pm,Home,WAS,Washington Redskins
197810080pit,,20,,,3,2,2,144,33,17,1,188,4,7,34,0,113,,,,5,257,4,38,44,"Sunday Oct 8, 1978",,28,,,4,3,0,206,18,13,1,231,8,31,44,3,181,,,,2,387,3,74,25,ATL,Atlanta Falcons,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197810080nyj,,16,,,2,2,2,185,28,12,2,185,10,14,35,0,137,,,,0,322,4,78,0,"Sunday Oct 8, 1978",,18,,,2,1,0,47,10,4,1,66,6,45,45,3,231,,,,2,278,1,35,19,BUF,Buffalo Bills,Shea Stadium,1:00pm,Home,NYJ,New York Jets
197810080nwe,,17,,,5,4,0,186,39,18,1,189,7,14,24,1,107,,,,1,293,4,42,3,"Sunday Oct 8, 1978",,22,,,3,3,1,189,24,12,1,189,7,24,50,2,205,,,,0,394,4,54,0,PHI,Philadelphia Eagles,Schaefer Stadium,1:00pm,Home,NWE,New England Patriots
197810080det,,12,,,0,0,2,208,27,12,2,220,5,21,25,0,76,,,,1,284,2,84,12,"Sunday Oct 8, 1978",,19,,,1,0,1,143,30,15,0,153,6,19,46,1,231,,,,1,374,1,45,10,DET,Detroit Lions,Pontiac Silverdome,1:00pm,Away,WAS,Washington Redskins
197810080nor,,20,,,2,2,1,92,17,11,1,103,7,24,44,2,179,,,,1,271,3,58,11,"Sunday Oct 8, 1978",,21,,,1,1,1,231,39,24,1,249,10,16,22,1,67,,,,2,298,2,70,18,NOR,New Orleans Saints,Louisiana Superdome,2:00pm,Away,CLE,Cleveland Browns
197810080kan,,21,,,1,1,0,226,23,14,1,226,8,30,39,3,121,,,,0,347,1,80,0,"Sunday Oct 8, 1978",,15,,,0,0,2,136,28,15,1,136,9,13,40,0,120,,,,0,256,2,113,0,KAN,Kansas City Chiefs,Arrowhead Stadium,2:00pm,Away,TAM,Tampa Bay Buccaneers
197810080gnb,,21,,,3,2,3,210,37,23,2,224,8,14,40,0,147,,,,2,357,5,70,14,"Sunday Oct 8, 1978",,8,,,4,2,0,68,12,6,1,88,8,24,36,1,98,,,,2,166,2,50,20,CHI,Chicago Bears,Lambeau Field,2:00pm,Home,GNB,Green Bay Packers
197810080dal,,10,,,3,1,1,40,20,6,0,103,5,3,28,0,102,,,,8,142,2,55,63,"Sunday Oct 8, 1978",,21,,,1,1,1,200,33,17,3,246,4,24,34,0,157,,,,5,357,2,35,46,NYG,New York Giants,Texas Stadium,2:00pm,Home,DAL,Dallas Cowboys
197810080crd,,14,,,1,1,1,66,17,10,1,77,3,30,35,2,156,,,,1,222,2,35,11,"Sunday Oct 8, 1978",,21,,,2,2,1,198,32,19,0,230,12,17,39,2,145,,,,4,343,3,96,32,CRD,St. Louis Cardinals,Civic Center Busch Memorial Stadium,2:00pm,Away,CLT,Baltimore Colts
197810080sea,,28,,,2,1,0,274,37,27,2,274,5,28,31,2,117,,,,0,391,1,31,0,"Sunday Oct 8, 1978",,23,,,1,0,2,248,28,17,1,256,8,29,32,3,184,,,,2,432,2,49,8,MIN,Minnesota Vikings,Seattle Kingdome,4:00pm,Home,SEA,Seattle Seahawks
197810080sdg,,11,,,2,2,3,80,30,8,0,90,6,0,16,0,76,,,,1,156,5,30,10,"Sunday Oct 8, 1978",,19,,,1,1,1,170,34,22,1,187,11,23,45,1,128,,,,3,298,2,78,17,DEN,Denver Broncos,San Diego Stadium,4:00pm,Home,SDG,San Diego Chargers
197810080ram,,13,,,1,1,1,83,26,7,0,83,9,10,32,1,132,,,,0,215,2,73,0,"Sunday Oct 8, 1978",,23,,,3,2,2,177,29,14,2,191,15,27,41,1,227,,,,2,404,4,136,14,SFO,San Francisco 49ers,Los Angeles Memorial Coliseum,4:00pm,Home,RAM,Los Angeles Rams
197810080rai,,20,,,1,1,1,168,17,9,2,168,6,17,51,0,205,,,,0,373,2,72,0,"Sunday Oct 8, 1978",,22,,,2,2,3,156,23,14,1,168,3,21,33,1,123,,,,2,279,5,30,12,OTI,Houston Oilers,Oakland-Alameda County Coliseum,4:00pm,Home,RAI,Oakland Raiders
