,attendance,away_first_downs,away_fourth_down_attempts,away_fourth_down_conversions,away_fumbles,away_fumbles_lost,away_interceptions,away_net_pass_yards,away_pass_attempts,away_pass_completions,away_pass_touchdowns,away_pass_yards,away_penalties,away_points,away_rush_attempts,away_rush_touchdowns,away_rush_yards,away_third_down_attempts,away_third_down_conversions,away_time_of_possession,away_times_sacked,away_total_yards,away_turnovers,away_yards_from_penalties,away_yards_lost_from_sacks,date,duration,home_first_downs,home_fourth_down_attempts,home_fourth_down_conversions,home_fumbles,home_fumbles_lost,home_interceptions,home_net_pass_yards,home_pass_attempts,home_pass_completions,home_pass_touchdowns,home_pass_yards,home_penalties,home_points,home_rush_attempts,home_rush_touchdowns,home_rush_yards,home_third_down_attempts,home_third_down_conversions,home_time_of_possession,home_times_sacked,home_total_yards,home_turnovers,home_yards_from_penalties,home_yards_lost_from_sacks,losing_abbr,losing_name,stadium,time,winner,winning_abbr,winning_name
198110180min,,26,,,2,2,2,298,44,29,2,330,3,23,26,1,105,,,,3,403,4,25,32,"Sunday Oct 18, 1981",,20,,,1,0,0,240,46,24,4,257,5,35,23,1,94,,,,2,334,0,40,17,PHI,Philadelphia Eagles,Metropolitan Stadium,1:00pm,Home,MIN,Minnesota Vikings
198110180mia,,20,,,1,1,1,139,23,17,0,149,3,10,38,1,162,,,,1,301,2,36,10,"Sunday Oct 18, 1981",,20,,,2,2,0,296,28,15,0,296,4,13,31,1,149,,,,0,445,2,27,0,WAS,Washington Redskins,Orange Bowl,1:00pm,Home,MIA,Miami Dolphins
198110180gnb,,21,,,2,1,0,211,32,23,0,220,7,13,47,1,126,,,,1,337,1,35,9,"Sunday Oct 18, 1981",,13,,,1,0,1,163,24,14,0,193,4,3,19,0,78,,,,4,241,1,35,30,GNB,Green Bay Packers,Milwaukee County Stadium,1:00pm,Away,SFO,San Francisco 49ers
198110180cle,,14,,,1,1,0,192,29,17,1,207,5,17,24,1,142,,,,2,334,1,35,15,"Sunday Oct 18, 1981",,23,,,2,1,0,261,42,25,0,270,5,20,32,2,94,,,,1,355,1,43,9,NOR,New Orleans Saints,Cleveland Municipal Stadium,1:00pm,Home,CLE,Cleveland Browns
198110180cin,,10,,,3,1,0,140,27,14,1,145,7,7,19,0,65,,,,1,205,1,40,5,"Sunday Oct 18, 1981",,25,,,2,0,0,330,28,16,2,346,6,34,43,2,164,,,,3,494,0,50,16,PIT,Pittsburgh Steelers,Riverfront Stadium,1:00pm,Home,CIN,Cincinnati Bengals
198110180atl,,22,,,2,1,3,263,51,24,0,263,5,20,25,2,120,,,,0,383,4,68,0,"Sunday Oct 18, 1981",,17,,,2,2,0,280,32,18,4,288,6,41,29,1,114,,,,1,394,2,43,8,CRD,St. Louis Cardinals,Atlanta-Fulton County Stadium,1:00pm,Home,ATL,Atlanta Falcons
198110180nyj,,14,,,3,1,2,242,36,15,2,250,6,14,16,0,46,,,,1,288,3,47,8,"Sunday Oct 18, 1981",,21,,,3,1,0,174,27,17,1,190,4,33,43,1,200,,,,2,374,1,20,16,BUF,Buffalo Bills,Shea Stadium,1:00pm,Home,NYJ,New York Jets
198110180nwe,,18,,,0,0,4,189,35,18,1,201,2,10,33,0,120,,,,1,309,4,30,12,"Sunday Oct 18, 1981",,21,,,3,3,1,192,21,12,3,192,1,38,41,2,244,,,,0,436,4,5,0,OTI,Houston Oilers,Schaefer Stadium,1:00pm,Home,NWE,New England Patriots
198110180clt,,30,,,1,1,0,298,43,26,3,298,6,43,37,3,172,,,,0,470,1,30,0,"Sunday Oct 18, 1981",,18,,,2,1,2,196,37,20,2,255,5,14,16,0,68,,,,6,264,3,45,59,CLT,Baltimore Colts,Memorial Stadium (Baltimore),2:00pm,Away,SDG,San Diego Chargers
198110180kan,,20,,,2,2,3,319,43,28,2,358,10,14,29,0,77,,,,5,396,5,96,39,"Sunday Oct 18, 1981",,13,,,4,3,2,100,12,6,1,100,5,28,45,2,224,,,,0,324,5,47,0,DEN,Denver Broncos,Arrowhead Stadium,4:00pm,Home,KAN,Kansas City Chiefs
198110180sea,,20,,,1,0,1,88,28,12,1,103,2,32,44,1,213,,,,2,301,1,15,15,"Sunday Oct 18, 1981",,10,,,4,2,2,98,34,20,0,143,5,0,14,0,29,,,,5,127,4,31,45,SEA,Seattle Seahawks,Seattle Kingdome,4:00pm,Away,NYG,New York Giants
198110180rai,,11,,,3,3,0,327,30,16,2,335,2,16,16,0,29,,,,2,356,3,14,8,"Sunday Oct 18, 1981",,22,,,3,0,3,176,34,17,0,176,3,18,51,1,194,,,,1,370,3,20,0,TAM,Tampa Bay Buccaneers,Oakland-Alameda County Coliseum,4:00pm,Home,RAI,Oakland Raiders
198110180dal,,22,,,1,0,3,203,30,13,1,237,10,17,34,1,171,,,,4,374,3,78,34,"Sunday Oct 18, 1981",,24,,,2,1,2,275,33,15,1,277,15,29,42,2,221,,,,1,496,3,108,2,RAM,Los Angeles Rams,Texas Stadium,9:00pm,Home,DAL,Dallas Cowboys
198110190det,,24,,,3,3,1,316,33,20,1,326,12,17,37,1,133,,,,1,449,4,127,10,"Monday Oct 19, 1981",,23,,,1,1,0,326,25,14,4,336,7,48,32,2,159,,,,1,485,1,47,10,CHI,Chicago Bears,Pontiac Silverdome,9:00pm,Home,DET,Detroit Lions
198110250det,,23,,,2,2,1,307,43,24,2,340,5,27,21,1,75,,,,3,382,3,47,33,"Sunday Oct 25, 1981",,24,,,4,1,1,238,36,20,1,271,9,31,38,3,171,,,,4,409,2,75,33,GNB,Green Bay Packers,Pontiac Silverdome,1:00pm,Home,DET,Detroit Lions
198110250crd,,22,,,2,1,2,318,55,25,2,343,11,17,17,0,69,,,,3,387,3,104,25,"Sunday Oct 25, 1981",,18,,,0,0,2,182,26,13,2,191,7,30,40,1,138,,,,1,320,2,35,9,MIN,Minnesota Vikings,Civic Center Busch Memorial Stadium,1:00pm,Home,CRD,St. Louis Cardinals
198110250cle,,18,,,2,1,2,239,37,17,3,249,5,28,32,0,118,,,,2,357,3,33,10,"Sunday Oct 25, 1981",,30,,,4,4,2,431,41,30,4,444,6,42,33,2,131,,,,1,562,6,56,13,CLT,Baltimore Colts,Cleveland Municipal Stadium,1:00pm,Home,CLE,Cleveland Browns
198110250was,,23,,,6,1,2,283,30,17,0,306,9,22,39,2,126,,,,3,409,3,75,23,"Sunday Oct 25, 1981",,15,,,2,2,0,145,23,14,1,162,5,24,32,1,85,,,,2,230,2,82,17,NWE,New England Patriots,Robert F. Kennedy Memorial Stadium,1:00pm,Home,WAS,Washington Redskins
198110250buf,,10,,,0,0,0,97,25,10,1,151,4,7,24,0,64,,,,7,161,0,30,54,"Sunday Oct 25, 1981",,17,,,1,1,1,204,42,21,0,223,7,9,29,0,119,,,,2,323,2,78,19,DEN,Denver Broncos,Rich Stadium,1:00pm,Home,BUF,Buffalo Bills
198110250atl,,12,,,3,0,0,213,32,19,2,256,7,27,28,0,76,,,,5,289,0,55,43,"Sunday Oct 25, 1981",,23,,,3,1,1,289,48,24,2,311,3,24,36,1,141,,,,3,430,2,25,22,ATL,Atlanta Falcons,Atlanta-Fulton County Stadium,1:00pm,Away,NYG,New York Giants
198110250phi,,24,,,2,1,3,238,45,19,0,243,6,10,30,1,109,,,,1,347,4,40,5,"Sunday Oct 25, 1981",,17,,,4,2,1,109,15,9,1,121,7,20,42,1,189,,,,1,298,3,57,12,TAM,Tampa Bay Buccaneers,Veterans Stadium,1:00pm,Home,PHI,Philadelphia Eagles
198110250nor,,15,,,2,1,1,171,41,19,1,198,7,7,19,0,34,,,,3,205,2,55,27,"Sunday Oct 25, 1981",,18,,,1,0,1,170,25,16,1,190,6,17,37,1,166,,,,2,336,1,40,20,CIN,Cincinnati Bengals,Louisiana Superdome,2:00pm,Home,NOR,New Orleans Saints
198110250nyj,,26,,,2,1,0,163,21,13,1,172,10,19,50,2,217,,,,1,380,1,65,9,"Sunday Oct 25, 1981",,15,,,2,2,2,101,29,14,0,121,5,3,25,0,118,,,,2,219,4,50,20,NYJ,New York Jets,Shea Stadium,4:00pm,Away,SEA,Seattle Seahawks
198110250dal,,25,,,3,0,5,381,37,21,3,408,2,27,34,1,148,,,,3,529,5,11,27,"Sunday Oct 25, 1981",,23,,,2,1,1,327,32,22,3,354,3,28,36,1,139,,,,2,466,2,20,27,MIA,Miami Dolphins,Texas Stadium,4:00pm,Home,DAL,Dallas Cowboys
198110250chi,,15,,,0,0,2,295,43,13,2,295,10,17,20,0,61,,,,0,356,2,64,0,"Sunday Oct 25, 1981",,28,,,2,1,0,219,39,17,0,219,9,20,61,2,195,,,,0,414,1,67,0,SDG,San Diego Chargers,Soldier Field,4:00pm,Home,CHI,Chicago Bears
198110250sfo,,25,,,0,0,1,256,39,20,1,310,7,17,37,1,145,,,,6,401,1,39,54,"Sunday Oct 25, 1981",,14,,,0,0,0,265,32,18,2,287,5,20,28,0,60,,,,3,325,0,45,22,RAM,Los Angeles Rams,Candlestick Park,4:00pm,Home,SFO,San Francisco 49ers
198110250rai,,22,,,1,1,3,211,35,17,0,235,6,28,34,3,119,,,,5,330,4,85,24,"Sunday Oct 25, 1981",,21,,,2,2,4,225,47,19,1,251,10,17,37,1,117,,,,3,342,6,123,26,RAI,Oakland Raiders,Oakland-Alameda County Coliseum,4:00pm,Away,KAN,Kansas City Chiefs
198110260pit,,13,,,5,2,1,231,24,16,1,261,6,13,28,0,76,,,,3,307,3,41,30,"Monday Oct 26, 1981",,22,,,0,0,1,196,28,14,2,208,5,26,37,1,167,,,,1,363,1,54,12,OTI,Houston Oilers,Three Rivers Stadium,9:00pm,Home,PIT,Pittsburgh Steelers
198111010pit,,25,,,0,0,2,200,38,23,1,210,6,17,39,1,130,,,,1,330,2,55,10,"Sunday Nov 1, 1981",,16,,,3,3,3,125,23,12,1,125,8,14,28,0,144,,,,0,269,6,45,0,PIT,Pittsburgh Steelers,Three Rivers Stadium,1:00pm,Away,SFO,San Francisco 49ers
198111010nyg,,13,,,2,1,0,185,30,13,1,207,11,26,35,0,114,,,,3,299,1,91,22,"Sunday Nov 1, 1981",,10,,,3,2,1,111,36,22,0,182,6,7,15,0,55,,,,9,166,3,61,71,NYG,New York Giants,Giants Stadium,1:00pm,Away,NYJ,New York Jets
198111010nor,,20,,,0,0,1,262,22,15,3,269,7,41,39,2,144,,,,1,406,1,92,7,"Sunday Nov 1, 1981",,14,,,3,2,1,204,38,22,1,225,10,10,22,0,58,,,,2,262,3,85,21,NOR,New Orleans Saints,Louisiana Superdome,1:00pm,Away,ATL,Atlanta Falcons
198111010mia,,19,,,2,1,2,240,37,23,1,248,7,10,21,0,68,,,,1,308,3,58,8,"Sunday Nov 1, 1981",,19,,,0,0,0,164,25,14,2,164,6,27,33,1,146,,,,0,310,0,55,0,CLT,Baltimore Colts,Orange Bowl,1:00pm,Home,MIA,Miami Dolphins
198111010cin,,21,,,3,1,3,301,37,25,2,301,7,21,26,1,132,,,,0,433,4,60,0,"Sunday Nov 1, 1981",,25,,,1,1,0,266,30,21,3,281,4,34,36,1,156,,,,2,422,1,35,15,OTI,Houston Oilers,Riverfront Stadium,1:00pm,Home,CIN,Cincinnati Bengals
198111010tam,,18,,,3,1,2,233,36,21,0,239,5,10,30,1,92,,,,1,325,3,39,6,"Sunday Nov 1, 1981",,15,,,2,0,1,183,21,9,2,192,5,20,37,0,209,,,,1,392,1,47,9,CHI,Chicago Bears,Tampa Stadium,1:00pm,Home,TAM,Tampa Bay Buccaneers
198111010buf,,14,,,2,0,3,140,38,14,1,199,5,13,20,0,71,,,,6,211,3,30,59,"Sunday Nov 1, 1981",,21,,,4,4,1,297,30,14,3,297,8,22,44,0,172,,,,0,469,5,125,0,CLE,Cleveland Browns,Rich Stadium,1:00pm,Home,BUF,Buffalo Bills
198111010gnb,,15,,,3,2,1,102,28,14,2,133,7,24,26,0,119,,,,5,221,3,65,31,"Sunday Nov 1, 1981",,25,,,2,1,2,195,31,19,3,205,6,34,43,1,182,,,,2,377,3,39,10,SEA,Seattle Seahawks,Lambeau Field,2:00pm,Home,GNB,Green Bay Packers
198111010rai,,15,,,1,1,1,205,31,18,1,244,3,17,28,1,77,,,,5,282,2,25,39,"Sunday Nov 1, 1981",,24,,,3,2,1,275,36,22,1,283,3,27,36,1,185,,,,2,460,3,25,8,NWE,New England Patriots,Oakland-Alameda County Coliseum,4:00pm,Home,RAI,Oakland Raiders
198111010phi,,19,,,4,1,2,176,24,13,1,203,4,17,37,1,141,,,,4,317,3,42,27,"Sunday Nov 1, 1981",,17,,,1,0,1,197,27,12,1,237,10,14,24,1,94,,,,4,291,1,76,40,PHI,Philadelphia Eagles,Veterans Stadium,4:00pm,Away,DAL,Dallas Cowboys
198111010was,,29,,,1,0,4,319,47,27,3,334,10,21,22,0,130,,,,3,449,4,84,15,"Sunday Nov 1, 1981",,25,,,1,1,0,201,19,14,3,219,6,42,39,3,160,,,,1,361,1,27,18,CRD,St. Louis Cardinals,Robert F. Kennedy Memorial Stadium,4:00pm,Home,WAS,Washington Redskins
198111010sdg,,26,,,5,3,0,155,22,13,1,190,10,20,40,1,184,,,,5,339,3,74,35,"Sunday Nov 1, 1981",,21,,,6,3,1,297,39,24,0,297,8,22,25,2,82,,,,0,379,4,48,0,KAN,Kansas City Chiefs,Jack Murphy Stadium,4:00pm,Home,SDG,San Diego Chargers
198111010ram,,13,,,2,0,2,168,25,7,1,193,5,13,33,0,125,,,,3,293,2,25,25,"Sunday Nov 1, 1981",,17,,,2,1,2,143,24,14,0,186,6,20,37,2,178,,,,5,321,3,40,43,DET,Detroit Lions,Anaheim Stadium,4:00pm,Home,RAM,Los Angeles Rams
198111020den,,19,,,2,1,1,223,36,22,0,230,4,17,22,2,102,,,,1,325,2,35,7,"Monday Nov 2, 1981",,17,,,1,1,1,182,30,16,1,201,4,19,37,1,147,,,,3,329,2,40,19,MIN,Minnesota Vikings,Mile High Stadium,9:00pm,Home,DEN,Denver Broncos
198111080oti,,16,,,1,0,2,167,32,16,0,175,4,16,28,1,149,,,,1,316,2,44,8,"Sunday Nov 8, 1981",,17,,,3,2,0,190,31,17,1,197,9,17,41,1,108,,,,1,298,2,65,7,RAI,Oakland Raiders,Houston Astrodome,1:00pm,Home,OTI,Houston Oilers
198111080nwe,,24,,,3,2,2,216,37,22,0,242,6,30,41,3,203,,,,2,419,4,51,26,"Sunday Nov 8, 1981",,23,,,1,1,4,351,40,23,1,355,9,27,32,2,141,,,,1,492,5,77,4,NWE,New England Patriots,Schaefer Stadium,1:00pm,Away,MIA,Miami Dolphins
198111080min,,10,,,2,2,0,150,27,13,1,154,5,10,15,0,43,,,,1,193,2,35,4,"Sunday Nov 8, 1981",,26,,,2,2,2,221,41,24,1,228,8,25,46,1,205,,,,1,426,4,53,7,TAM,Tampa Bay Buccaneers,Metropolitan Stadium,1:00pm,Home,MIN,Minnesota Vikings
198111080gnb,,17,,,4,3,4,233,46,23,3,251,8,24,31,0,88,,,,2,321,7,54,18,"Sunday Nov 8, 1981",,13,,,1,0,2,185,31,14,0,203,1,26,30,0,82,,,,2,267,2,5,18,NYG,New York Giants,Milwaukee County Stadium,1:00pm,Home,GNB,Green Bay Packers
198111080was,,24,,,4,3,3,277,22,14,1,282,8,31,35,3,222,,,,1,499,6,69,5,"Sunday Nov 8, 1981",,25,,,1,1,2,271,32,19,1,287,3,33,41,2,193,,,,2,464,3,60,16,DET,Detroit Lions,Robert F. Kennedy Memorial Stadium,1:00pm,Home,WAS,Washington Redskins
198111080crd,,30,,,1,0,1,255,35,19,5,255,7,52,45,2,197,,,,0,452,1,59,0,"Sunday Nov 8, 1981",,13,,,3,3,2,158,29,14,1,199,10,10,19,0,81,,,,5,239,5,86,41,CRD,St. Louis Cardinals,Civic Center Busch Memorial Stadium,1:00pm,Away,PHI,Philadelphia Eagles
198111080kan,,15,,,2,0,0,77,30,7,1,77,10,16,61,0,201,,,,0,278,0,52,0,"Sunday Nov 8, 1981",,18,,,5,5,1,84,34,12,1,113,5,13,39,0,165,,,,4,249,6,50,29,KAN,Kansas City Chiefs,Arrowhead Stadium,2:00pm,Away,CHI,Chicago Bears
198111080ram,,26,,,7,2,0,155,19,11,0,182,13,21,52,3,307,,,,3,462,2,108,27,"Sunday Nov 8, 1981",,16,,,0,0,4,191,33,15,1,223,13,13,23,0,113,,,,3,304,4,97,32,RAM,Los Angeles Rams,Anaheim Stadium,4:00pm,Away,NOR,New Orleans Saints
198111080den,,20,,,3,2,2,280,42,20,1,290,5,20,22,1,82,,,,1,362,4,24,10,"Sunday Nov 8, 1981",,22,,,3,2,0,246,33,21,1,291,7,23,36,1,116,,,,6,362,2,34,45,CLE,Cleveland Browns,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
198111080sfo,,19,,,2,0,3,216,42,20,1,236,8,14,26,1,76,,,,3,292,3,82,20,"Sunday Nov 8, 1981",,17,,,4,0,1,205,30,16,2,223,11,17,34,0,82,,,,2,287,1,74,18,ATL,Atlanta Falcons,Candlestick Park,4:00pm,Home,SFO,San Francisco 49ers
198111080clt,,28,,,1,0,0,271,31,21,3,277,4,41,37,2,122,,,,1,393,0,25,6,"Sunday Nov 8, 1981",,21,,,3,1,1,218,33,24,1,243,6,14,24,1,114,,,,2,332,2,74,25,CLT,Baltimore Colts,Memorial Stadium (Baltimore),4:00pm,Away,NYJ,New York Jets
198111080sea,,17,,,0,0,2,205,22,13,1,212,10,21,38,2,162,,,,1,367,2,75,7,"Sunday Nov 8, 1981",,19,,,2,1,0,260,25,18,1,277,4,24,33,2,96,,,,2,356,1,30,17,PIT,Pittsburgh Steelers,Seattle Kingdome,4:00pm,Home,SEA,Seattle Seahawks
198111080sdg,,29,,,3,1,1,337,33,21,2,356,7,40,40,2,124,,,,3,461,2,45,19,"Sunday Nov 8, 1981",,25,,,4,3,2,311,41,20,2,352,11,17,22,0,136,,,,6,447,5,67,41,SDG,San Diego Chargers,Jack Murphy Stadium,4:00pm,Away,CIN,Cincinnati Bengals
198111090dal,,18,,,3,1,4,310,43,20,2,310,10,14,17,0,55,,,,0,365,5,89,0,"Monday Nov 9, 1981",,21,,,3,2,1,202,17,9,3,219,7,27,47,0,196,,,,2,398,3,50,17,BUF,Buffalo Bills,Texas Stadium,9:00pm,Home,DAL,Dallas Cowboys
198111150nwe,,17,,,1,0,1,60,17,7,0,60,5,17,53,2,166,,,,0,226,1,57,0,"Sunday Nov 15, 1981",,15,,,3,1,1,105,34,14,0,153,6,6,23,0,92,,,,8,197,2,50,48,NWE,New England Patriots,Schaefer Stadium,1:00pm,Away,NYJ,New York Jets
198111150min,,23,,,0,0,2,198,39,19,0,244,12,10,39,1,116,,,,5,314,2,100,46,"Sunday Nov 15, 1981",,17,,,1,1,0,287,40,19,1,287,8,20,23,1,70,,,,0,357,1,77,0,NOR,New Orleans Saints,Metropolitan Stadium,1:00pm,Home,MIN,Minnesota Vikings
198111150mia,,19,,,2,0,0,161,39,16,3,180,9,33,32,1,143,,,,2,304,0,73,19,"Sunday Nov 15, 1981",,22,,,1,1,1,236,47,26,1,271,7,17,20,1,70,,,,6,306,2,37,35,MIA,Miami Dolphins,Orange Bowl,1:00pm,Away,RAI,Oakland Raiders
198111150gnb,,20,,,6,0,3,88,29,13,0,114,5,17,39,2,165,,,,3,253,3,50,26,"Sunday Nov 15, 1981",,18,,,2,1,1,133,32,11,3,140,4,21,34,0,114,,,,1,247,2,41,7,CHI,Chicago Bears,Lambeau Field,1:00pm,Home,GNB,Green Bay Packers
198111150crd,,17,,,2,2,4,226,37,21,0,233,7,0,19,0,85,,,,1,311,6,70,7,"Sunday Nov 15, 1981",,22,,,1,0,1,80,23,13,1,102,6,24,41,2,258,,,,2,338,1,45,22,BUF,Buffalo Bills,Civic Center Busch Memorial Stadium,1:00pm,Home,CRD,St. Louis Cardinals
198111150tam,,22,,,0,0,1,128,29,20,2,143,5,24,41,1,153,,,,2,281,1,40,15,"Sunday Nov 15, 1981",,10,,,0,0,2,168,31,14,0,189,6,7,14,0,41,,,,3,209,2,59,21,TAM,Tampa Bay Buccaneers,Tampa Stadium,1:00pm,Away,DEN,Denver Broncos
198111150cin,,21,,,2,0,4,189,47,21,1,245,3,10,27,0,107,,,,6,296,4,16,56,"Sunday Nov 15, 1981",,17,,,2,0,1,87,26,11,1,97,7,24,36,2,146,,,,2,233,1,55,10,RAM,Los Angeles Rams,Riverfront Stadium,1:00pm,Home,CIN,Cincinnati Bengals
198111150atl,,13,,,4,2,1,221,23,14,5,253,2,34,32,0,72,,,,3,293,3,25,32,"Sunday Nov 15, 1981",,24,,,4,4,2,380,50,33,2,416,4,20,22,0,61,,,,5,441,6,45,36,ATL,Atlanta Falcons,Atlanta-Fulton County Stadium,1:00pm,Away,PIT,Pittsburgh Steelers
198111150phi,,9,,,2,1,1,172,26,12,1,172,7,13,18,1,36,,,,0,208,2,53,0,"Sunday Nov 15, 1981",,34,,,1,1,1,339,31,21,3,352,6,38,49,2,235,,,,1,574,2,45,13,CLT,Baltimore Colts,Veterans Stadium,1:00pm,Home,PHI,Philadelphia Eagles
198111150kan,,19,,,2,2,3,224,37,18,1,241,6,10,28,0,146,,,,2,370,5,45,17,"Sunday Nov 15, 1981",,19,,,1,1,1,25,12,6,0,39,4,23,47,2,258,,,,2,283,2,25,14,OTI,Houston Oilers,Arrowhead Stadium,2:00pm,Home,KAN,Kansas City Chiefs
198111150det,,19,,,1,0,2,225,30,20,3,244,3,24,27,0,98,,,,3,323,2,20,19,"Sunday Nov 15, 1981",,23,,,3,2,1,231,24,14,2,283,6,27,35,1,198,,,,5,429,3,51,52,DAL,Dallas Cowboys,Pontiac Silverdome,4:00pm,Home,DET,Detroit Lions
198111150sfo,,14,,,1,1,1,161,33,16,1,180,7,15,26,0,106,,,,2,267,2,55,19,"Sunday Nov 15, 1981",,21,,,1,0,2,187,42,24,0,213,4,12,35,0,118,,,,3,305,2,29,26,SFO,San Francisco 49ers,Candlestick Park,4:00pm,Away,CLE,Cleveland Browns
198111150nyg,,29,,,0,0,1,234,38,25,2,242,7,30,50,1,184,,,,1,418,1,49,8,"Sunday Nov 15, 1981",,17,,,1,1,1,152,24,9,2,177,3,27,27,2,96,,,,3,248,2,35,25,NYG,New York Giants,Giants Stadium,4:00pm,Away,WAS,Washington Redskins
198111160sea,,26,,,4,3,1,291,43,24,1,291,13,23,30,2,195,,,,0,486,4,138,0,"Monday Nov 16, 1981",,24,,,0,0,0,212,22,11,2,212,6,44,37,3,156,,,,0,368,0,54,0,SDG,San Diego Chargers,Seattle Kingdome,9:00pm,Home,SEA,Seattle Seahawks
198111220oti,,20,,,2,2,0,140,14,10,1,147,8,27,45,2,181,,,,2,321,2,67,7,"Sunday Nov 22, 1981",,16,,,1,1,1,161,23,15,1,190,7,24,26,2,99,,,,3,260,2,112,29,OTI,Houston Oilers,Houston Astrodome,1:00pm,Away,NOR,New Orleans Saints
198111220cle,,25,,,3,3,2,223,32,17,2,223,4,32,43,3,139,,,,0,362,5,35,0,"Sunday Nov 22, 1981",,22,,,1,1,6,219,39,18,1,227,11,10,28,0,146,,,,1,365,7,94,8,CLE,Cleveland Browns,Cleveland Municipal Stadium,1:00pm,Away,PIT,Pittsburgh Steelers
198111220cin,,17,,,2,2,2,269,34,21,2,305,2,21,19,1,68,,,,4,337,4,18,36,"Sunday Nov 22, 1981",,25,,,2,1,0,387,38,25,3,396,6,38,33,2,184,,,,2,571,1,45,9,DEN,Denver Broncos,Riverfront Stadium,1:00pm,Home,CIN,Cincinnati Bengals
198111220tam,,14,,,0,0,4,212,38,21,0,223,4,3,20,0,70,,,,2,282,4,37,11,"Sunday Nov 22, 1981",,23,,,2,2,1,138,24,13,2,150,2,37,43,1,210,,,,2,348,3,15,12,GNB,Green Bay Packers,Tampa Stadium,1:00pm,Home,TAM,Tampa Bay Buccaneers
198111220chi,,20,,,3,2,1,127,29,10,0,145,11,23,49,2,229,,,,2,356,3,104,18,"Sunday Nov 22, 1981",,4,,,3,0,3,-20,30,7,0,41,9,7,17,0,44,,,,7,24,3,83,61,CHI,Chicago Bears,Soldier Field,1:00pm,Away,DET,Detroit Lions
198111220buf,,11,,,3,2,0,181,13,7,2,189,4,17,39,0,116,,,,1,297,2,33,8,"Sunday Nov 22, 1981",,19,,,2,1,1,249,34,15,2,258,2,20,43,0,185,,,,1,434,2,20,9,NWE,New England Patriots,Rich Stadium,1:00pm,Home,BUF,Buffalo Bills
198111220phi,,14,,,1,1,2,172,27,10,0,181,6,20,29,1,120,,,,1,292,3,59,9,"Sunday Nov 22, 1981",,20,,,4,0,1,154,45,20,1,187,10,10,35,0,139,,,,3,293,1,83,33,PHI,Philadelphia Eagles,Veterans Stadium,1:00pm,Away,NYG,New York Giants
198111220kan,,21,,,2,1,1,256,30,19,1,258,2,13,23,0,83,,,,1,339,2,20,2,"Sunday Nov 22, 1981",,29,,,1,0,0,181,22,17,2,181,7,40,43,2,269,,,,0,450,0,60,0,SEA,Seattle Seahawks,Arrowhead Stadium,2:00pm,Home,KAN,Kansas City Chiefs
198111220clt,,24,,,4,3,0,211,21,12,0,219,7,35,48,4,241,,,,1,452,3,60,8,"Sunday Nov 22, 1981",,22,,,2,0,2,230,45,23,2,230,6,24,28,1,155,,,,0,385,2,54,0,CLT,Baltimore Colts,Memorial Stadium (Baltimore),2:00pm,Away,CRD,St. Louis Cardinals
198111220nyj,,13,,,3,0,2,41,22,10,0,63,2,15,31,1,146,,,,3,187,2,30,22,"Sunday Nov 22, 1981",,21,,,4,2,0,165,38,21,1,203,5,16,29,0,120,,,,4,285,2,53,38,MIA,Miami Dolphins,Shea Stadium,4:00pm,Home,NYJ,New York Jets
198111220dal,,17,,,2,0,1,131,34,14,1,158,3,10,25,0,125,,,,4,256,1,22,27,"Sunday Nov 22, 1981",,27,,,3,2,0,212,27,13,2,222,12,24,47,1,258,,,,1,470,2,94,10,WAS,Washington Redskins,Texas Stadium,4:00pm,Home,DAL,Dallas Cowboys
198111220ram,,19,,,1,1,1,259,30,19,0,283,5,33,28,1,71,,,,3,330,2,51,24,"Sunday Nov 22, 1981",,27,,,4,1,1,208,32,18,3,208,7,31,47,1,203,,,,1,411,2,71,0,RAM,Los Angeles Rams,Anaheim Stadium,4:00pm,Away,SFO,San Francisco 49ers
198111220rai,,32,,,1,1,1,317,47,30,7,324,5,55,38,1,148,,,,1,465,2,30,7,"Sunday Nov 22, 1981",,18,,,2,0,3,283,43,20,1,339,10,21,17,2,59,,,,7,342,3,72,56,RAI,Oakland Raiders,Oakland-Alameda County Coliseum,4:00pm,Away,SDG,San Diego Chargers
198111230atl,,25,,,2,1,4,330,47,24,4,330,7,30,22,0,130,,,,0,460,5,55,0,"Monday Nov 23, 1981",,19,,,4,3,0,193,32,21,3,213,7,31,37,0,149,,,,2,342,3,69,20,MIN,Minnesota Vikings,Atlanta-Fulton County Stadium,9:00pm,Home,ATL,Atlanta Falcons
198111260det,,14,,,1,1,2,129,25,14,0,169,5,10,28,1,116,,,,5,245,3,78,40,"Thursday Nov 26, 1981",,21,,,3,1,0,114,22,10,2,132,4,27,41,1,171,,,,3,285,1,42,18,KAN,Kansas City Chiefs,Pontiac Silverdome,12:30pm,Home,DET,Detroit Lions
198111260dal,,15,,,4,2,1,43,19,6,0,60,5,9,50,1,229,,,,2,272,3,29,17,"Thursday Nov 26, 1981",,11,,,3,2,1,178,23,9,0,197,4,10,31,1,95,,,,2,273,3,45,19,CHI,Chicago Bears,Texas Stadium,4:00pm,Home,DAL,Dallas Cowboys
