,attendance,away_first_downs,away_fourth_down_attempts,away_fourth_down_conversions,away_fumbles,away_fumbles_lost,away_interceptions,away_net_pass_yards,away_pass_attempts,away_pass_completions,away_pass_touchdowns,away_pass_yards,away_penalties,away_points,away_rush_attempts,away_rush_touchdowns,away_rush_yards,away_third_down_attempts,away_third_down_conversions,away_time_of_possession,away_times_sacked,away_total_yards,away_turnovers,away_yards_from_penalties,away_yards_lost_from_sacks,date,duration,home_first_downs,home_fourth_down_attempts,home_fourth_down_conversions,home_fumbles,home_fumbles_lost,home_interceptions,home_net_pass_yards,home_pass_attempts,home_pass_completions,home_pass_touchdowns,home_pass_yards,home_penalties,home_points,home_rush_attempts,home_rush_touchdowns,home_rush_yards,home_third_down_attempts,home_third_down_conversions,home_time_of_possession,home_times_sacked,home_total_yards,home_turnovers,home_yards_from_penalties,home_yards_lost_from_sacks,losing_abbr,losing_name,stadium,time,winner,winning_abbr,winning_name
198109060den,,12,,,1,1,2,84,24,14,1,125,10,7,24,0,81,,,,5,165,3,83,41,"Sunday Sep 6, 1981",,21,,,1,1,0,182,25,12,1,194,7,9,45,0,176,,,,2,358,1,54,12,RAI,Oakland Raiders,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
198109060buf,,8,,,4,0,2,129,25,16,0,138,9,0,25,0,102,,,,1,231,2,100,9,"Sunday Sep 6, 1981",,25,,,1,0,1,236,24,15,2,254,10,31,44,2,182,,,,2,418,1,84,18,NYJ,New York Jets,Rich Stadium,4:00pm,Home,BUF,Buffalo Bills
198109060ram,,13,,,3,3,0,169,20,13,2,181,5,27,37,0,140,,,,1,309,3,35,12,"Sunday Sep 6, 1981",,17,,,1,0,4,248,28,16,2,265,7,20,32,0,137,,,,2,385,4,50,17,RAM,Los Angeles Rams,Anaheim Stadium,4:00pm,Away,OTI,Houston Oilers
198109070cle,,28,,,1,0,0,330,25,19,3,330,8,44,41,2,205,,,,0,535,0,45,0,"Monday Sep 7, 1981",,27,,,3,0,2,366,57,31,2,375,6,14,14,0,53,,,,2,419,2,55,9,CLE,Cleveland Browns,Cleveland Municipal Stadium,9:00pm,Away,SDG,San Diego Chargers
198109100mia,,15,,,1,0,2,183,33,15,1,222,10,10,26,0,117,,,,4,300,2,84,39,"Thursday Sep 10, 1981",,25,,,1,0,1,161,34,14,1,161,5,30,36,2,185,,,,0,346,1,43,0,PIT,Pittsburgh Steelers,Orange Bowl,8:30pm,Home,MIA,Miami Dolphins
198109130nor,,17,,,3,2,2,167,34,20,2,201,8,17,24,0,88,,,,3,255,4,50,34,"Sunday Sep 13, 1981",,19,,,3,0,3,78,18,4,1,90,9,23,50,1,226,,,,1,304,3,70,12,RAM,Los Angeles Rams,Louisiana Superdome,1:00pm,Home,NOR,New Orleans Saints
198109130kan,,17,,,3,0,0,286,43,20,0,294,3,10,23,1,12,,,,1,298,0,27,8,"Sunday Sep 13, 1981",,13,,,1,0,0,99,25,12,0,99,7,19,41,1,157,,,,0,256,0,62,0,TAM,Tampa Bay Buccaneers,Arrowhead Stadium,1:00pm,Home,KAN,Kansas City Chiefs
198109130gnb,,19,,,1,0,4,219,32,17,1,235,4,31,31,1,116,,,,3,335,4,68,16,"Sunday Sep 13, 1981",,22,,,3,2,3,300,44,30,2,342,3,17,23,0,96,,,,5,396,5,10,42,GNB,Green Bay Packers,Lambeau Field,1:00pm,Away,ATL,Atlanta Falcons
198109130was,,10,,,2,1,1,86,27,8,0,93,10,17,35,1,71,,,,1,157,2,80,7,"Sunday Sep 13, 1981",,19,,,3,3,1,284,48,27,1,318,11,7,22,0,65,,,,3,349,4,97,34,WAS,Washington Redskins,Robert F. Kennedy Memorial Stadium,1:00pm,Away,NYG,New York Giants
198109130cle,,8,,,5,3,1,118,18,10,0,131,5,9,30,0,91,,,,2,209,4,36,13,"Sunday Sep 13, 1981",,20,,,1,1,1,203,53,25,0,234,7,3,24,0,99,,,,4,302,2,65,31,CLE,Cleveland Browns,Cleveland Municipal Stadium,1:00pm,Away,OTI,Houston Oilers
198109130clt,,26,,,2,2,1,261,28,16,4,261,9,35,39,1,169,,,,0,430,3,65,0,"Sunday Sep 13, 1981",,11,,,3,1,2,74,28,12,0,120,1,3,26,0,73,,,,5,147,3,5,46,CLT,Baltimore Colts,Memorial Stadium (Baltimore),2:00pm,Away,BUF,Buffalo Bills
198109130phi,,14,,,1,0,5,137,31,11,0,146,5,3,32,0,146,,,,1,283,5,40,9,"Sunday Sep 13, 1981",,18,,,4,2,0,142,25,11,0,152,8,13,40,1,220,,,,1,362,2,55,10,NWE,New England Patriots,Veterans Stadium,4:00pm,Home,PHI,Philadelphia Eagles
198109130nyj,,22,,,0,0,1,233,34,22,2,252,8,31,29,1,77,,,,4,310,1,97,19,"Sunday Sep 13, 1981",,19,,,2,1,0,224,29,18,3,251,14,30,30,0,164,,,,4,388,1,106,27,NYJ,New York Jets,Shea Stadium,4:00pm,Away,CIN,Cincinnati Bengals
198109130dal,,18,,,0,0,2,262,41,14,1,295,11,17,27,1,142,,,,4,404,2,84,33,"Sunday Sep 13, 1981",,24,,,2,1,1,210,29,21,0,240,6,30,35,3,181,,,,3,391,2,35,30,CRD,St. Louis Cardinals,Texas Stadium,4:00pm,Home,DAL,Dallas Cowboys
198109130sfo,,18,,,2,2,1,216,33,19,1,216,4,17,36,1,123,,,,1,339,3,16,0,"Sunday Sep 13, 1981",,20,,,2,2,0,287,32,20,3,287,3,28,32,1,125,,,,0,412,2,25,0,CHI,Chicago Bears,Candlestick Park,4:00pm,Home,SFO,San Francisco 49ers
198109130sea,,16,,,1,1,1,142,25,14,1,161,6,10,24,0,110,,,,3,252,2,60,19,"Sunday Sep 13, 1981",,18,,,2,0,2,156,34,24,1,199,4,13,29,0,111,,,,5,267,2,40,43,DEN,Denver Broncos,Seattle Kingdome,4:00pm,Home,SEA,Seattle Seahawks
198109130sdg,,26,,,1,1,1,207,27,19,0,229,4,23,41,2,178,,,,3,385,2,35,22,"Sunday Sep 13, 1981",,17,,,3,1,1,310,25,18,1,316,4,28,24,3,57,,,,1,367,2,59,6,DET,Detroit Lions,Jack Murphy Stadium,4:00pm,Home,SDG,San Diego Chargers
198109140min,,14,,,1,0,1,161,25,12,3,170,11,36,33,0,149,,,,1,310,1,124,9,"Monday Sep 14, 1981",,19,,,4,2,1,227,50,23,0,294,10,10,19,0,42,,,,8,269,3,71,67,MIN,Minnesota Vikings,Metropolitan Stadium,9:00pm,Away,RAI,Oakland Raiders
198109170buf,,24,,,3,2,1,236,32,20,2,240,10,20,38,0,160,,,,1,396,3,65,4,"Thursday Sep 17, 1981",,17,,,1,1,2,187,30,14,1,187,4,14,31,1,90,,,,0,277,3,35,0,BUF,Buffalo Bills,Rich Stadium,8:30pm,Away,PHI,Philadelphia Eagles
198109200min,,19,,,3,1,1,232,26,14,0,232,6,24,42,3,172,,,,0,404,2,47,0,"Sunday Sep 20, 1981",,18,,,3,1,2,312,43,25,2,333,9,26,21,1,94,,,,2,406,3,66,21,DET,Detroit Lions,Metropolitan Stadium,1:00pm,Home,MIN,Minnesota Vikings
198109200crd,,24,,,4,1,1,388,37,25,4,388,8,30,27,0,133,,,,0,521,2,67,0,"Sunday Sep 20, 1981",,18,,,1,0,0,208,22,12,3,226,8,40,37,1,107,,,,2,315,0,60,18,WAS,Washington Redskins,Civic Center Busch Memorial Stadium,1:00pm,Home,CRD,St. Louis Cardinals
198109200cin,,31,,,0,0,0,237,35,24,1,259,6,20,45,1,185,,,,2,422,0,83,22,"Sunday Sep 20, 1981",,15,,,0,0,0,233,25,16,1,238,6,17,14,1,48,,,,1,281,0,46,5,CIN,Cincinnati Bengals,Riverfront Stadium,1:00pm,Away,CLE,Cleveland Browns
198109200atl,,23,,,1,1,2,273,34,24,2,274,3,17,30,0,113,,,,1,386,3,25,1,"Sunday Sep 20, 1981",,18,,,2,0,0,200,23,14,3,222,4,34,34,0,163,,,,2,363,0,50,22,SFO,San Francisco 49ers,Atlanta-Fulton County Stadium,1:00pm,Home,ATL,Atlanta Falcons
198109200pit,,16,,,0,0,2,174,33,14,1,193,6,10,21,0,84,,,,2,258,2,45,19,"Sunday Sep 20, 1981",,33,,,2,1,0,223,30,15,0,242,8,38,56,5,343,,,,2,566,1,75,19,NYJ,New York Jets,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
198109200oti,,16,,,0,0,1,133,32,18,1,144,6,16,33,0,124,,,,1,257,1,50,11,"Sunday Sep 20, 1981",,9,,,0,0,1,117,26,16,1,178,9,10,21,0,85,,,,8,202,1,79,61,OTI,Houston Oilers,Houston Astrodome,1:00pm,Away,MIA,Miami Dolphins
198109200kan,,23,,,2,0,3,284,43,22,3,284,9,42,24,2,114,,,,0,398,3,50,0,"Sunday Sep 20, 1981",,29,,,4,3,5,278,41,22,1,303,11,31,37,3,148,,,,3,426,8,104,25,KAN,Kansas City Chiefs,Arrowhead Stadium,2:00pm,Away,SDG,San Diego Chargers
198109200chi,,22,,,1,1,2,309,40,17,1,324,14,17,30,0,141,,,,1,450,3,101,15,"Sunday Sep 20, 1981",,15,,,0,0,1,126,24,13,1,126,3,28,38,2,121,,,,0,247,1,40,0,TAM,Tampa Bay Buccaneers,Soldier Field,2:00pm,Home,CHI,Chicago Bears
198109200nyg,,18,,,3,1,2,190,39,16,0,215,7,7,28,1,109,,,,2,299,3,65,25,"Sunday Sep 20, 1981",,26,,,4,2,0,315,42,28,1,324,10,20,33,1,106,,,,2,421,2,75,9,NOR,New Orleans Saints,Giants Stadium,4:00pm,Home,NYG,New York Giants
198109200den,,10,,,2,2,1,48,19,7,0,65,8,10,26,1,161,,,,2,209,3,63,17,"Sunday Sep 20, 1981",,27,,,1,0,4,315,33,24,4,341,9,28,35,0,127,,,,3,442,4,65,26,CLT,Baltimore Colts,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
198109200ram,,19,,,4,3,1,78,34,15,1,125,11,23,33,1,122,,,,6,200,4,95,47,"Sunday Sep 20, 1981",,19,,,2,2,1,26,12,6,1,76,14,35,43,3,177,,,,5,203,3,120,50,GNB,Green Bay Packers,Anaheim Stadium,4:00pm,Home,RAM,Los Angeles Rams
198109200rai,,18,,,2,1,1,308,43,24,1,327,5,10,16,0,82,,,,2,390,2,30,19,"Sunday Sep 20, 1981",,26,,,3,1,2,242,30,20,1,262,5,20,41,2,190,,,,4,432,3,45,20,SEA,Seattle Seahawks,Oakland-Alameda County Coliseum,4:00pm,Home,RAI,Oakland Raiders
198109210nwe,,22,,,4,1,0,218,34,24,2,218,7,35,46,1,237,,,,0,455,1,75,0,"Monday Sep 21, 1981",,16,,,3,3,4,225,27,14,0,235,5,21,22,3,108,,,,2,333,7,38,10,NWE,New England Patriots,Schaefer Stadium,9:00pm,Away,DAL,Dallas Cowboys
198109270phi,,23,,,3,2,1,228,34,22,0,265,8,13,33,1,109,,,,4,337,3,98,37,"Sunday Sep 27, 1981",,15,,,0,0,1,151,27,15,2,167,10,36,25,1,70,,,,2,221,1,77,16,WAS,Washington Redskins,Veterans Stadium,1:00pm,Home,PHI,Philadelphia Eagles
198109270nyj,,16,,,4,3,3,105,30,15,1,183,5,17,23,1,116,,,,8,221,6,30,78,"Sunday Sep 27, 1981",,25,,,2,2,0,307,39,25,3,312,15,33,46,1,171,,,,2,478,2,116,5,OTI,Houston Oilers,Shea Stadium,1:00pm,Home,NYJ,New York Jets
198109270det,,14,,,3,1,1,45,21,11,0,102,7,0,32,0,86,,,,6,131,2,43,57,"Sunday Sep 27, 1981",,20,,,3,1,2,79,27,12,0,109,10,16,35,1,181,,,,4,260,3,100,30,RAI,Oakland Raiders,Pontiac Silverdome,1:00pm,Home,DET,Detroit Lions
198109270cle,,14,,,2,2,2,150,30,12,2,176,9,17,23,0,112,,,,3,262,4,100,26,"Sunday Sep 27, 1981",,26,,,5,3,2,207,34,21,2,215,6,28,44,2,178,,,,1,385,5,53,8,ATL,Atlanta Falcons,Cleveland Municipal Stadium,1:00pm,Home,CLE,Cleveland Browns
198109270cin,,25,,,2,1,0,287,46,25,3,287,9,24,30,0,102,,,,0,389,1,55,0,"Sunday Sep 27, 1981",,30,,,3,2,0,316,40,28,3,328,6,27,31,0,113,,,,3,429,2,49,12,BUF,Buffalo Bills,Riverfront Stadium,1:00pm,Home,CIN,Cincinnati Bengals
198109270pit,,24,,,0,0,1,323,43,23,1,334,11,21,32,2,115,,,,2,438,1,105,11,"Sunday Sep 27, 1981",,27,,,0,0,0,247,30,15,2,247,6,27,45,2,251,,,,0,498,0,55,0,NWE,New England Patriots,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
198109270gnb,,28,,,4,3,0,253,34,19,2,253,8,30,32,0,157,,,,0,410,3,88,0,"Sunday Sep 27, 1981",,22,,,3,2,0,245,40,22,1,303,9,13,19,0,71,,,,8,316,2,79,58,GNB,Green Bay Packers,Milwaukee County Stadium,2:00pm,Away,MIN,Minnesota Vikings
198109270clt,,22,,,0,0,0,309,30,19,2,309,4,31,33,2,119,,,,0,428,0,35,0,"Sunday Sep 27, 1981",,20,,,1,0,1,348,27,20,3,357,6,28,32,1,166,,,,1,514,1,52,9,CLT,Baltimore Colts,Memorial Stadium (Baltimore),2:00pm,Away,MIA,Miami Dolphins
198109270den,,23,,,2,2,3,267,47,26,2,298,6,24,23,1,82,,,,4,349,5,40,31,"Sunday Sep 27, 1981",,20,,,3,3,0,350,24,21,4,367,6,42,37,2,103,,,,2,453,3,55,17,SDG,San Diego Chargers,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
198109270dal,,16,,,3,0,3,258,35,18,1,285,7,10,24,0,85,,,,4,343,3,52,27,"Sunday Sep 27, 1981",,16,,,1,0,0,193,27,14,1,204,3,18,41,0,124,,,,2,317,0,25,11,NYG,New York Giants,Texas Stadium,4:00pm,Home,DAL,Dallas Cowboys
198109270tam,,18,,,2,1,1,79,19,12,0,99,6,10,38,1,176,,,,2,255,2,60,20,"Sunday Sep 27, 1981",,18,,,1,1,0,154,30,17,0,162,7,20,34,2,167,,,,1,321,1,97,8,CRD,St. Louis Cardinals,Tampa Stadium,4:00pm,Home,TAM,Tampa Bay Buccaneers
198109270sfo,,18,,,3,2,2,250,38,21,2,250,11,14,37,0,163,,,,0,413,4,106,0,"Sunday Sep 27, 1981",,15,,,1,1,1,168,22,16,1,175,8,21,39,1,146,,,,1,314,2,79,7,NOR,New Orleans Saints,Candlestick Park,4:00pm,Home,SFO,San Francisco 49ers
198109270sea,,26,,,3,2,0,227,25,16,0,239,4,20,42,2,154,,,,1,381,2,40,12,"Sunday Sep 27, 1981",,23,,,3,1,0,277,47,31,1,308,7,14,19,1,82,,,,3,359,1,50,31,SEA,Seattle Seahawks,Seattle Kingdome,4:00pm,Away,KAN,Kansas City Chiefs
198109280chi,,20,,,2,2,0,195,29,13,0,210,9,24,35,2,134,,,,1,329,2,81,15,"Monday Sep 28, 1981",,17,,,2,2,1,135,34,16,1,175,9,7,30,0,88,,,,6,223,3,93,40,CHI,Chicago Bears,Soldier Field,9:00pm,Away,RAM,Los Angeles Rams
198110040nyg,,27,,,1,0,1,215,23,18,2,231,12,27,49,1,148,,,,2,363,1,90,16,"Sunday Oct 4, 1981",,17,,,1,0,2,221,32,20,1,230,9,14,16,1,41,,,,1,262,2,70,9,NYG,New York Giants,Giants Stadium,1:00pm,Away,GNB,Green Bay Packers
198110040nwe,,22,,,2,0,4,108,21,9,0,108,4,17,37,2,219,,,,0,327,4,32,0,"Sunday Oct 4, 1981",,25,,,0,0,2,211,20,11,2,228,3,33,49,2,240,,,,2,451,2,37,17,KAN,Kansas City Chiefs,Schaefer Stadium,1:00pm,Home,NWE,New England Patriots
198110040min,,24,,,1,1,1,307,43,26,2,307,8,21,31,1,89,,,,0,396,2,60,0,"Sunday Oct 4, 1981",,22,,,1,0,1,211,38,20,2,223,7,24,34,1,134,,,,1,345,1,48,12,CHI,Chicago Bears,Metropolitan Stadium,1:00pm,Home,MIN,Minnesota Vikings
198110040was,,16,,,1,1,1,168,28,15,0,193,3,30,35,2,128,,,,2,296,2,27,25,"Sunday Oct 4, 1981",,19,,,4,2,4,221,46,22,0,241,7,17,23,1,83,,,,2,304,6,50,20,WAS,Washington Redskins,Robert F. Kennedy Memorial Stadium,1:00pm,Away,SFO,San Francisco 49ers
198110040crd,,17,,,3,1,1,166,28,15,1,182,5,17,33,1,140,,,,3,306,2,45,16,"Sunday Oct 4, 1981",,18,,,3,2,1,184,29,16,1,199,5,20,29,1,115,,,,3,299,3,41,15,DAL,Dallas Cowboys,Civic Center Busch Memorial Stadium,1:00pm,Home,CRD,St. Louis Cardinals
198110040buf,,23,,,2,1,1,245,36,22,2,275,10,17,31,0,133,,,,4,378,2,55,30,"Sunday Oct 4, 1981",,22,,,3,0,1,137,29,14,1,148,7,23,36,1,229,,,,1,366,1,49,11,CLT,Baltimore Colts,Rich Stadium,1:00pm,Home,BUF,Buffalo Bills
198110040oti,,20,,,0,0,1,282,52,30,1,290,9,10,23,0,75,,,,1,357,1,65,8,"Sunday Oct 4, 1981",,11,,,1,1,0,-4,6,1,0,3,3,17,44,1,191,,,,1,187,1,25,7,CIN,Cincinnati Bengals,Houston Astrodome,2:00pm,Home,OTI,Houston Oilers
198110040nor,,19,,,5,3,0,269,29,19,2,276,10,20,33,0,137,,,,1,406,3,98,7,"Sunday Oct 4, 1981",,16,,,4,1,4,102,24,15,0,150,5,6,35,0,78,,,,5,180,5,35,48,NOR,New Orleans Saints,Louisiana Superdome,2:00pm,Away,PIT,Pittsburgh Steelers
198110040rai,,17,,,2,0,0,90,17,10,0,141,5,17,45,2,162,,,,7,252,0,55,51,"Sunday Oct 4, 1981",,12,,,7,4,2,90,28,14,0,123,4,0,21,0,78,,,,3,168,6,30,33,RAI,Oakland Raiders,Oakland-Alameda County Coliseum,4:00pm,Away,DEN,Denver Broncos
198110040mia,,32,,,3,2,1,304,39,28,4,310,5,28,51,0,242,,,,2,546,3,45,6,"Sunday Oct 4, 1981",,17,,,2,0,0,301,34,21,2,306,9,28,29,2,98,,,,1,399,0,65,5,MIA,Miami Dolphins,Orange Bowl,4:00pm,Away,NYJ,New York Jets
198110040tam,,18,,,4,2,4,239,40,18,1,255,5,10,35,0,93,,,,2,332,6,50,16,"Sunday Oct 4, 1981",,14,,,0,0,1,162,29,13,4,168,5,28,25,0,49,,,,1,211,1,44,6,DET,Detroit Lions,Tampa Stadium,4:00pm,Home,TAM,Tampa Bay Buccaneers
198110040sdg,,15,,,3,0,1,200,34,16,1,229,9,10,23,0,92,,,,3,292,1,69,29,"Sunday Oct 4, 1981",,25,,,6,2,0,272,41,30,3,302,10,24,28,0,99,,,,4,371,2,80,30,SEA,Seattle Seahawks,Jack Murphy Stadium,4:00pm,Home,SDG,San Diego Chargers
198110040ram,,16,,,1,0,1,240,28,14,1,250,11,16,26,1,78,,,,1,318,1,88,10,"Sunday Oct 4, 1981",,29,,,2,1,0,197,31,21,1,205,3,27,46,2,213,,,,1,410,1,38,8,CLE,Cleveland Browns,Anaheim Stadium,4:00pm,Home,RAM,Los Angeles Rams
198110050phi,,22,,,3,1,2,227,46,23,0,232,5,13,29,0,112,,,,1,339,3,58,5,"Monday Oct 5, 1981",,14,,,1,1,0,161,26,17,1,161,8,16,26,0,107,,,,0,268,1,84,0,ATL,Atlanta Falcons,Veterans Stadium,9:00pm,Home,PHI,Philadelphia Eagles
198110110nyj,,25,,,0,0,4,368,52,27,1,440,6,24,27,2,86,,,,8,454,4,59,72,"Sunday Oct 11, 1981",,18,,,5,2,1,156,29,16,3,182,5,28,24,0,141,,,,3,297,3,40,26,NWE,New England Patriots,Shea Stadium,1:00pm,Home,NYJ,New York Jets
198110110nor,,21,,,1,0,2,200,28,15,1,207,8,31,36,2,169,,,,1,369,2,61,7,"Sunday Oct 11, 1981",,18,,,3,3,1,50,24,10,0,90,7,14,31,2,190,,,,4,240,4,52,40,NOR,New Orleans Saints,Louisiana Superdome,1:00pm,Away,PHI,Philadelphia Eagles
198110110atl,,14,,,4,1,1,165,31,14,2,188,6,37,33,0,87,,,,3,252,2,36,23,"Sunday Oct 11, 1981",,19,,,1,1,2,197,38,17,3,214,5,35,33,2,152,,,,2,349,3,35,17,ATL,Atlanta Falcons,Atlanta-Fulton County Stadium,1:00pm,Away,RAM,Los Angeles Rams
198110110pit,,26,,,1,1,2,279,42,20,1,289,12,7,32,0,166,,,,1,445,3,97,10,"Sunday Oct 11, 1981",,19,,,1,0,1,199,33,19,1,199,8,13,28,0,166,,,,0,365,1,95,0,CLE,Cleveland Browns,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
198110110kan,,13,,,1,0,3,151,40,14,0,151,2,0,22,0,79,,,,0,230,3,15,0,"Sunday Oct 11, 1981",,20,,,2,2,0,278,23,15,2,287,5,27,48,1,176,,,,1,454,2,45,9,RAI,Oakland Raiders,Arrowhead Stadium,2:00pm,Home,KAN,Kansas City Chiefs
198110110gnb,,22,,,1,1,1,199,23,15,1,199,5,21,45,2,172,,,,1,371,2,35,0,"Sunday Oct 11, 1981",,19,,,1,0,4,203,33,19,0,219,3,10,22,1,95,,,,2,298,4,19,16,GNB,Green Bay Packers,Lambeau Field,2:00pm,Away,TAM,Tampa Bay Buccaneers
198110110clt,,24,,,0,0,0,257,28,21,3,257,5,41,35,2,121,,,,0,378,0,54,0,"Sunday Oct 11, 1981",,22,,,2,2,2,294,33,25,1,336,6,19,26,1,56,,,,4,350,4,51,42,CLT,Baltimore Colts,Memorial Stadium (Baltimore),2:00pm,Away,CIN,Cincinnati Bengals
198110110chi,,16,,,0,0,1,74,25,12,0,83,9,24,47,2,227,,,,1,301,1,62,9,"Sunday Oct 11, 1981",,13,,,1,0,4,153,41,11,1,183,7,7,18,0,51,,,,4,204,4,48,30,CHI,Chicago Bears,Soldier Field,2:00pm,Away,WAS,Washington Redskins
198110110oti,,19,,,2,1,2,214,40,25,2,232,8,17,16,0,75,,,,2,289,3,50,18,"Sunday Oct 11, 1981",,21,,,1,1,0,156,19,12,3,156,6,35,48,2,216,,,,0,372,1,55,0,SEA,Seattle Seahawks,Houston Astrodome,2:00pm,Home,OTI,Houston Oilers
198110110nyg,,19,,,5,3,1,184,29,19,1,221,7,14,26,1,101,,,,4,285,4,49,37,"Sunday Oct 11, 1981",,27,,,1,1,0,179,33,19,3,208,4,34,36,1,198,,,,5,377,1,44,29,CRD,St. Louis Cardinals,Giants Stadium,4:00pm,Home,NYG,New York Giants
198110110den,,18,,,1,0,1,63,16,7,0,72,8,21,49,2,262,,,,1,325,1,121,9,"Sunday Oct 11, 1981",,20,,,2,2,1,266,18,13,3,283,4,27,37,0,135,,,,2,401,3,25,17,DET,Detroit Lions,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
198110110sfo,,10,,,3,2,2,109,29,12,1,135,5,14,21,0,83,,,,3,192,4,40,26,"Sunday Oct 11, 1981",,23,,,4,1,0,290,33,20,2,304,4,45,46,3,150,,,,1,440,1,28,14,DAL,Dallas Cowboys,Candlestick Park,4:00pm,Home,SFO,San Francisco 49ers
198110110sdg,,29,,,4,1,2,433,43,27,4,444,3,33,30,0,93,,,,1,526,3,22,11,"Sunday Oct 11, 1981",,18,,,1,1,0,305,38,20,2,310,8,31,29,2,120,,,,1,425,1,75,5,SDG,San Diego Chargers,Jack Murphy Stadium,4:00pm,Away,MIN,Minnesota Vikings
198110120buf,,22,,,1,0,4,225,44,26,1,245,3,21,18,1,99,,,,2,324,4,15,20,"Monday Oct 12, 1981",,22,,,4,1,0,338,29,20,3,338,9,31,33,1,116,,,,0,454,1,69,0,MIA,Miami Dolphins,Rich Stadium,9:00pm,Home,BUF,Buffalo Bills
