,attendance,away_first_downs,away_fourth_down_attempts,away_fourth_down_conversions,away_fumbles,away_fumbles_lost,away_interceptions,away_net_pass_yards,away_pass_attempts,away_pass_completions,away_pass_touchdowns,away_pass_yards,away_penalties,away_points,away_rush_attempts,away_rush_touchdowns,away_rush_yards,away_third_down_attempts,away_third_down_conversions,away_time_of_possession,away_times_sacked,away_total_yards,away_turnovers,away_yards_from_penalties,away_yards_lost_from_sacks,date,duration,home_first_downs,home_fourth_down_attempts,home_fourth_down_conversions,home_fumbles,home_fumbles_lost,home_interceptions,home_net_pass_yards,home_pass_attempts,home_pass_completions,home_pass_touchdowns,home_pass_yards,home_penalties,home_points,home_rush_attempts,home_rush_touchdowns,home_rush_yards,home_third_down_attempts,home_third_down_conversions,home_time_of_possession,home_times_sacked,home_total_yards,home_turnovers,home_yards_from_penalties,home_yards_lost_from_sacks,losing_abbr,losing_name,stadium,time,winner,winning_abbr,winning_name
197210290gnb,,15,,,3,3,0,192,22,13,0,192,3,27,37,1,152,,,,0,344,3,25,0,"Sunday Oct 29, 1972",,12,,,0,0,4,130,22,9,1,130,2,13,32,0,102,,,,0,232,4,20,0,GNB,Green Bay Packers,Lambeau Field,2:00pm,Away,MIN,Minnesota Vikings
197210290crd,,15,,,2,1,1,180,10,8,1,182,5,27,40,1,149,,,,1,329,2,35,2,"Sunday Oct 29, 1972",,17,,,4,1,3,119,36,15,1,133,3,10,32,0,150,,,,2,269,4,25,14,CRD,St. Louis Cardinals,Civic Center Busch Memorial Stadium,2:00pm,Away,CHI,Chicago Bears
197210290den,,26,,,0,0,1,171,33,15,2,178,5,27,39,1,172,,,,1,343,1,55,7,"Sunday Oct 29, 1972",,17,,,0,0,1,126,24,14,2,140,4,20,22,0,146,,,,2,272,1,30,14,DEN,Denver Broncos,Mile High Stadium,4:00pm,Away,CLE,Cleveland Browns
197210290clt,,24,,,0,0,1,89,16,10,0,111,4,23,52,3,286,,,,2,375,1,49,22,"Sunday Oct 29, 1972",,12,,,2,2,0,78,21,13,0,102,4,0,24,0,114,,,,3,192,2,40,24,CLT,Baltimore Colts,Memorial Stadium (Baltimore),4:00pm,Away,MIA,Miami Dolphins
197210290sdg,,15,,,2,0,2,134,27,14,0,154,3,26,34,1,134,,,,2,268,2,35,20,"Sunday Oct 29, 1972",,16,,,3,2,3,199,36,18,1,231,4,14,22,1,81,,,,3,280,5,50,32,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,KAN,Kansas City Chiefs
197210290rai,,16,,,2,1,6,163,35,11,1,183,5,17,27,1,154,,,,2,317,7,42,20,"Sunday Oct 29, 1972",,23,,,1,0,0,149,24,10,3,149,5,45,44,2,213,,,,0,362,0,52,0,RAM,Los Angeles Rams,Oakland-Alameda County Coliseum,4:00pm,Home,RAI,Oakland Raiders
197210300dal,,14,,,0,0,0,224,21,12,2,240,1,24,28,1,59,,,,2,283,0,5,16,"Monday Oct 30, 1972",,19,,,1,1,1,206,19,11,3,206,8,28,43,1,159,,,,0,365,2,60,0,DET,Detroit Lions,Texas Stadium,9:00pm,Home,DAL,Dallas Cowboys
197211050phi,,14,,,1,0,2,82,15,7,0,106,6,6,32,0,146,,,,3,228,2,45,24,"Sunday Nov 5, 1972",,17,,,2,1,0,200,26,16,0,222,5,6,38,0,99,,,,2,299,1,65,22,PHI,Philadelphia Eagles,Veterans Stadium,1:00pm,Away,CRD,St. Louis Cardinals
197211050nyj,,7,,,1,1,1,222,16,7,3,222,11,35,28,0,89,,,,0,311,2,121,0,"Sunday Nov 5, 1972",,19,,,1,1,3,116,28,15,1,148,2,17,29,1,106,,,,3,222,4,30,32,NYJ,New York Jets,Shea Stadium,1:00pm,Away,WAS,Washington Redskins
197211050nyg,,17,,,1,0,3,147,30,14,1,164,7,17,24,1,183,,,,5,330,3,57,17,"Sunday Nov 5, 1972",,23,,,0,0,1,178,24,12,1,178,5,29,41,2,138,,,,0,316,1,42,0,DEN,Denver Broncos,Yankee Stadium,1:00pm,Home,NYG,New York Giants
197211050det,,9,,,2,1,0,24,12,4,0,55,11,0,29,0,122,,,,4,146,1,55,31,"Sunday Nov 5, 1972",,21,,,1,0,4,135,22,12,0,142,5,14,46,2,191,,,,1,326,4,49,7,CHI,Chicago Bears,Tiger Stadium,1:00pm,Home,DET,Detroit Lions
197211050cle,,11,,,2,1,0,93,24,15,0,115,1,0,29,0,119,,,,4,212,1,15,22,"Sunday Nov 5, 1972",,15,,,2,0,0,146,20,9,0,152,4,20,38,2,152,,,,1,298,0,56,6,OTI,Houston Oilers,Cleveland Municipal Stadium,1:00pm,Home,CLE,Cleveland Browns
197211050buf,,21,,,0,0,1,73,14,5,1,89,5,30,45,2,254,,,,2,327,1,35,16,"Sunday Nov 5, 1972",,12,,,0,0,2,99,23,12,1,125,3,16,25,0,73,,,,4,172,2,35,26,BUF,Buffalo Bills,War Memorial Stadium,1:00pm,Away,MIA,Miami Dolphins
197211050pit,,21,,,3,2,1,221,28,17,1,230,7,17,33,1,145,,,,2,366,3,53,9,"Sunday Nov 5, 1972",,20,,,1,0,0,185,24,11,3,195,3,40,30,2,230,,,,2,415,0,35,10,CIN,Cincinnati Bengals,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197211050min,,16,,,3,1,3,147,35,19,0,155,5,6,21,0,123,,,,1,270,4,31,8,"Sunday Nov 5, 1972",,23,,,1,0,1,233,31,22,3,253,6,37,32,1,148,,,,2,381,1,60,20,NOR,New Orleans Saints,Metropolitan Stadium,2:00pm,Home,MIN,Minnesota Vikings
197211050gnb,,16,,,2,2,1,306,37,19,2,315,8,24,19,1,21,,,,1,327,3,45,9,"Sunday Nov 5, 1972",,13,,,3,0,0,141,16,6,1,151,8,34,41,2,197,,,,1,338,0,51,10,SFO,San Francisco 49ers,Milwaukee County Stadium,2:00pm,Home,GNB,Green Bay Packers
197211050kan,,20,,,3,2,1,220,38,23,1,241,1,14,23,1,73,,,,2,293,3,5,21,"Sunday Nov 5, 1972",,22,,,2,1,0,181,18,10,3,181,6,27,50,0,190,,,,0,371,1,62,0,RAI,Oakland Raiders,Arrowhead Stadium,4:00pm,Home,KAN,Kansas City Chiefs
197211050sdg,,17,,,1,1,1,169,23,16,1,192,7,34,33,2,100,,,,3,269,2,52,23,"Sunday Nov 5, 1972",,17,,,4,1,3,202,26,11,4,211,3,28,29,0,144,,,,1,346,4,45,9,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,DAL,Dallas Cowboys
197211050ram,,19,,,1,0,2,120,20,11,1,164,5,7,30,0,117,,,,6,237,2,29,44,"Sunday Nov 5, 1972",,17,,,1,0,0,93,11,8,0,93,4,20,49,2,202,,,,0,295,0,40,0,ATL,Atlanta Falcons,Los Angeles Memorial Coliseum,4:00pm,Home,RAM,Los Angeles Rams
197211060nwe,,19,,,2,2,0,89,19,10,1,89,4,24,41,2,178,,,,0,267,2,32,0,"Monday Nov 6, 1972",,21,,,2,1,2,154,29,18,0,179,4,17,32,2,127,,,,2,281,3,68,25,NWE,New England Patriots,Schaefer Stadium,9:00pm,Away,CLT,Baltimore Colts
197211120pit,,16,,,2,2,1,108,36,17,0,161,6,7,29,0,75,,,,5,183,3,50,53,"Sunday Nov 12, 1972",,15,,,2,2,3,80,20,8,0,92,5,16,40,1,238,,,,2,318,5,31,12,KAN,Kansas City Chiefs,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197211120nyj,,11,,,2,1,3,67,20,9,0,144,8,3,31,0,143,,,,7,210,4,69,77,"Sunday Nov 12, 1972",,17,,,1,0,1,141,16,9,3,155,5,41,41,2,148,,,,2,289,1,45,14,BUF,Buffalo Bills,Shea Stadium,1:00pm,Home,NYJ,New York Jets
197211120mia,,11,,,2,0,3,77,28,11,0,117,3,0,26,0,92,,,,4,169,3,35,40,"Sunday Nov 12, 1972",,21,,,3,1,0,301,19,11,3,307,5,52,38,4,181,,,,1,482,1,67,6,NWE,New England Patriots,Orange Bowl,1:00pm,Home,MIA,Miami Dolphins
197211120cin,,24,,,2,1,1,88,24,13,0,99,5,20,48,2,293,,,,1,381,2,32,11,"Sunday Nov 12, 1972",,14,,,0,0,1,144,29,12,1,144,7,14,26,1,89,,,,0,233,1,53,0,CIN,Cincinnati Bengals,Riverfront Stadium,1:00pm,Away,RAI,Oakland Raiders
197211120was,,14,,,2,0,2,117,26,14,0,117,4,13,29,1,118,,,,0,235,2,35,0,"Sunday Nov 12, 1972",,21,,,1,0,1,237,23,15,1,256,4,27,39,3,143,,,,3,380,1,35,19,NYG,New York Giants,Robert F. Kennedy Memorial Stadium,1:00pm,Home,WAS,Washington Redskins
197211120atl,,19,,,2,2,0,155,31,13,1,173,6,20,22,1,109,,,,3,264,2,53,18,"Sunday Nov 12, 1972",,21,,,4,0,1,163,21,12,1,174,9,36,41,3,189,,,,1,352,1,87,11,NOR,New Orleans Saints,Atlanta Stadium,1:00pm,Home,ATL,Atlanta Falcons
197211120oti,,12,,,3,1,0,84,20,8,0,84,1,18,36,0,153,,,,0,237,1,5,0,"Sunday Nov 12, 1972",,18,,,1,0,3,112,25,15,0,138,4,17,39,2,236,,,,3,348,3,20,26,OTI,Houston Oilers,Houston Astrodome,2:00pm,Away,PHI,Philadelphia Eagles
197211120dal,,16,,,2,1,2,274,38,15,2,282,4,24,18,1,54,,,,1,328,3,40,8,"Sunday Nov 12, 1972",,23,,,1,0,1,197,28,16,1,197,7,33,48,1,230,,,,0,427,1,73,0,CRD,St. Louis Cardinals,Texas Stadium,2:00pm,Home,DAL,Dallas Cowboys
197211120chi,,8,,,2,0,2,40,10,4,0,47,7,23,34,2,123,,,,1,163,2,60,7,"Sunday Nov 12, 1972",,19,,,4,2,1,117,24,11,0,139,4,17,40,2,179,,,,4,296,3,30,22,CHI,Chicago Bears,Soldier Field,2:00pm,Away,GNB,Green Bay Packers
197211120min,,9,,,1,1,0,126,18,11,2,132,4,14,24,0,102,,,,4,228,1,39,6,"Sunday Nov 12, 1972",,17,,,4,3,0,121,27,15,0,121,2,16,40,1,177,,,,0,298,3,10,0,DET,Detroit Lions,Metropolitan Stadium,4:00pm,Home,MIN,Minnesota Vikings
197211120sfo,,18,,,3,1,0,213,27,14,1,255,5,21,26,1,84,,,,4,297,1,52,42,"Sunday Nov 12, 1972",,19,,,0,0,1,105,14,10,2,110,4,24,48,1,205,,,,1,310,1,25,5,CLT,Baltimore Colts,Candlestick Park,4:00pm,Home,SFO,San Francisco 49ers
197211120ram,,13,,,1,0,2,112,23,11,1,121,6,16,38,0,133,,,,1,245,2,60,9,"Sunday Nov 12, 1972",,9,,,2,1,2,110,23,13,1,110,5,10,24,0,73,,,,0,183,3,42,0,RAM,Los Angeles Rams,Los Angeles Memorial Coliseum,4:00pm,Away,DEN,Denver Broncos
197211130sdg,,18,,,1,0,1,175,21,13,1,186,5,21,30,2,124,,,,1,299,1,52,11,"Monday Nov 13, 1972",,24,,,2,2,1,136,21,12,1,140,3,17,44,1,191,,,,1,327,3,27,4,SDG,San Diego Chargers,San Diego Stadium,9:00pm,Away,CLE,Cleveland Browns
197211190nwe,,19,,,5,4,0,116,26,12,2,143,8,27,35,1,179,,,,4,295,4,60,27,"Sunday Nov 19, 1972",,15,,,2,1,3,183,23,9,2,208,6,24,39,1,115,,,,3,298,4,59,25,NWE,New England Patriots,Schaefer Stadium,1:00pm,Away,BUF,Buffalo Bills
197211190mia,,14,,,2,1,2,175,23,14,2,175,6,24,32,1,108,,,,0,283,3,47,0,"Sunday Nov 19, 1972",,20,,,4,2,1,132,17,8,1,132,3,28,45,3,214,,,,0,346,3,30,0,NYJ,New York Jets,Orange Bowl,1:00pm,Home,MIA,Miami Dolphins
197211190det,,17,,,2,1,2,242,30,20,2,250,5,14,22,0,77,,,,2,319,3,35,8,"Sunday Nov 19, 1972",,21,,,2,0,0,207,26,17,2,207,7,27,34,1,123,,,,0,330,0,45,0,NOR,New Orleans Saints,Tiger Stadium,1:00pm,Home,DET,Detroit Lions
197211190cle,,15,,,1,1,1,103,21,10,1,136,6,24,29,2,211,,,,4,314,2,49,33,"Sunday Nov 19, 1972",,24,,,1,0,2,172,25,14,1,194,2,26,38,1,217,,,,3,389,2,20,22,PIT,Pittsburgh Steelers,Cleveland Municipal Stadium,1:00pm,Home,CLE,Cleveland Browns
197211190cin,,17,,,4,1,0,163,20,12,1,169,6,20,33,1,143,,,,1,306,1,57,6,"Sunday Nov 19, 1972",,17,,,3,1,0,186,28,16,0,200,5,19,33,2,81,,,,2,267,1,35,14,CIN,Cincinnati Bengals,Riverfront Stadium,1:00pm,Away,CLT,Baltimore Colts
197211190phi,,20,,,3,1,2,158,24,12,1,183,8,28,35,1,163,,,,3,321,3,50,25,"Sunday Nov 19, 1972",,12,,,5,2,1,6,17,10,0,85,6,7,27,1,120,,,,9,126,3,44,79,PHI,Philadelphia Eagles,Veterans Stadium,1:00pm,Away,DAL,Dallas Cowboys
197211190kan,,17,,,3,0,0,186,28,17,1,216,7,27,34,2,108,,,,2,294,0,55,30,"Sunday Nov 19, 1972",,22,,,3,2,4,264,41,25,2,280,5,17,22,0,99,,,,2,363,6,38,16,KAN,Kansas City Chiefs,Arrowhead Stadium,2:00pm,Away,SDG,San Diego Chargers
197211190den,,25,,,4,2,0,140,24,13,2,148,4,37,47,2,197,,,,1,337,2,32,8,"Sunday Nov 19, 1972",,13,,,2,2,1,170,31,16,2,178,6,20,19,0,38,,,,1,208,3,56,8,DEN,Denver Broncos,Mile High Stadium,2:00pm,Away,RAI,Oakland Raiders
197211190crd,,16,,,3,0,0,97,24,13,0,97,5,13,41,1,150,,,,0,247,0,35,0,"Sunday Nov 19, 1972",,12,,,4,1,1,21,8,5,1,35,4,7,37,0,186,,,,3,207,2,50,14,CRD,St. Louis Cardinals,Civic Center Busch Memorial Stadium,2:00pm,Away,NYG,New York Giants
197211190chi,,20,,,4,0,0,266,27,17,5,275,7,34,38,0,110,,,,1,376,0,65,9,"Sunday Nov 19, 1972",,15,,,3,3,0,223,21,10,2,236,7,21,30,1,133,,,,3,356,3,50,13,CHI,Chicago Bears,Soldier Field,2:00pm,Away,SFO,San Francisco 49ers
197211190oti,,14,,,0,0,0,100,13,6,1,109,5,23,40,1,210,,,,1,310,0,63,9,"Sunday Nov 19, 1972",,16,,,0,0,0,126,27,13,0,161,3,10,32,1,114,,,,3,240,0,15,35,OTI,Houston Oilers,Houston Astrodome,2:00pm,Away,GNB,Green Bay Packers
197211190ram,,14,,,0,0,0,319,28,14,4,319,0,45,22,1,56,,,,0,375,0,0,0,"Sunday Nov 19, 1972",,25,,,1,1,1,235,33,25,1,240,3,41,39,4,191,,,,1,426,2,38,5,RAM,Los Angeles Rams,Los Angeles Memorial Coliseum,4:00pm,Away,MIN,Minnesota Vikings
197211200was,,14,,,4,3,1,105,21,11,1,138,3,13,33,0,151,,,,6,256,4,25,33,"Monday Nov 20, 1972",,18,,,2,1,1,109,19,10,2,109,3,24,42,1,159,,,,0,268,2,25,0,ATL,Atlanta Falcons,Robert F. Kennedy Memorial Stadium,9:00pm,Home,WAS,Washington Redskins
197211230det,,19,,,2,0,1,165,23,9,1,165,6,20,36,1,229,,,,0,394,1,56,0,"Thursday Nov 23, 1972",,19,,,0,0,0,125,18,6,1,125,3,37,41,3,260,,,,0,385,0,34,0,NYJ,New York Jets,Tiger Stadium,12:00pm,Home,DET,Detroit Lions
197211230dal,,17,,,2,1,0,157,24,16,1,177,2,31,34,1,123,,,,2,280,1,14,20,"Thursday Nov 23, 1972",,19,,,3,2,2,201,39,19,0,267,3,10,26,1,107,,,,9,308,4,30,66,DAL,Dallas Cowboys,Texas Stadium,3:30pm,Away,SFO,San Francisco 49ers
197211260pit,,16,,,4,2,1,225,44,24,1,235,7,10,38,0,95,,,,1,320,3,51,10,"Sunday Nov 26, 1972",,12,,,2,2,1,86,19,7,1,93,4,23,34,2,206,,,,1,292,3,43,7,MIN,Minnesota Vikings,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197211260nyg,,8,,,4,3,2,184,26,11,1,203,3,10,15,0,38,,,,2,222,5,25,19,"Sunday Nov 26, 1972",,28,,,2,0,0,257,21,13,5,257,3,62,53,3,246,,,,0,503,0,15,0,PHI,Philadelphia Eagles,Yankee Stadium,1:00pm,Home,NYG,New York Giants
197211260nor,,17,,,3,0,0,123,30,11,0,152,7,16,34,1,186,,,,3,309,0,53,29,"Sunday Nov 26, 1972",,17,,,2,0,0,158,30,15,1,202,4,19,29,1,102,,,,6,260,0,41,44,RAM,Los Angeles Rams,Tulane Stadium,1:00pm,Home,NOR,New Orleans Saints
197211260cle,,12,,,7,1,1,28,12,5,0,56,2,10,44,1,147,,,,5,175,2,20,28,"Sunday Nov 26, 1972",,16,,,1,0,2,121,22,11,1,145,3,27,36,1,132,,,,2,253,2,22,24,BUF,Buffalo Bills,Cleveland Municipal Stadium,1:00pm,Home,CLE,Cleveland Browns
197211260atl,,17,,,2,1,0,213,25,14,1,229,5,20,36,1,102,,,,2,315,1,47,16,"Sunday Nov 26, 1972",,13,,,2,1,0,170,16,13,1,194,7,23,29,2,80,,,,3,250,1,71,24,DEN,Denver Broncos,Atlanta Stadium,1:00pm,Home,ATL,Atlanta Falcons
197211260was,,12,,,0,0,1,67,21,7,0,85,4,16,35,1,120,,,,2,187,1,20,18,"Sunday Nov 26, 1972",,16,,,1,1,0,149,21,14,2,158,3,21,35,1,132,,,,1,281,1,35,9,GNB,Green Bay Packers,Robert F. Kennedy Memorial Stadium,1:00pm,Home,WAS,Washington Redskins
197211260clt,,12,,,5,3,3,75,26,11,0,101,7,0,32,0,131,,,,3,206,6,76,26,"Sunday Nov 26, 1972",,15,,,1,0,2,98,27,11,3,98,6,31,38,0,164,,,,0,262,2,50,0,NWE,New England Patriots,Memorial Stadium (Baltimore),2:00pm,Home,CLT,Baltimore Colts
197211260chi,,13,,,1,0,2,113,20,12,1,120,7,13,44,0,158,,,,1,271,2,69,7,"Sunday Nov 26, 1972",,9,,,1,0,2,106,25,8,0,115,5,3,24,0,110,,,,1,216,2,28,9,CHI,Chicago Bears,Soldier Field,2:00pm,Away,CIN,Cincinnati Bengals
197211260sdg,,18,,,1,0,1,162,40,19,2,185,5,20,22,0,51,,,,2,213,1,45,23,"Sunday Nov 26, 1972",,23,,,2,1,0,137,26,13,1,141,7,34,42,2,230,,,,1,367,1,63,4,OTI,Houston Oilers,San Diego Stadium,4:00pm,Home,SDG,San Diego Chargers
197211260rai,,11,,,1,1,3,61,23,10,0,79,2,3,25,0,98,,,,3,159,4,20,18,"Sunday Nov 26, 1972",,24,,,1,0,1,165,21,14,2,174,9,26,53,1,255,,,,1,420,1,90,9,KAN,Kansas City Chiefs,Oakland-Alameda County Coliseum,4:00pm,Home,RAI,Oakland Raiders
197211270mia,,12,,,5,3,3,173,31,14,0,192,7,10,20,1,51,,,,3,224,6,58,19,"Monday Nov 27, 1972",,24,,,2,2,0,226,21,14,2,254,5,31,43,1,200,,,,3,426,2,60,28,CRD,St. Louis Cardinals,Orange Bowl,9:00pm,Home,MIA,Miami Dolphins
197212030nyj,,22,,,0,0,1,194,31,20,1,204,9,17,33,1,139,,,,2,333,1,90,10,"Sunday Dec 3, 1972",,18,,,0,0,2,259,40,21,0,259,6,18,20,0,64,,,,0,323,2,62,0,NOR,New Orleans Saints,Shea Stadium,1:00pm,Home,NYJ,New York Jets
197212030nwe,,29,,,1,1,2,197,21,11,2,201,11,37,51,2,304,,,,1,501,3,115,4,"Sunday Dec 3, 1972",,14,,,0,0,2,107,29,15,2,155,6,21,15,1,110,,,,4,217,2,63,48,NWE,New England Patriots,Schaefer Stadium,1:00pm,Away,MIA,Miami Dolphins
197212030cin,,16,,,4,1,3,112,25,12,1,130,2,10,29,0,155,,,,3,267,4,20,18,"Sunday Dec 3, 1972",,15,,,1,1,1,212,34,17,1,217,6,13,29,0,105,,,,1,317,2,71,5,NYG,New York Giants,Riverfront Stadium,1:00pm,Home,CIN,Cincinnati Bengals
197212030atl,,13,,,1,1,5,154,30,14,0,189,4,10,30,1,88,,,,3,242,6,36,35,"Sunday Dec 3, 1972",,17,,,3,2,1,167,24,13,0,183,9,20,42,2,161,,,,3,328,3,85,16,OTI,Houston Oilers,Atlanta Stadium,1:00pm,Home,ATL,Atlanta Falcons
197212030pit,,11,,,3,2,1,27,20,9,0,59,1,0,29,0,99,,,,4,126,3,5,32,"Sunday Dec 3, 1972",,19,,,1,1,0,153,17,9,1,162,6,30,43,2,184,,,,1,337,1,60,9,CLE,Cleveland Browns,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197212030phi,,19,,,4,0,0,155,15,12,1,155,8,23,50,1,170,,,,0,325,0,81,0,"Sunday Dec 3, 1972",,9,,,2,1,0,54,21,7,1,67,8,7,20,0,66,,,,2,120,1,48,13,PHI,Philadelphia Eagles,Veterans Stadium,1:00pm,Away,WAS,Washington Redskins
197212030min,,5,,,2,2,1,1,13,2,1,8,2,10,27,0,90,,,,3,91,3,20,7,"Sunday Dec 3, 1972",,19,,,5,2,1,261,39,21,1,261,0,23,35,0,80,,,,0,341,3,0,0,CHI,Chicago Bears,Metropolitan Stadium,2:00pm,Home,MIN,Minnesota Vikings
197212030kan,,22,,,4,3,2,191,36,19,1,219,8,21,32,2,137,,,,4,328,5,104,28,"Sunday Dec 3, 1972",,12,,,1,0,1,76,20,7,0,77,6,24,30,1,113,,,,1,189,1,90,1,DEN,Denver Broncos,Arrowhead Stadium,2:00pm,Home,KAN,Kansas City Chiefs
197212030gnb,,6,,,4,3,3,162,22,11,1,173,2,7,11,0,27,,,,1,189,6,20,11,"Sunday Dec 3, 1972",,19,,,2,1,0,76,15,8,0,90,6,33,55,3,233,,,,2,309,1,50,14,DET,Detroit Lions,Lambeau Field,2:00pm,Home,GNB,Green Bay Packers
197212030clt,,13,,,1,1,3,144,24,14,0,181,6,7,29,1,100,,,,4,244,4,82,37,"Sunday Dec 3, 1972",,22,,,4,0,0,202,26,14,4,202,5,35,44,1,189,,,,0,391,0,57,0,BUF,Buffalo Bills,Memorial Stadium (Baltimore),2:00pm,Home,CLT,Baltimore Colts
197212030crd,,18,,,4,3,2,140,23,11,2,152,8,27,48,1,209,,,,2,349,5,68,12,"Sunday Dec 3, 1972",,10,,,7,4,1,89,36,14,1,104,4,6,19,0,52,,,,2,141,5,81,15,CRD,St. Louis Cardinals,Civic Center Busch Memorial Stadium,4:00pm,Away,DAL,Dallas Cowboys
197212030sdg,,17,,,1,1,2,202,23,14,2,223,5,21,27,1,96,,,,2,298,3,39,21,"Sunday Dec 3, 1972",,26,,,1,0,2,207,26,15,1,221,5,19,53,1,233,,,,1,440,2,55,14,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,RAI,Oakland Raiders
197212040sfo,,15,,,0,0,0,175,26,11,2,175,5,26,35,0,138,,,,0,313,0,35,0,"Monday Dec 4, 1972",,19,,,1,0,3,246,46,27,2,257,5,16,20,0,58,,,,1,304,3,64,11,SFO,San Francisco 49ers,Candlestick Park,9:00pm,Away,RAM,Los Angeles Rams
197212090cin,,15,,,0,0,2,150,26,11,2,165,6,27,29,1,109,,,,2,259,2,47,15,"Saturday Dec 9, 1972",,25,,,5,2,2,140,26,13,0,154,5,24,38,3,194,,,,4,334,4,45,14,CIN,Cincinnati Bengals,Riverfront Stadium,1:00pm,Away,CLE,Cleveland Browns
197212090dal,,19,,,4,2,2,169,29,14,3,178,5,24,39,0,143,,,,1,312,4,55,9,"Saturday Dec 9, 1972",,14,,,1,1,0,61,17,7,1,61,6,34,36,3,246,,,,0,307,1,66,0,WAS,Washington Redskins,Texas Stadium,4:00pm,Home,DAL,Dallas Cowboys
197212100nyg,,16,,,1,0,1,163,17,9,1,171,2,23,41,1,204,,,,1,367,1,27,8,"Sunday Dec 10, 1972",,21,,,4,4,2,222,26,15,0,231,4,13,35,2,121,,,,1,343,6,40,9,NYG,New York Giants,Yankee Stadium,1:00pm,Away,MIA,Miami Dolphins
197212100nor,,18,,,2,1,1,180,24,16,2,209,5,17,36,0,109,,,,3,289,2,62,29,"Sunday Dec 10, 1972",,20,,,2,1,3,243,52,24,1,254,3,10,20,0,94,,,,2,337,4,40,11,NOR,New Orleans Saints,Tulane Stadium,1:00pm,Away,NWE,New England Patriots
197212100buf,,14,,,0,0,0,144,25,8,3,150,2,21,31,0,116,,,,2,260,0,20,6,"Sunday Dec 10, 1972",,23,,,5,3,0,231,32,18,3,239,5,21,43,0,187,,,,1,418,3,61,8,BUF,Buffalo Bills,War Memorial Stadium,1:00pm,Away,DET,Detroit Lions
197212100phi,,13,,,6,3,1,36,9,1,0,44,7,21,47,3,214,,,,1,250,4,81,8,"Sunday Dec 10, 1972",,18,,,2,1,3,147,40,16,1,189,6,12,25,0,83,,,,6,230,4,67,42,PHI,Philadelphia Eagles,Veterans Stadium,1:00pm,Away,CHI,Chicago Bears
197212100min,,18,,,3,1,1,56,14,7,0,74,4,23,45,2,214,,,,3,270,2,74,18,"Sunday Dec 10, 1972",,9,,,4,1,3,90,21,11,0,118,4,7,21,1,54,,,,4,144,4,30,28,MIN,Minnesota Vikings,Metropolitan Stadium,2:00pm,Away,GNB,Green Bay Packers
197212100den,,20,,,5,3,2,236,44,22,1,288,7,13,28,0,99,,,,6,335,5,88,52,"Sunday Dec 10, 1972",,15,,,4,1,2,85,12,6,2,85,3,38,32,2,172,,,,0,257,3,25,0,SDG,San Diego Chargers,Mile High Stadium,2:00pm,Home,DEN,Denver Broncos
197212100crd,,29,,,4,2,1,240,39,24,2,260,2,14,40,0,151,,,,2,391,3,20,20,"Sunday Dec 10, 1972",,11,,,3,1,0,192,18,7,1,201,5,24,23,1,77,,,,1,269,1,35,9,RAM,Los Angeles Rams,Civic Center Busch Memorial Stadium,2:00pm,Home,CRD,St. Louis Cardinals
197212100oti,,12,,,2,1,0,63,19,10,0,80,3,9,38,0,130,,,,3,193,1,25,17,"Sunday Dec 10, 1972",,11,,,5,1,0,87,24,13,0,116,6,3,30,0,72,,,,4,159,1,30,29,OTI,Houston Oilers,Houston Astrodome,2:00pm,Away,PIT,Pittsburgh Steelers
197212100kan,,14,,,1,1,2,148,24,11,1,148,2,10,29,0,106,,,,0,254,3,27,0,"Sunday Dec 10, 1972",,21,,,0,0,0,137,21,15,2,137,7,24,40,1,185,,,,0,322,0,55,0,CLT,Baltimore Colts,Arrowhead Stadium,4:00pm,Home,KAN,Kansas City Chiefs
197212100sfo,,14,,,5,3,1,116,25,12,0,145,1,0,22,0,149,,,,4,265,4,20,29,"Sunday Dec 10, 1972",,19,,,1,0,0,66,18,9,0,79,5,20,47,2,210,,,,2,276,0,54,13,ATL,Atlanta Falcons,Candlestick Park,4:00pm,Home,SFO,San Francisco 49ers
197212110rai,,20,,,0,0,2,365,48,25,1,403,6,16,15,0,36,,,,4,401,2,57,38,"Monday Dec 11, 1972",,19,,,4,1,2,197,17,10,2,202,6,24,44,1,169,,,,1,366,3,44,5,NYJ,New York Jets,Oakland-Alameda County Coliseum,9:00pm,Home,RAI,Oakland Raiders
197212160mia,,13,,,5,3,3,126,25,12,0,131,3,0,30,0,131,,,,1,257,6,35,5,"Saturday Dec 16, 1972",,16,,,1,1,1,114,18,9,1,129,1,16,48,0,170,,,,2,284,2,7,15,CLT,Baltimore Colts,Orange Bowl,1:00pm,Home,MIA,Miami Dolphins
197212160sfo,,17,,,1,0,2,96,25,11,2,144,6,17,38,0,177,,,,4,273,2,67,48,"Saturday Dec 16, 1972",,18,,,5,2,5,229,30,17,2,241,3,20,33,0,154,,,,2,383,7,21,12,MIN,Minnesota Vikings,Candlestick Park,4:00pm,Home,SFO,San Francisco 49ers
