,attendance,away_first_downs,away_fourth_down_attempts,away_fourth_down_conversions,away_fumbles,away_fumbles_lost,away_interceptions,away_net_pass_yards,away_pass_attempts,away_pass_completions,away_pass_touchdowns,away_pass_yards,away_penalties,away_points,away_rush_attempts,away_rush_touchdowns,away_rush_yards,away_third_down_attempts,away_third_down_conversions,away_time_of_possession,away_times_sacked,away_total_yards,away_turnovers,away_yards_from_penalties,away_yards_lost_from_sacks,date,duration,home_first_downs,home_fourth_down_attempts,home_fourth_down_conversions,home_fumbles,home_fumbles_lost,home_interceptions,home_net_pass_yards,home_pass_attempts,home_pass_completions,home_pass_touchdowns,home_pass_yards,home_penalties,home_points,home_rush_attempts,home_rush_touchdowns,home_rush_yards,home_third_down_attempts,home_third_down_conversions,home_time_of_possession,home_times_sacked,home_total_yards,home_turnovers,home_yards_from_penalties,home_yards_lost_from_sacks,losing_abbr,losing_name,stadium,time,winner,winning_abbr,winning_name
196811240pit,,18,,,1,0,1,269,25,16,2,282,4,45,31,2,130,,,,2,399,1,48,13,"Sunday Nov 24, 1968",,22,,,0,0,5,280,45,26,4,287,2,28,24,0,71,,,,1,351,5,20,7,PIT,Pittsburgh Steelers,Pitt Stadium,,Away,SFO,San Francisco 49ers
196811240det,,17,,,2,0,3,136,30,11,1,136,4,20,36,1,126,,,,0,262,3,32,0,"Sunday Nov 24, 1968",,15,,,1,1,1,189,41,14,2,189,3,20,25,0,85,,,,0,274,2,17,0,DET,Detroit Lions,Tiger Stadium,,Away,NOR,New Orleans Saints
196811280det,,12,,,1,1,0,49,16,7,0,58,3,12,44,0,112,,,,1,161,1,26,9,"Thursday Nov 28, 1968",,8,,,2,1,3,66,15,7,0,66,8,0,29,0,102,,,,0,168,4,89,0,DET,Detroit Lions,Tiger Stadium,,Away,PHI,Philadelphia Eagles
196811280dal,,18,,,2,2,3,220,34,18,3,280,9,20,22,0,28,,,,6,248,5,124,60,"Thursday Nov 28, 1968",,17,,,1,0,1,138,23,12,0,171,9,29,38,2,147,,,,5,285,1,97,33,WAS,Washington Redskins,Cotton Bowl,,Home,DAL,Dallas Cowboys
196812010min,,19,,,0,0,2,123,16,10,3,123,3,31,52,1,201,,,,0,324,2,45,0,"Sunday Dec 1, 1968",,9,,,5,4,1,47,18,7,0,99,7,3,23,0,80,,,,5,127,5,71,52,MIN,Minnesota Vikings,Metropolitan Stadium,,Away,RAM,Los Angeles Rams
196812010clt,,12,,,2,2,4,87,31,15,0,136,7,0,27,0,56,,,,4,143,6,96,49,"Sunday Dec 1, 1968",,23,,,3,1,0,278,33,22,2,293,9,44,29,3,108,,,,2,386,1,95,15,ATL,Atlanta Falcons,Memorial Stadium (Baltimore),,Home,CLT,Baltimore Colts
196812010cle,,12,,,3,3,2,77,25,11,0,87,3,10,26,1,105,,,,1,182,5,18,10,"Sunday Dec 1, 1968",,25,,,1,1,1,206,29,14,2,216,1,45,35,4,172,,,,1,378,2,1,10,NYG,New York Giants,Cleveland Municipal Stadium,,Home,CLE,Cleveland Browns
196812010sfo,,17,,,1,0,1,44,23,9,0,95,2,20,34,2,173,,,,7,217,1,8,51,"Sunday Dec 1, 1968",,17,,,1,0,1,292,39,24,3,301,5,27,23,0,60,,,,2,352,1,41,9,GNB,Green Bay Packers,Kezar Stadium,,Home,SFO,San Francisco 49ers
196812010pit,,18,,,1,0,2,137,32,13,0,155,3,20,36,2,185,,,,2,322,2,25,18,"Sunday Dec 1, 1968",,13,,,7,3,0,90,33,11,0,117,0,10,27,1,77,,,,4,167,3,0,27,PIT,Pittsburgh Steelers,Pitt Stadium,,Away,CRD,St. Louis Cardinals
196812010nor,,15,,,0,3,0,46,19,5,2,60,13,23,45,0,213,,,,1,259,3,123,14,"Sunday Dec 1, 1968",,17,,,1,1,4,178,32,13,2,186,8,17,25,0,114,,,,1,292,5,60,8,NOR,New Orleans Saints,Tulane Stadium,,Away,CHI,Chicago Bears
196812070gnb,,14,,,2,2,0,104,20,10,1,128,2,16,38,0,138,,,,2,242,2,21,24,"Saturday Dec 7, 1968",,9,,,5,4,1,97,24,13,0,113,2,3,29,0,66,,,,2,163,5,10,16,GNB,Green Bay Packers,Lambeau Field,,Away,CLT,Baltimore Colts
196812080nyg,,19,,,3,2,1,74,10,7,0,74,2,28,42,4,277,,,,0,351,3,20,0,"Sunday Dec 8, 1968",,22,,,1,1,1,284,29,16,2,325,3,21,39,1,157,,,,4,441,2,22,41,NYG,New York Giants,Yankee Stadium,,Away,CRD,St. Louis Cardinals
196812080dal,,19,,,1,1,0,120,41,17,1,165,2,7,33,0,193,,,,8,313,1,34,45,"Sunday Dec 8, 1968",,11,,,1,1,1,232,26,12,3,248,7,28,27,0,109,,,,2,341,2,57,16,PIT,Pittsburgh Steelers,Cotton Bowl,,Home,DAL,Dallas Cowboys
196812080atl,,18,,,2,1,0,212,28,21,3,241,2,24,32,0,130,,,,3,342,1,21,29,"Sunday Dec 8, 1968",,14,,,2,2,2,58,21,9,0,124,4,7,28,1,172,,,,10,230,4,20,66,ATL,Atlanta Falcons,Atlanta Stadium,,Away,DET,Detroit Lions
196812080was,,15,,,2,2,1,205,22,12,1,205,5,24,36,1,149,,,,0,354,3,63,0,"Sunday Dec 8, 1968",,21,,,2,0,3,212,40,21,3,242,3,21,27,0,114,,,,3,326,3,25,30,WAS,Washington Redskins,District of Columbia Stadium,,Away,CLE,Cleveland Browns
196812080sfo,,15,,,1,0,1,122,17,10,1,150,4,30,42,2,125,,,,4,247,1,54,28,"Sunday Dec 8, 1968",,15,,,2,2,1,179,26,18,2,203,5,20,23,0,101,,,,3,280,3,28,24,SFO,San Francisco 49ers,Kezar Stadium,,Away,MIN,Minnesota Vikings
196812080ram,,17,,,1,1,1,98,19,12,0,109,12,17,47,2,150,,,,2,248,2,105,11,"Sunday Dec 8, 1968",,16,,,2,1,1,107,26,8,0,123,10,16,32,2,103,,,,3,210,2,116,16,RAM,Los Angeles Rams,Los Angeles Memorial Coliseum,,Away,CHI,Chicago Bears
196812080phi,,21,,,0,0,1,202,34,20,1,216,3,17,32,1,109,,,,3,311,1,40,14,"Sunday Dec 8, 1968",,15,,,1,1,1,167,18,10,3,181,4,29,25,1,151,,,,2,318,2,30,14,NOR,New Orleans Saints,Franklin Field,,Home,PHI,Philadelphia Eagles
196812140crd,,13,,,1,0,0,189,23,9,0,216,4,16,27,1,129,,,,2,318,0,28,27,"Saturday Dec 14, 1968",,16,,,1,0,0,121,22,9,2,121,8,27,41,1,203,,,,0,324,0,74,0,CLE,Cleveland Browns,Civic Center Busch Memorial Stadium,,Home,CRD,St. Louis Cardinals
196812150nor,,16,,,2,1,3,199,35,13,2,225,1,14,25,0,151,,,,4,350,4,8,26,"Sunday Dec 15, 1968",,13,,,0,0,0,258,37,18,2,296,6,24,22,0,85,,,,7,343,0,59,38,PIT,Pittsburgh Steelers,Tulane Stadium,,Home,NOR,New Orleans Saints
196812150chi,,12,,,3,1,0,251,18,11,3,259,6,28,28,1,65,,,,1,316,1,70,8,"Sunday Dec 15, 1968",,14,,,3,1,2,157,26,10,2,171,6,27,33,1,134,,,,2,291,3,61,14,CHI,Chicago Bears,Wrigley Field,,Away,GNB,Green Bay Packers
196812150atl,,21,,,2,1,3,210,29,13,0,216,5,14,47,2,248,,,,1,458,4,57,6,"Sunday Dec 15, 1968",,11,,,1,1,1,99,27,13,0,148,2,12,24,0,51,,,,4,150,2,18,49,ATL,Atlanta Falcons,Atlanta Stadium,,Away,SFO,San Francisco 49ers
196812150was,,21,,,3,3,1,238,36,20,0,258,4,3,33,0,130,,,,2,368,4,93,20,"Sunday Dec 15, 1968",,13,,,1,0,2,136,26,13,1,162,3,14,22,1,72,,,,2,208,2,26,26,DET,Detroit Lions,District of Columbia Stadium,,Home,WAS,Washington Redskins
196812150ram,,13,,,2,1,1,144,23,9,2,164,4,28,24,1,64,,,,3,208,2,28,20,"Sunday Dec 15, 1968",,19,,,2,0,1,147,28,18,1,197,4,24,39,2,165,,,,5,312,1,55,50,RAM,Los Angeles Rams,Los Angeles Memorial Coliseum,,Away,CLT,Baltimore Colts
196812150phi,,15,,,3,2,0,135,10,7,2,135,0,24,39,1,145,,,,0,280,2,0,0,"Sunday Dec 15, 1968",,18,,,2,2,0,156,26,18,2,165,3,17,38,0,130,,,,1,286,2,56,9,PHI,Philadelphia Eagles,Franklin Field,,Away,MIN,Minnesota Vikings
196812150nyg,,21,,,0,0,3,191,29,15,1,220,5,28,32,2,129,,,,3,320,3,23,29,"Sunday Dec 15, 1968",,15,,,3,1,0,265,46,21,1,270,1,10,22,0,54,,,,1,319,1,5,5,NYG,New York Giants,Yankee Stadium,,Away,DAL,Dallas Cowboys
196812210cle,,13,,,1,0,4,200,32,12,1,205,4,20,30,0,86,,,,1,286,4,20,5,"Saturday Dec 21, 1968",,12,,,1,1,1,178,25,13,1,203,6,31,30,2,102,,,,3,280,2,40,25,DAL,Dallas Cowboys,Cleveland Municipal Stadium,,Home,CLE,Cleveland Browns
196812220clt,,22,,,2,1,2,266,44,26,2,287,4,14,28,0,85,,,,2,351,3,30,21,"Sunday Dec 22, 1968",,15,,,1,1,1,245,22,13,2,280,2,24,27,0,50,,,,4,295,2,28,35,MIN,Minnesota Vikings,Memorial Stadium (Baltimore),,Home,CLT,Baltimore Colts
196812290cle,,22,,,2,1,1,169,25,11,0,169,3,34,39,4,184,,,,0,353,2,15,0,"Sunday Dec 29, 1968",,12,,,2,1,2,117,32,13,0,151,7,0,22,0,56,,,,4,173,3,54,34,CLE,Cleveland Browns,Cleveland Municipal Stadium,,Away,CLT,Baltimore Colts
196901120clt,,21,,,1,1,0,195,29,17,0,206,5,16,43,1,142,,,,2,337,1,28,11,"Sunday Jan 12, 1969",,18,,,1,1,4,181,41,17,0,181,3,7,23,1,143,,,,0,324,5,23,0,CLT,Baltimore Colts,Orange Bowl,,Away,NYJ,New York Jets
