,attendance,away_first_downs,away_fourth_down_attempts,away_fourth_down_conversions,away_fumbles,away_fumbles_lost,away_interceptions,away_net_pass_yards,away_pass_attempts,away_pass_completions,away_pass_touchdowns,away_pass_yards,away_penalties,away_points,away_rush_attempts,away_rush_touchdowns,away_rush_yards,away_third_down_attempts,away_third_down_conversions,away_time_of_possession,away_times_sacked,away_total_yards,away_turnovers,away_yards_from_penalties,away_yards_lost_from_sacks,date,duration,home_first_downs,home_fourth_down_attempts,home_fourth_down_conversions,home_fumbles,home_fumbles_lost,home_interceptions,home_net_pass_yards,home_pass_attempts,home_pass_completions,home_pass_touchdowns,home_pass_yards,home_penalties,home_points,home_rush_attempts,home_rush_touchdowns,home_rush_yards,home_third_down_attempts,home_third_down_conversions,home_time_of_possession,home_times_sacked,home_total_yards,home_turnovers,home_yards_from_penalties,home_yards_lost_from_sacks,losing_abbr,losing_name,stadium,time,winner,winning_abbr,winning_name
196810200det,,16,,,4,3,0,79,17,10,2,105,5,14,32,0,134,,,,2,213,3,45,26,"Sunday Oct 20, 1968",,18,,,4,4,0,70,13,9,2,105,2,14,48,0,212,,,,4,282,4,29,35,DET,Detroit Lions,Tiger Stadium,,Away,GNB,Green Bay Packers
196810200crd,,21,,,2,1,1,257,33,22,1,287,4,14,22,1,56,,,,3,313,2,75,30,"Sunday Oct 20, 1968",,24,,,2,1,0,148,22,14,2,148,8,41,39,3,173,,,,0,321,1,52,0,WAS,Washington Redskins,Civic Center Busch Memorial Stadium,,Home,CRD,St. Louis Cardinals
196810200clt,,19,,,2,1,0,126,23,15,3,137,5,30,43,1,179,,,,2,305,1,56,11,"Sunday Oct 20, 1968",,13,,,2,1,4,131,29,11,1,142,4,20,24,1,81,,,,1,212,5,31,11,CLT,Baltimore Colts,Memorial Stadium (Baltimore),,Away,CLE,Cleveland Browns
196810200ram,,7,,,2,1,2,101,16,7,1,144,4,14,22,0,32,,,,6,133,3,25,43,"Sunday Oct 20, 1968",,24,,,3,2,2,246,38,23,2,246,6,27,35,0,173,,,,0,419,4,64,0,ATL,Atlanta Falcons,Los Angeles Memorial Coliseum,,Home,RAM,Los Angeles Rams
196810200pit,,16,,,1,1,0,170,25,12,0,178,6,16,34,1,103,,,,1,273,1,56,8,"Sunday Oct 20, 1968",,16,,,2,1,1,91,20,8,0,103,1,12,39,2,210,,,,1,301,2,6,12,PIT,Pittsburgh Steelers,Pitt Stadium,,Away,NOR,New Orleans Saints
196810200phi,,16,,,1,0,1,94,24,10,1,94,7,29,35,0,164,,,,0,258,1,75,0,"Sunday Oct 20, 1968",,12,,,1,1,2,101,20,12,1,131,6,16,27,0,89,,,,4,190,3,55,30,PHI,Philadelphia Eagles,Franklin Field,,Away,CHI,Chicago Bears
196810200nyg,,22,,,1,1,0,179,24,15,2,179,8,26,39,1,214,,,,0,393,1,85,0,"Sunday Oct 20, 1968",,19,,,1,1,2,116,26,13,1,160,4,10,29,0,156,,,,3,272,3,24,44,NYG,New York Giants,Yankee Stadium,,Away,SFO,San Francisco 49ers
196810270crd,,16,,,1,0,1,185,31,16,2,216,8,17,32,0,116,,,,4,301,1,74,31,"Sunday Oct 27, 1968",,18,,,6,2,0,226,22,9,2,226,5,31,28,2,166,,,,0,392,2,44,0,NOR,New Orleans Saints,Civic Center Busch Memorial Stadium,,Home,CRD,St. Louis Cardinals
196810270clt,,12,,,3,2,2,78,29,16,1,116,1,10,22,0,70,,,,5,148,4,27,38,"Sunday Oct 27, 1968",,17,,,1,1,3,205,27,11,2,211,3,27,40,2,159,,,,1,364,4,33,6,RAM,Los Angeles Rams,Memorial Stadium (Baltimore),,Home,CLT,Baltimore Colts
196810270cle,,17,,,0,0,2,137,26,15,1,198,2,7,26,0,147,,,,8,284,2,20,61,"Sunday Oct 27, 1968",,24,,,0,0,0,248,27,18,1,248,4,30,33,2,196,,,,0,444,0,41,0,ATL,Atlanta Falcons,Cleveland Municipal Stadium,,Home,CLE,Cleveland Browns
196810270chi,,17,,,0,0,1,177,27,16,2,205,7,24,28,1,97,,,,3,274,1,74,28,"Sunday Oct 27, 1968",,20,,,1,0,1,171,29,12,2,184,8,26,34,0,247,,,,1,418,1,75,13,MIN,Minnesota Vikings,Wrigley Field,,Home,CHI,Chicago Bears
196810270was,,22,,,0,0,2,124,26,14,0,129,3,13,47,1,173,,,,1,297,2,27,5,"Sunday Oct 27, 1968",,9,,,2,1,1,73,25,7,0,73,1,10,18,0,69,,,,0,142,2,13,0,WAS,Washington Redskins,District of Columbia Stadium,,Away,NYG,New York Giants
196810270pit,,15,,,2,1,1,171,35,17,0,179,12,3,31,0,116,,,,1,287,2,132,8,"Sunday Oct 27, 1968",,13,,,0,0,1,126,28,9,0,141,8,6,35,0,123,,,,2,249,1,108,15,PHI,Philadelphia Eagles,Pitt Stadium,,Home,PIT,Pittsburgh Steelers
196810270det,,16,,,3,2,0,216,37,22,1,239,9,14,36,0,116,,,,3,332,2,83,23,"Sunday Oct 27, 1968",,10,,,4,3,1,141,35,15,0,169,7,7,24,0,78,,,,4,219,4,89,28,DET,Detroit Lions,Tiger Stadium,,Away,SFO,San Francisco 49ers
196810280dal,,20,,,0,0,1,217,25,17,4,260,5,28,31,0,105,,,,5,322,1,55,43,"Monday Oct 28, 1968",,20,,,1,1,3,206,33,13,2,219,4,17,34,0,159,,,,2,365,4,21,13,DAL,Dallas Cowboys,Cotton Bowl,,Away,GNB,Green Bay Packers
196811030nor,,22,,,5,5,2,220,36,16,2,252,6,17,30,0,185,,,,6,405,7,55,32,"Sunday Nov 3, 1968",,13,,,0,0,4,184,39,15,0,184,5,3,28,0,59,,,,0,243,4,65,0,NOR,New Orleans Saints,Tulane Stadium,,Away,DAL,Dallas Cowboys
196811030min,,9,,,3,3,1,92,23,15,1,141,3,14,21,0,41,,,,8,133,4,26,49,"Sunday Nov 3, 1968",,15,,,1,1,2,102,20,9,2,119,7,27,36,0,215,,,,2,317,3,65,17,WAS,Washington Redskins,Metropolitan Stadium,,Home,MIN,Minnesota Vikings
196811030gnb,,18,,,5,1,2,37,14,5,0,51,10,13,47,1,291,,,,2,328,3,90,14,"Sunday Nov 3, 1968",,12,,,1,1,0,135,18,10,1,154,2,10,26,0,107,,,,2,242,1,20,19,GNB,Green Bay Packers,Lambeau Field,,Away,CHI,Chicago Bears
196811030atl,,25,,,4,1,0,288,32,22,4,308,3,41,34,2,114,,,,4,402,1,30,20,"Sunday Nov 3, 1968",,16,,,2,1,4,257,26,15,3,282,4,21,25,0,86,,,,4,343,5,60,25,ATL,Atlanta Falcons,Atlanta Stadium,,Away,PIT,Pittsburgh Steelers
196811030sfo,,22,,,0,0,2,138,33,11,2,148,7,33,38,1,224,,,,1,362,2,55,10,"Sunday Nov 3, 1968",,21,,,3,3,2,241,37,23,3,241,5,21,24,0,70,,,,0,311,5,40,0,SFO,San Francisco 49ers,Kezar Stadium,,Away,CLE,Cleveland Browns
196811030ram,,15,,,2,1,2,144,34,14,0,172,4,7,28,0,72,,,,4,216,3,40,28,"Sunday Nov 3, 1968",,9,,,0,0,2,185,25,7,1,211,6,10,31,0,101,,,,4,286,2,53,26,DET,Detroit Lions,Los Angeles Memorial Coliseum,,Home,RAM,Los Angeles Rams
196811030phi,,21,,,2,1,0,176,14,8,1,176,3,45,45,5,186,,,,0,362,1,42,0,"Sunday Nov 3, 1968",,17,,,0,0,1,230,35,19,1,242,2,17,21,1,112,,,,1,342,1,28,12,PHI,Philadelphia Eagles,Franklin Field,,Away,CRD,St. Louis Cardinals
196811030nyg,,20,,,2,0,1,184,26,16,2,201,3,26,41,1,144,,,,2,328,1,28,17,"Sunday Nov 3, 1968",,12,,,0,0,3,160,31,14,0,172,6,0,16,0,55,,,,2,215,3,55,12,NYG,New York Giants,Yankee Stadium,,Away,CLT,Baltimore Colts
196811100crd,,17,,,1,0,0,280,30,20,3,314,7,28,32,0,83,,,,4,363,0,53,34,"Sunday Nov 10, 1968",,17,,,0,0,2,337,40,17,3,353,4,28,24,1,88,,,,2,425,2,58,16,CRD,St. Louis Cardinals,Civic Center Busch Memorial Stadium,,Away,PIT,Pittsburgh Steelers
196811100cle,,18,,,1,0,3,123,43,15,2,153,3,17,30,0,161,,,,5,284,3,38,30,"Sunday Nov 10, 1968",,17,,,3,3,3,245,24,10,4,262,6,35,35,1,222,,,,2,467,6,55,17,NOR,New Orleans Saints,Cleveland Municipal Stadium,,Home,CLE,Cleveland Browns
196811100chi,,11,,,0,0,4,199,26,9,2,199,7,19,16,1,56,,,,0,255,4,60,0,"Sunday Nov 10, 1968",,26,,,2,0,1,234,30,16,1,234,9,27,55,2,215,,,,0,449,1,100,0,SFO,San Francisco 49ers,Wrigley Field,,Home,CHI,Chicago Bears
196811100atl,,18,,,1,0,1,71,26,11,1,109,3,17,45,0,179,,,,4,250,1,46,38,"Sunday Nov 10, 1968",,9,,,3,2,1,140,21,11,1,168,8,10,25,0,92,,,,4,232,3,83,28,ATL,Atlanta Falcons,Atlanta Stadium,,Away,RAM,Los Angeles Rams
196811100phi,,17,,,3,1,1,92,21,8,0,104,2,16,41,1,175,,,,1,267,2,8,12,"Sunday Nov 10, 1968",,13,,,1,0,2,207,33,18,1,217,1,10,26,0,69,,,,1,276,2,15,10,PHI,Philadelphia Eagles,Franklin Field,,Away,WAS,Washington Redskins
196811100min,,21,,,3,3,1,91,23,13,0,131,3,10,32,1,172,,,,5,263,4,35,40,"Sunday Nov 10, 1968",,15,,,1,1,0,66,16,8,0,80,5,14,42,2,160,,,,1,226,1,62,14,GNB,Green Bay Packers,Metropolitan Stadium,,Home,MIN,Minnesota Vikings
196811100det,,17,,,0,0,1,238,19,10,0,249,10,27,30,2,116,,,,2,354,1,81,11,"Sunday Nov 10, 1968",,20,,,1,0,0,225,37,26,1,262,5,10,23,0,83,,,,4,308,0,65,37,DET,Detroit Lions,Tiger Stadium,,Away,CLT,Baltimore Colts
196811100dal,,13,,,1,1,0,181,24,16,2,187,3,27,28,1,112,,,,2,293,1,25,6,"Sunday Nov 10, 1968",,24,,,2,2,3,250,35,20,2,272,5,21,32,1,99,,,,3,349,5,35,22,DAL,Dallas Cowboys,Cotton Bowl,,Away,NYG,New York Giants
196811170gnb,,11,,,3,2,2,62,26,8,0,75,3,7,27,1,74,,,,2,136,4,27,13,"Sunday Nov 17, 1968",,18,,,2,2,0,157,22,13,1,208,4,29,35,2,132,,,,5,289,2,53,51,NOR,New Orleans Saints,Milwaukee County Stadium,,Home,GNB,Green Bay Packers
196811170det,,15,,,1,0,3,113,10,6,0,126,4,13,47,1,139,,,,2,252,3,28,13,"Sunday Nov 17, 1968",,6,,,1,0,1,38,20,6,0,77,4,6,22,0,93,,,,4,131,1,32,39,DET,Detroit Lions,Tiger Stadium,,Away,MIN,Minnesota Vikings
196811170clt,,16,,,2,0,5,144,48,17,0,163,6,0,24,0,58,,,,2,202,5,81,19,"Sunday Nov 17, 1968",,17,,,3,1,2,256,27,15,3,276,5,27,32,0,170,,,,2,426,3,65,20,CRD,St. Louis Cardinals,Memorial Stadium (Baltimore),,Home,CLT,Baltimore Colts
196811170chi,,14,,,2,1,0,143,13,8,0,173,3,16,35,2,157,,,,5,300,1,38,30,"Sunday Nov 17, 1968",,16,,,1,1,1,185,28,16,0,216,5,13,28,1,117,,,,4,302,2,49,31,CHI,Chicago Bears,Wrigley Field,,Away,ATL,Atlanta Falcons
196811170was,,24,,,3,1,1,295,32,20,3,295,5,44,38,1,220,,,,0,515,2,51,0,"Sunday Nov 17, 1968",,13,,,2,2,0,207,29,14,2,255,2,24,22,0,82,,,,5,289,2,10,48,WAS,Washington Redskins,District of Columbia Stadium,,Away,DAL,Dallas Cowboys
196811170sfo,,22,,,1,1,2,270,44,21,2,284,9,20,30,0,129,,,,1,399,3,86,14,"Sunday Nov 17, 1968",,18,,,4,3,1,171,24,10,0,174,8,20,33,2,167,,,,1,338,4,70,3,SFO,San Francisco 49ers,Kezar Stadium,,Away,RAM,Los Angeles Rams
196811170pit,,18,,,1,0,3,352,35,22,5,352,5,45,27,1,47,,,,0,399,3,61,0,"Sunday Nov 17, 1968",,21,,,1,1,6,188,36,17,2,188,4,24,25,0,165,,,,0,353,7,55,0,PIT,Pittsburgh Steelers,Pitt Stadium,,Away,CLE,Cleveland Browns
196811170nyg,,9,,,0,0,3,39,21,8,0,66,3,6,21,0,68,,,,3,107,3,32,27,"Sunday Nov 17, 1968",,16,,,0,0,2,136,23,12,1,171,6,7,40,0,138,,,,3,274,2,60,35,PHI,Philadelphia Eagles,Yankee Stadium,,Home,NYG,New York Giants
196811240crd,,10,,,0,0,1,102,20,9,1,194,4,12,21,0,60,,,,11,162,1,38,92,"Sunday Nov 24, 1968",,17,,,2,1,2,127,22,10,1,136,3,17,44,1,133,,,,1,260,3,29,9,ATL,Atlanta Falcons,Civic Center Busch Memorial Stadium,,Home,CRD,St. Louis Cardinals
196811240clt,,15,,,1,0,2,141,25,15,0,180,7,9,21,0,88,,,,5,229,2,97,39,"Sunday Nov 24, 1968",,22,,,2,1,2,243,24,17,2,259,8,21,42,1,170,,,,2,413,3,80,16,MIN,Minnesota Vikings,Memorial Stadium (Baltimore),,Home,CLT,Baltimore Colts
196811240cle,,21,,,4,3,3,285,48,27,1,286,7,13,20,0,57,,,,1,342,6,70,1,"Sunday Nov 24, 1968",,22,,,2,0,0,237,27,14,3,246,9,47,37,3,201,,,,1,438,0,103,9,PHI,Philadelphia Eagles,Cleveland Municipal Stadium,,Home,CLE,Cleveland Browns
196811240chi,,26,,,1,1,1,230,32,15,1,240,3,34,35,3,113,,,,1,343,2,24,10,"Sunday Nov 24, 1968",,9,,,2,2,1,80,28,17,0,106,5,3,27,0,67,,,,3,147,3,75,26,CHI,Chicago Bears,Wrigley Field,,Away,DAL,Dallas Cowboys
196811240was,,23,,,1,1,2,230,24,18,1,230,10,27,47,2,158,,,,0,388,3,116,0,"Sunday Nov 24, 1968",,13,,,5,3,0,134,29,18,1,164,6,7,19,0,33,,,,3,167,3,55,30,WAS,Washington Redskins,District of Columbia Stadium,,Away,GNB,Green Bay Packers
196811240ram,,18,,,1,1,2,127,28,14,3,146,12,21,35,0,146,,,,2,273,3,117,19,"Sunday Nov 24, 1968",,19,,,2,2,2,143,20,9,1,154,2,24,36,2,168,,,,1,311,4,21,11,NYG,New York Giants,Los Angeles Memorial Coliseum,,Home,RAM,Los Angeles Rams
