,attendance,away_first_downs,away_fourth_down_attempts,away_fourth_down_conversions,away_fumbles,away_fumbles_lost,away_interceptions,away_net_pass_yards,away_pass_attempts,away_pass_completions,away_pass_touchdowns,away_pass_yards,away_penalties,away_points,away_rush_attempts,away_rush_touchdowns,away_rush_yards,away_third_down_attempts,away_third_down_conversions,away_time_of_possession,away_times_sacked,away_total_yards,away_turnovers,away_yards_from_penalties,away_yards_lost_from_sacks,date,duration,home_first_downs,home_fourth_down_attempts,home_fourth_down_conversions,home_fumbles,home_fumbles_lost,home_interceptions,home_net_pass_yards,home_pass_attempts,home_pass_completions,home_pass_touchdowns,home_pass_yards,home_penalties,home_points,home_rush_attempts,home_rush_touchdowns,home_rush_yards,home_third_down_attempts,home_third_down_conversions,home_time_of_possession,home_times_sacked,home_total_yards,home_turnovers,home_yards_from_penalties,home_yards_lost_from_sacks,losing_abbr,losing_name,stadium,time,winner,winning_abbr,winning_name
197709180sea,,23,,,2,1,0,220,26,17,1,220,4,29,50,2,206,,,,0,426,1,40,0,"Sunday Sep 18, 1977",,16,,,0,0,4,151,35,14,1,164,3,14,25,0,104,,,,3,255,4,15,13,SEA,Seattle Seahawks,Seattle Kingdome,4:00pm,Away,CLT,Baltimore Colts
197709180rai,,7,,,4,2,1,62,22,11,0,77,12,0,20,0,59,,,,2,121,3,103,15,"Sunday Sep 18, 1977",,21,,,2,0,1,139,20,13,2,139,13,24,59,1,178,,,,0,317,1,105,0,SDG,San Diego Chargers,Oakland-Alameda County Coliseum,4:00pm,Home,RAI,Oakland Raiders
197709180oti,,11,,,1,1,1,77,26,10,0,115,11,0,26,0,102,,,,3,179,2,90,38,"Sunday Sep 18, 1977",,19,,,1,0,0,130,32,20,0,137,10,20,33,3,109,,,,1,239,0,86,7,NYJ,New York Jets,Houston Astrodome,4:00pm,Home,OTI,Houston Oilers
197709190pit,,8,,,1,1,2,19,18,4,0,56,8,0,33,0,82,,,,4,101,3,50,37,"Monday Sep 19, 1977",,19,,,1,1,0,133,24,12,1,164,7,27,45,2,175,,,,3,308,1,71,31,SFO,San Francisco 49ers,Three Rivers Stadium,9:00pm,Home,PIT,Pittsburgh Steelers
197709240tam,,17,,,2,1,2,211,38,25,1,223,7,9,32,0,104,,,,1,315,3,64,12,"Saturday Sep 24, 1977",,8,,,1,0,3,34,17,5,0,48,8,3,34,0,104,,,,2,138,3,69,14,TAM,Tampa Bay Buccaneers,Tampa Stadium,8:00pm,Away,MIN,Minnesota Vikings
197709250nyj,,15,,,1,0,1,62,15,9,0,78,12,20,50,3,152,,,,2,214,1,73,16,"Sunday Sep 25, 1977",,14,,,2,0,2,132,22,13,0,140,4,12,34,1,80,,,,1,212,2,29,8,NYJ,New York Jets,Giants Stadium,1:00pm,Away,CLT,Baltimore Colts
197709250was,,16,,,2,0,0,234,33,16,0,269,9,6,45,0,107,,,,4,341,0,131,35,"Sunday Sep 25, 1977",,15,,,1,1,2,147,29,13,1,168,12,10,30,0,105,,,,3,252,3,114,21,ATL,Atlanta Falcons,Robert F. Kennedy Memorial Stadium,1:00pm,Home,WAS,Washington Redskins
197709250cin,,15,,,1,0,3,172,28,10,1,176,6,20,31,1,110,,,,1,282,3,59,4,"Sunday Sep 25, 1977",,27,,,0,0,1,225,30,18,2,237,12,42,40,3,199,,,,1,424,1,103,12,SEA,Seattle Seahawks,Riverfront Stadium,1:00pm,Home,CIN,Cincinnati Bengals
197709250pit,,13,,,0,0,0,107,19,8,0,107,7,16,46,1,140,,,,0,247,0,54,0,"Sunday Sep 25, 1977",,18,,,2,2,3,217,32,16,1,268,6,7,31,0,152,,,,5,369,5,57,51,PIT,Pittsburgh Steelers,Three Rivers Stadium,1:00pm,Away,RAI,Oakland Raiders
197709250kan,,20,,,2,0,3,73,25,11,1,85,9,23,48,1,214,,,,1,287,3,70,12,"Sunday Sep 25, 1977",,9,,,0,0,3,74,23,8,1,115,7,7,27,0,75,,,,5,149,3,61,41,KAN,Kansas City Chiefs,Arrowhead Stadium,2:00pm,Away,SDG,San Diego Chargers
197709250gnb,,18,,,2,0,0,137,30,18,0,152,8,16,34,1,90,,,,2,227,0,40,15,"Sunday Sep 25, 1977",,15,,,1,1,3,184,26,16,1,193,6,10,32,0,95,,,,1,279,4,38,9,GNB,Green Bay Packers,Lambeau Field,2:00pm,Away,OTI,Houston Oilers
197709250det,,9,,,0,0,1,53,22,10,0,85,7,19,17,1,39,,,,6,92,1,61,32,"Sunday Sep 25, 1977",,26,,,2,1,0,123,28,13,2,183,10,23,53,1,306,,,,5,429,1,84,60,NOR,New Orleans Saints,Pontiac Silverdome,2:00pm,Home,DET,Detroit Lions
197709250dal,,14,,,3,2,3,92,26,10,0,133,7,21,27,2,69,,,,5,161,5,59,41,"Sunday Sep 25, 1977",,25,,,2,1,0,259,36,21,1,265,11,41,45,4,185,,,,1,444,1,95,6,NYG,New York Giants,Texas Stadium,2:00pm,Home,DAL,Dallas Cowboys
197709250crd,,18,,,0,0,2,184,39,19,1,184,7,13,25,0,101,,,,0,285,2,47,0,"Sunday Sep 25, 1977",,17,,,3,2,2,215,24,16,1,215,5,16,40,0,133,,,,0,348,4,55,0,CHI,Chicago Bears,Civic Center Busch Memorial Stadium,2:00pm,Home,CRD,St. Louis Cardinals
197709250den,,8,,,1,0,3,63,28,13,0,111,6,6,24,0,66,,,,4,129,3,53,48,"Sunday Sep 25, 1977",,17,,,2,2,0,93,20,9,1,131,5,26,46,2,203,,,,4,296,2,60,38,BUF,Buffalo Bills,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
197709250sfo,,22,,,0,0,0,153,17,10,2,169,6,19,45,1,208,,,,2,361,0,50,16,"Sunday Sep 25, 1977",,13,,,3,0,1,118,21,11,0,123,8,15,34,1,162,,,,1,280,1,50,5,SFO,San Francisco 49ers,Candlestick Park,4:00pm,Away,MIA,Miami Dolphins
197709250ram,,6,,,2,1,3,81,29,13,0,99,1,0,16,0,31,,,,2,112,4,10,18,"Sunday Sep 25, 1977",,21,,,2,1,1,136,23,12,2,136,6,20,56,0,220,,,,0,356,2,55,0,PHI,Philadelphia Eagles,Los Angeles Memorial Coliseum,4:00pm,Home,RAM,Los Angeles Rams
197709260cle,,21,,,4,1,1,122,23,15,2,172,12,27,40,1,141,,,,3,263,2,80,50,"Monday Sep 26, 1977",,25,,,2,1,2,195,27,19,3,204,5,30,44,0,198,,,,2,393,3,35,9,NWE,New England Patriots,Cleveland Municipal Stadium,9:00pm,Home,CLE,Cleveland Browns
197710020nyj,,20,,,4,2,3,231,34,16,1,231,10,27,38,1,125,,,,0,356,5,100,0,"Sunday Oct 2, 1977",,10,,,0,0,3,144,21,12,2,154,3,30,37,1,107,,,,1,251,3,25,10,NWE,New England Patriots,Shea Stadium,1:00pm,Home,NYJ,New York Jets
197710020dal,,10,,,2,0,2,87,23,8,0,107,4,7,32,0,76,,,,2,163,2,25,20,"Sunday Oct 2, 1977",,23,,,2,2,1,210,24,15,0,212,8,23,42,1,205,,,,1,415,3,60,2,TAM,Tampa Bay Buccaneers,Texas Stadium,1:00pm,Home,DAL,Dallas Cowboys
197710020cle,,21,,,1,0,2,143,17,10,3,143,12,28,56,1,218,,,,0,361,2,104,0,"Sunday Oct 2, 1977",,16,,,2,2,3,85,24,10,1,85,9,14,29,1,80,,,,0,165,5,82,0,CLE,Cleveland Browns,Cleveland Municipal Stadium,1:00pm,Away,PIT,Pittsburgh Steelers
197710020atl,,10,,,3,2,2,72,23,7,0,153,9,3,29,0,105,,,,9,177,4,69,81,"Sunday Oct 2, 1977",,18,,,4,3,0,144,24,16,1,164,5,17,48,1,151,,,,2,295,3,30,20,NYG,New York Giants,Atlanta-Fulton County Stadium,1:00pm,Home,ATL,Atlanta Falcons
197710020min,,8,,,1,0,0,127,20,8,1,143,4,7,21,0,81,,,,2,208,0,40,16,"Sunday Oct 2, 1977",,24,,,2,0,0,131,27,19,1,184,6,19,49,2,194,,,,4,325,0,55,53,GNB,Green Bay Packers,Metropolitan Stadium,2:00pm,Home,MIN,Minnesota Vikings
197710020det,,19,,,4,2,1,193,26,13,2,207,7,13,35,0,137,,,,3,330,3,55,14,"Sunday Oct 2, 1977",,18,,,1,1,0,95,18,13,1,125,7,17,45,1,140,,,,4,235,1,62,30,PHI,Philadelphia Eagles,Pontiac Silverdome,2:00pm,Home,DET,Detroit Lions
197710020clt,,18,,,4,3,2,225,39,19,2,234,5,14,23,0,77,,,,2,302,5,40,9,"Sunday Oct 2, 1977",,22,,,4,1,0,154,30,20,1,175,7,17,41,1,155,,,,2,309,1,55,21,BUF,Buffalo Bills,Memorial Stadium (Baltimore),2:00pm,Home,CLT,Baltimore Colts
197710020chi,,18,,,0,0,0,168,17,8,1,168,6,42,46,3,146,,,,0,314,0,60,0,"Sunday Oct 2, 1977",,19,,,1,1,2,218,38,18,1,238,11,24,31,2,197,,,,1,415,3,111,20,CHI,Chicago Bears,Soldier Field,2:00pm,Away,NOR,New Orleans Saints
197710020mia,,13,,,2,1,2,137,31,16,0,137,6,7,27,1,68,,,,0,205,3,47,0,"Sunday Oct 2, 1977",,29,,,2,2,1,180,20,13,1,194,1,27,51,3,217,,,,1,397,3,2,14,OTI,Houston Oilers,Orange Bowl,4:00pm,Home,MIA,Miami Dolphins
197710020was,,19,,,4,1,2,223,31,17,1,238,7,14,32,1,106,,,,2,329,3,55,15,"Sunday Oct 2, 1977",,16,,,1,1,0,198,21,12,3,206,6,24,41,0,163,,,,1,361,1,49,8,CRD,St. Louis Cardinals,Robert F. Kennedy Memorial Stadium,4:00pm,Home,WAS,Washington Redskins
197710020sea,,19,,,2,1,1,177,21,12,1,181,9,24,39,2,153,,,,1,330,2,92,4,"Sunday Oct 2, 1977",,19,,,3,2,1,191,31,21,2,208,7,13,32,0,81,,,,2,272,3,40,17,SEA,Seattle Seahawks,Seattle Kingdome,4:00pm,Away,DEN,Denver Broncos
197710020sdg,,15,,,4,1,3,127,33,15,0,165,4,3,22,0,92,,,,5,219,4,44,38,"Sunday Oct 2, 1977",,25,,,1,1,1,220,24,17,2,238,10,24,43,1,165,,,,2,385,2,83,18,CIN,Cincinnati Bengals,San Diego Stadium,4:00pm,Home,SDG,San Diego Chargers
197710020ram,,12,,,1,0,2,183,25,15,1,205,11,14,25,1,48,,,,3,231,2,101,22,"Sunday Oct 2, 1977",,17,,,1,0,0,95,14,7,0,126,9,34,49,4,150,,,,3,245,0,108,31,SFO,San Francisco 49ers,Los Angeles Memorial Coliseum,4:00pm,Home,RAM,Los Angeles Rams
197710030kan,,29,,,2,1,3,297,28,19,1,297,5,37,49,3,242,,,,1,539,4,60,0,"Monday Oct 3, 1977",,14,,,0,0,0,128,20,9,3,157,5,28,27,1,194,,,,3,322,0,45,29,KAN,Kansas City Chiefs,Arrowhead Stadium,9:00pm,Away,RAI,Oakland Raiders
197710090nwe,,6,,,2,1,4,50,23,5,0,71,4,0,31,0,95,,,,3,145,5,20,21,"Sunday Oct 9, 1977",,19,,,3,2,1,137,15,9,3,137,2,31,55,1,196,,,,0,333,3,25,0,SEA,Seattle Seahawks,Schaefer Stadium,1:00pm,Home,NWE,New England Patriots
197710090cle,,17,,,0,0,2,88,20,9,0,107,8,26,48,2,171,,,,2,259,2,55,19,"Sunday Oct 9, 1977",,14,,,5,3,2,137,27,12,1,141,9,10,26,0,113,,,,1,250,5,66,4,CLE,Cleveland Browns,Cleveland Municipal Stadium,1:00pm,Away,RAI,Oakland Raiders
197710090buf,,17,,,4,3,0,194,15,10,1,194,5,24,44,2,172,,,,0,366,3,45,0,"Sunday Oct 9, 1977",,21,,,1,1,1,199,33,18,2,205,2,19,37,0,172,,,,1,371,2,15,6,BUF,Buffalo Bills,Rich Stadium,1:00pm,Away,NYJ,New York Jets
197710090nyg,,14,,,5,3,1,147,17,8,2,162,2,28,43,2,179,,,,2,326,4,48,15,"Sunday Oct 9, 1977",,15,,,1,0,4,165,38,12,1,193,3,10,32,0,94,,,,4,259,4,25,28,NYG,New York Giants,Giants Stadium,1:00pm,Away,PHI,Philadelphia Eagles
197710090nor,,14,,,2,2,0,137,21,11,0,137,7,14,31,1,132,,,,0,269,2,50,0,"Sunday Oct 9, 1977",,18,,,2,1,1,43,26,16,0,124,6,0,36,0,157,,,,8,200,2,46,81,NOR,New Orleans Saints,Louisiana Superdome,2:00pm,Away,SDG,San Diego Chargers
197710090min,,19,,,1,0,1,222,47,26,1,255,8,7,27,0,59,,,,3,281,1,70,33,"Sunday Oct 9, 1977",,13,,,4,3,0,256,31,21,2,269,6,14,27,0,58,,,,1,314,3,48,13,DET,Detroit Lions,Metropolitan Stadium,2:00pm,Home,MIN,Minnesota Vikings
197710090gnb,,21,,,1,1,1,174,20,15,1,190,9,17,42,1,159,,,,3,333,2,85,16,"Sunday Oct 9, 1977",,15,,,0,0,2,115,25,13,1,115,7,7,37,0,112,,,,0,227,2,60,0,GNB,Green Bay Packers,Milwaukee County Stadium,2:00pm,Away,CIN,Cincinnati Bengals
197710090crd,,22,,,3,2,0,124,29,18,1,153,9,30,39,2,264,,,,3,388,2,109,29,"Sunday Oct 9, 1977",,15,,,0,0,2,174,34,10,1,195,11,24,31,1,146,,,,2,320,2,166,21,CRD,St. Louis Cardinals,Civic Center Busch Memorial Stadium,2:00pm,Away,DAL,Dallas Cowboys
197710090clt,,16,,,4,2,2,213,34,18,0,264,5,28,29,3,182,,,,5,395,4,46,51,"Sunday Oct 9, 1977",,19,,,1,1,0,190,30,18,4,205,2,45,35,2,207,,,,1,397,1,15,15,MIA,Miami Dolphins,Memorial Stadium (Baltimore),2:00pm,Home,CLT,Baltimore Colts
197710090oti,,21,,,5,3,6,211,33,12,0,211,10,10,45,1,178,,,,0,389,9,67,0,"Sunday Oct 9, 1977",,15,,,0,0,2,169,24,13,2,184,7,27,29,0,98,,,,1,267,2,57,15,PIT,Pittsburgh Steelers,Houston Astrodome,2:00pm,Home,OTI,Houston Oilers
197710090den,,14,,,3,2,4,80,27,15,0,132,6,7,29,1,86,,,,6,166,6,55,52,"Sunday Oct 9, 1977",,16,,,3,2,0,188,30,18,0,219,9,23,39,2,124,,,,3,312,2,107,31,KAN,Kansas City Chiefs,Mile High Stadium,4:00pm,Home,DEN,Denver Broncos
197710090tam,,14,,,5,2,1,118,22,11,0,134,7,10,47,1,121,,,,2,239,3,61,16,"Sunday Oct 9, 1977",,11,,,4,2,3,39,28,10,0,138,7,0,26,0,97,,,,10,136,5,37,99,TAM,Tampa Bay Buccaneers,Tampa Stadium,4:00pm,Away,WAS,Washington Redskins
197710090sfo,,11,,,0,0,0,130,14,9,1,137,14,7,44,0,113,,,,1,243,0,110,7,"Sunday Oct 9, 1977",,12,,,3,0,1,35,18,5,0,70,7,0,39,0,153,,,,4,188,1,64,35,SFO,San Francisco 49ers,Candlestick Park,4:00pm,Away,ATL,Atlanta Falcons
197710100chi,,22,,,1,0,4,239,46,19,1,258,8,23,40,1,177,,,,2,416,4,70,19,"Monday Oct 10, 1977",,14,,,3,3,1,231,18,12,3,231,15,24,46,0,200,,,,0,431,4,144,0,RAM,Los Angeles Rams,Soldier Field,9:00pm,Home,CHI,Chicago Bears
197710160phi,,16,,,1,1,0,209,25,17,1,209,7,21,41,2,128,,,,0,337,1,57,0,"Sunday Oct 16, 1977",,14,,,1,1,3,258,38,17,2,264,9,17,23,0,96,,,,1,354,4,77,6,PHI,Philadelphia Eagles,Veterans Stadium,1:00pm,Away,CRD,St. Louis Cardinals
197710160nyg,,16,,,4,2,1,183,22,15,1,224,7,17,39,1,92,,,,4,275,3,67,41,"Sunday Oct 16, 1977",,9,,,1,1,0,23,6,2,1,47,6,20,41,1,131,,,,2,154,1,45,24,SFO,San Francisco 49ers,Giants Stadium,1:00pm,Home,NYG,New York Giants
197710160kan,,16,,,2,1,0,80,20,11,0,90,7,17,45,2,161,,,,1,241,1,60,10,"Sunday Oct 16, 1977",,13,,,3,2,2,117,23,11,0,146,3,6,31,1,102,,,,4,219,4,35,29,KAN,Kansas City Chiefs,Arrowhead Stadium,1:00pm,Away,CLT,Baltimore Colts
197710160buf,,15,,,0,0,2,86,30,9,0,95,6,0,39,0,114,,,,1,200,2,65,9,"Sunday Oct 16, 1977",,15,,,3,2,0,96,21,8,0,96,6,3,45,0,218,,,,0,314,2,73,0,ATL,Atlanta Falcons,Rich Stadium,1:00pm,Home,BUF,Buffalo Bills
197710160oti,,11,,,1,1,1,61,20,9,1,71,11,24,31,1,109,,,,1,170,2,65,10,"Sunday Oct 16, 1977",,18,,,4,1,2,119,29,14,0,148,7,23,37,1,109,,,,2,228,3,76,29,OTI,Houston Oilers,Houston Astrodome,2:00pm,Away,CLE,Cleveland Browns
197710160min,,17,,,2,2,0,133,22,14,2,155,5,16,44,0,170,,,,3,303,2,41,22,"Sunday Oct 16, 1977",,22,,,1,1,1,201,31,17,1,212,6,22,41,1,195,,,,2,396,2,60,11,CHI,Chicago Bears,Metropolitan Stadium,2:00pm,Home,MIN,Minnesota Vikings
197710160det,,11,,,4,2,4,82,25,11,0,127,6,6,29,0,67,,,,5,149,6,40,45,"Sunday Oct 16, 1977",,17,,,2,2,0,129,26,18,1,155,8,10,38,0,133,,,,3,262,2,55,26,GNB,Green Bay Packers,Pontiac Silverdome,2:00pm,Home,DET,Detroit Lions
197710160mia,,14,,,2,2,0,191,26,16,0,203,7,17,25,2,123,,,,1,314,2,52,12,"Sunday Oct 16, 1977",,23,,,2,2,0,128,24,17,2,132,2,21,42,1,212,,,,1,340,2,20,4,NYJ,New York Jets,Orange Bowl,4:00pm,Home,MIA,Miami Dolphins
197710160sea,,22,,,2,2,4,217,32,18,1,217,6,23,34,1,167,,,,0,384,6,51,0,"Sunday Oct 16, 1977",,21,,,3,0,2,241,30,20,4,252,4,30,35,0,134,,,,1,375,2,30,11,TAM,Tampa Bay Buccaneers,Seattle Kingdome,4:00pm,Home,SEA,Seattle Seahawks
197710160dal,,12,,,1,1,1,1,25,7,1,64,5,16,32,0,115,,,,8,116,2,38,63,"Sunday Oct 16, 1977",,23,,,4,3,0,264,29,16,2,284,4,34,50,2,171,,,,2,435,3,25,20,WAS,Washington Redskins,Texas Stadium,4:00pm,Home,DAL,Dallas Cowboys
197710160sdg,,22,,,1,0,1,69,22,12,2,83,9,24,51,1,256,,,,1,325,1,101,14,"Sunday Oct 16, 1977",,16,,,2,1,1,230,26,18,1,249,6,20,19,2,53,,,,2,283,2,53,19,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,NWE,New England Patriots
197710160ram,,12,,,0,0,0,155,34,15,1,155,5,7,23,0,77,,,,0,232,0,76,0,"Sunday Oct 16, 1977",,24,,,3,2,1,165,16,9,0,180,7,14,61,2,243,,,,3,408,3,55,15,NOR,New Orleans Saints,Los Angeles Memorial Coliseum,4:00pm,Home,RAM,Los Angeles Rams
197710160rai,,8,,,0,0,0,98,17,8,2,118,4,30,37,1,102,,,,4,200,0,40,20,"Sunday Oct 16, 1977",,21,,,4,1,7,239,42,22,1,290,3,7,30,0,87,,,,5,326,8,20,51,RAI,Oakland Raiders,Oakland-Alameda County Coliseum,4:00pm,Away,DEN,Denver Broncos
197710170pit,,20,,,4,1,4,208,36,15,0,227,8,14,35,1,103,,,,3,311,5,93,19,"Monday Oct 17, 1977",,18,,,6,3,0,87,9,6,0,117,9,20,50,3,166,,,,3,253,3,64,30,CIN,Cincinnati Bengals,Three Rivers Stadium,9:00pm,Home,PIT,Pittsburgh Steelers
197710230pit,,10,,,2,1,5,-14,15,5,1,32,4,10,38,0,133,,,,5,119,6,20,46,"Sunday Oct 23, 1977",,19,,,7,5,1,227,25,16,2,227,5,27,40,2,125,,,,0,352,6,35,0,OTI,Houston Oilers,Three Rivers Stadium,1:00pm,Home,PIT,Pittsburgh Steelers
197710230phi,,17,,,0,0,0,139,26,15,0,172,7,16,41,1,149,,,,6,288,0,50,33,"Sunday Oct 23, 1977",,15,,,1,1,2,72,23,10,1,104,2,10,32,0,114,,,,4,186,3,17,32,PHI,Philadelphia Eagles,Veterans Stadium,1:00pm,Away,DAL,Dallas Cowboys
197710230nyj,,29,,,1,1,1,213,26,19,3,230,4,28,55,1,210,,,,2,423,2,35,17,"Sunday Oct 23, 1977",,17,,,1,1,2,375,29,17,4,396,3,27,20,0,67,,,,1,442,3,22,21,NYJ,New York Jets,Shea Stadium,1:00pm,Away,RAI,Oakland Raiders
197710230mia,,14,,,0,0,3,143,33,17,1,160,7,13,27,0,79,,,,2,222,3,42,17,"Sunday Oct 23, 1977",,19,,,1,0,1,86,18,11,2,105,2,31,39,2,136,,,,2,222,1,15,19,SEA,Seattle Seahawks,Orange Bowl,1:00pm,Home,MIA,Miami Dolphins
197710230cin,,16,,,1,0,0,155,15,9,1,155,6,24,42,2,180,,,,0,335,0,38,0,"Sunday Oct 23, 1977",,14,,,4,2,1,159,28,15,0,159,3,13,31,1,177,,,,0,336,3,20,0,CIN,Cincinnati Bengals,Riverfront Stadium,1:00pm,Away,DEN,Denver Broncos
197710230was,,12,,,2,1,0,162,20,11,1,162,8,17,43,1,104,,,,0,266,1,86,0,"Sunday Oct 23, 1977",,17,,,5,3,1,156,39,20,0,217,9,6,27,0,71,,,,6,227,4,80,61,WAS,Washington Redskins,Robert F. Kennedy Memorial Stadium,1:00pm,Away,NYG,New York Giants
197710230chi,,11,,,2,0,0,90,22,8,0,90,5,16,44,1,127,,,,0,217,0,44,0,"Sunday Oct 23, 1977",,17,,,2,2,3,131,28,11,0,165,9,10,33,0,118,,,,4,249,5,72,34,CHI,Chicago Bears,Soldier Field,1:00pm,Away,ATL,Atlanta Falcons
197710230tam,,14,,,1,1,1,93,15,11,0,115,3,13,41,1,125,,,,3,218,2,17,22,"Sunday Oct 23, 1977",,13,,,2,1,2,113,35,15,0,156,7,0,26,0,75,,,,4,188,3,55,43,TAM,Tampa Bay Buccaneers,Tampa Stadium,1:00pm,Away,GNB,Green Bay Packers
197710230buf,,26,,,0,0,2,127,24,15,3,149,7,27,48,0,219,,,,3,346,2,59,22,"Sunday Oct 23, 1977",,20,,,2,2,2,185,29,11,1,199,12,16,25,0,162,,,,2,347,4,139,14,BUF,Buffalo Bills,Rich Stadium,1:00pm,Away,CLE,Cleveland Browns
197710230crd,,23,,,0,0,2,275,35,16,3,285,4,31,26,1,165,,,,1,440,2,34,10,"Sunday Oct 23, 1977",,31,,,2,2,0,243,26,19,2,243,7,49,52,5,244,,,,0,487,2,67,0,NOR,New Orleans Saints,Civic Center Busch Memorial Stadium,2:00pm,Home,CRD,St. Louis Cardinals
197710230nwe,,8,,,1,0,0,11,18,6,0,64,4,3,23,0,75,,,,5,86,0,39,53,"Sunday Oct 23, 1977",,20,,,2,2,0,201,16,11,1,214,7,17,52,1,169,,,,1,370,2,65,13,CLT,Baltimore Colts,Schaefer Stadium,4:00pm,Home,NWE,New England Patriots
197710230sfo,,16,,,2,0,2,50,37,12,0,117,7,7,27,1,69,,,,8,119,2,50,67,"Sunday Oct 23, 1977",,16,,,2,1,0,107,14,8,2,130,10,28,46,2,193,,,,3,300,1,122,23,DET,Detroit Lions,Candlestick Park,4:00pm,Home,SFO,San Francisco 49ers
197710230sdg,,19,,,4,2,0,170,26,15,1,215,5,21,37,1,115,,,,6,285,2,49,45,"Sunday Oct 23, 1977",,19,,,3,2,2,226,35,18,1,233,7,16,35,0,116,,,,1,342,4,57,7,SDG,San Diego Chargers,San Diego Stadium,4:00pm,Away,KAN,Kansas City Chiefs
